Month Ending,ME Date,Year,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
August,31,2019,Kitsap,WA,Passenger,1114,633,1747,181513,183260,0.95
August,31,2019,Stevens,WA,Truck,0,0,0,18717,18717,0
August,31,2019,DeKalb,GA,Passenger,1,0,1,78,79,1.27
August,31,2019,Santa Fe,NM,Passenger,0,1,1,39,40,2.5
August,31,2019,Honolulu,HI,Passenger,4,2,6,487,493,1.22
August,31,2019,Flathead,MT,Passenger,1,0,1,65,66,1.52
August,31,2019,Skagit,WA,Passenger,310,209,519,92306,92825,0.56
August,31,2019,Santa Clara,CA,Passenger,4,2,6,365,371,1.62
August,31,2019,Lincoln,WA,Passenger,2,10,12,7786,7798,0.15
August,31,2019,Cowlitz,WA,Truck,0,0,0,28900,28900,0
August,31,2019,Richmond,GA,Passenger,0,1,1,93,94,1.06
August,31,2019,Manatee,FL,Passenger,1,0,1,34,35,2.86
August,31,2019,Bucks,PA,Passenger,1,0,1,23,24,4.17
August,31,2019,Dallas,TX,Passenger,1,0,1,207,208,0.48
August,31,2019,Whitman,WA,Passenger,34,44,78,22711,22789,0.34
August,31,2019,Wahkiakum,WA,Truck,0,0,0,1763,1763,0
August,31,2019,Pierce,WA,Truck,0,0,0,140335,140335,0
August,31,2019,Skagit,WA,Truck,1,0,1,32553,32554,0
August,31,2019,Ventura,CA,Passenger,0,2,2,309,311,0.64
August,31,2019,Okanogan,WA,Passenger,25,26,51,26190,26241,0.19
August,31,2019,Guadalupe,TX,Passenger,1,0,1,70,71,1.41
August,31,2019,Maricopa,AZ,Passenger,7,4,11,1531,1542,0.71
August,31,2019,San Juan,WA,Truck,0,0,0,5891,5891,0
August,31,2019,Klickitat,WA,Passenger,37,35,72,15624,15696,0.46
August,31,2019,Contra Costa,CA,Passenger,2,2,4,368,372,1.08
August,31,2019,Chelan,WA,Truck,0,0,0,22366,22366,0
August,31,2019,Harrison,MS,Passenger,1,0,1,62,63,1.59
August,31,2019,Howard,MD,Passenger,0,1,1,74,75,1.33
August,31,2019,King,WA,Passenger,20005,7202,27207,1393126,1420333,1.92
August,31,2019,Douglas,NE,Passenger,0,1,1,59,60,1.67
August,31,2019,Calvert,MD,Passenger,0,2,2,89,91,2.2
August,31,2019,Clark,WA,Truck,0,0,0,80861,80861,0
August,31,2019,Pend Oreille,WA,Truck,0,0,0,5721,5721,0
August,31,2019,Whatcom,WA,Truck,2,0,2,42997,42999,0
August,31,2019,Putnam,TN,Passenger,0,1,1,3,4,25
August,31,2019,Grays Harbor,WA,Passenger,88,85,173,48116,48289,0.36
August,31,2019,Wahkiakum,WA,Passenger,2,2,4,3026,3030,0.13
August,31,2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
August,31,2019,Larimer,CO,Passenger,1,0,1,58,59,1.69
August,31,2019,Hennepin,MN,Passenger,3,1,4,105,109,3.67
August,31,2019,Clay,FL,Passenger,0,1,1,84,85,1.18
August,31,2019,Manassas,VA,Passenger,0,1,1,8,9,11.11
August,31,2019,Saginaw,MI,Passenger,1,0,1,12,13,7.69
August,31,2019,Nueces,TX,Passenger,1,1,2,92,94,2.13
August,31,2019,Arlington,VA,Passenger,0,2,2,155,157,1.27
August,31,2019,Columbia,WA,Truck,0,0,0,1531,1531,0
August,31,2019,Fairfax,VA,Passenger,3,2,5,761,766,0.65
August,31,2019,Denver,CO,Passenger,1,0,1,128,129,0.78
August,31,2019,Kootenai,ID,Passenger,1,1,2,220,222,0.9
August,31,2019,King,WA,Truck,6,1,7,182265,182272,0
August,31,2019,Polk,FL,Passenger,1,0,1,68,69,1.45
August,31,2019,Thurston,WA,Truck,0,0,0,55440,55440,0
August,31,2019,Washoe,NV,Passenger,2,0,2,109,111,1.8
August,31,2019,Skamania,WA,Truck,0,0,0,4075,4075,0
August,31,2019,Berkshire,MA,Passenger,0,1,1,4,5,20
August,31,2019,San Francisco,CA,Passenger,2,1,3,106,109,2.75
August,31,2019,Ferry,WA,Passenger,5,2,7,4414,4421,0.16
August,31,2019,Jefferson,WA,Truck,0,0,0,9675,9675,0
August,31,2019,Pierce,WA,Passenger,1930,1584,3514,544791,548305,0.64
August,31,2019,Los Angeles,CA,Passenger,8,6,14,1104,1118,1.25
August,31,2019,Lewis,WA,Passenger,105,96,201,59363,59564,0.34
August,31,2019,Mason,WA,Truck,0,0,0,20413,20413,0
August,31,2019,Richland,SC,Passenger,0,1,1,159,160,0.62
August,31,2019,Loudoun,VA,Passenger,1,0,1,94,95,1.05
August,31,2019,Montgomery,AL,Passenger,0,1,1,41,42,2.38
August,31,2019,Douglas,WA,Truck,0,0,0,12264,12264,0
August,31,2019,Jefferson,WA,Passenger,205,122,327,25074,25401,1.29
August,31,2019,Wilson,TX,Passenger,0,1,1,6,7,14.29
August,31,2019,Cook,IL,Passenger,1,0,1,240,241,0.41
August,31,2019,Shelby,TN,Passenger,0,1,1,92,93,1.08
August,31,2019,Benton,WA,Truck,0,0,0,42177,42177,0
August,31,2019,Orange,CA,Passenger,6,3,9,523,532,1.69
August,31,2019,Klickitat,WA,Truck,0,0,0,8292,8292,0
August,31,2019,Owyhee,ID,Passenger,1,0,1,4,5,20
August,31,2019,Nassau,NY,Passenger,4,0,4,38,42,9.52
August,31,2019,Clark,WA,Passenger,1647,959,2606,315547,318153,0.82
August,31,2019,Twin Falls,ID,Passenger,0,1,1,26,27,3.7
August,31,2019,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50
August,31,2019,Klamath,OR,Passenger,1,0,1,39,40,2.5
August,31,2019,Tuolumne,CA,Passenger,0,1,1,11,12,8.33
August,31,2019,Harnett,NC,Passenger,1,1,2,210,212,0.94
August,31,2019,Washtenaw,MI,Passenger,1,0,1,41,42,2.38
August,31,2019,Placer,CA,Passenger,1,0,1,98,99,1.01
December,31,2019,Charleston,SC,Passenger,1,0,1,109,110,0.91
December,31,2019,Asotin,WA,Passenger,14,9,23,12679,12702,0.18
December,31,2019,Hennepin,MN,Passenger,3,1,4,101,105,3.81
December,31,2019,Jefferson,WA,Truck,0,0,0,9647,9647,0
December,31,2019,Howard,MD,Passenger,0,1,1,74,75,1.33
December,31,2019,Clallam,WA,Passenger,196,157,353,50869,51222,0.69
December,31,2019,Lee,FL,Passenger,1,0,1,53,54,1.85
December,31,2019,Grant,WA,Truck,0,0,0,27002,27002,0
December,31,2019,Washtenaw,MI,Passenger,1,0,1,42,43,2.33
December,31,2019,Montgomery,TX,Passenger,1,0,1,55,56,1.79
December,31,2019,Douglas,WA,Passenger,67,38,105,28299,28404,0.37
December,31,2019,Houston,GA,Passenger,1,0,1,60,61,1.64
December,31,2019,Fulton,GA,Passenger,0,2,2,104,106,1.89
December,31,2019,Whitman,WA,Truck,0,0,0,8579,8579,0
December,31,2019,Honolulu,HI,Passenger,4,2,6,479,485,1.24
December,31,2019,Columbia,WA,Passenger,3,3,6,2449,2455,0.24
December,31,2019,Boone,MO,Passenger,0,1,1,11,12,8.33
December,31,2019,Bexar,TX,Passenger,1,5,6,646,652,0.92
December,31,2019,Calvert,MD,Passenger,0,2,2,91,93,2.15
December,31,2019,Dakota,MN,Passenger,0,1,1,33,34,2.94
December,31,2019,Clark,WA,Passenger,1843,1043,2886,317733,320619,0.9
December,31,2019,Cowlitz,WA,Passenger,118,107,225,73644,73869,0.3
December,31,2019,Kent,MI,Passenger,0,1,1,24,25,4
December,31,2019,Ada,ID,Passenger,0,1,1,290,291,0.34
December,31,2019,Carson City,NV,Passenger,1,0,1,10,11,9.09
December,31,2019,Wahkiakum,WA,Passenger,4,3,7,3041,3048,0.23
December,31,2019,Klickitat,WA,Passenger,46,38,84,15674,15758,0.53
December,31,2019,Wahkiakum,WA,Truck,0,0,0,1754,1754,0
December,31,2019,San Juan,WA,Truck,0,0,0,5935,5935,0
December,31,2019,Solano,CA,Passenger,1,0,1,207,208,0.48
December,31,2019,Clark,NV,Passenger,3,2,5,680,685,0.73
December,31,2019,Valencia,NM,Passenger,1,0,1,5,6,16.67
December,31,2019,DeKalb,GA,Passenger,1,0,1,81,82,1.22
December,31,2019,Columbia,WA,Truck,0,0,0,1537,1537,0
December,31,2019,Berkshire,MA,Passenger,0,1,1,5,6,16.67
December,31,2019,Juneau,AK,Passenger,0,2,2,29,31,6.45
December,31,2019,Wayne,MI,Passenger,0,1,1,59,60,1.67
December,31,2019,Oldham,KY,Passenger,0,1,1,4,5,20
December,31,2019,Pend Oreille,WA,Truck,0,0,0,5771,5771,0
December,31,2019,Cape May,NJ,Passenger,0,1,1,13,14,7.14
December,31,2019,Cowlitz,WA,Truck,0,0,0,29035,29035,0
December,31,2019,Skagit,WA,Passenger,363,213,576,92637,93213,0.62
December,31,2019,San Diego,CA,Passenger,9,3,12,2797,2809,0.43
December,31,2019,Lewis,WA,Passenger,106,102,208,59556,59764,0.35
December,31,2019,Allegheny,PA,Passenger,1,0,1,74,75,1.33
December,31,2019,Prince George's,MD,Passenger,1,1,2,172,174,1.15
December,31,2019,Montgomery,OH,Passenger,0,1,1,47,48,2.08
December,31,2019,Clark,WA,Truck,0,0,0,81316,81316,0
December,31,2019,Anne Arundel,MD,Passenger,1,2,3,434,437,0.69
December,31,2019,Oklahoma,OK,Passenger,0,1,1,128,129,0.78
December,31,2019,Garfield,WA,Passenger,0,1,1,1306,1307,0.08
December,31,2019,Thurston,WA,Passenger,1052,701,1753,199236,200989,0.87
December,31,2019,El Paso,CO,Passenger,2,1,3,742,745,0.4
December,31,2019,Okanogan,WA,Truck,0,0,0,16550,16550,0
December,31,2019,Chelan,WA,Passenger,201,78,279,54622,54901,0.51
December,31,2019,Whatcom,WA,Truck,2,0,2,43188,43190,0
December,31,2019,Montgomery,AL,Passenger,0,1,1,39,40,2.5
December,31,2019,Ferry,WA,Passenger,5,2,7,4398,4405,0.16
December,31,2019,Greene,MO,Passenger,0,1,1,31,32,3.12
December,31,2019,Richland,SC,Passenger,0,1,1,157,158,0.63
December,31,2019,Tulsa,OK,Passenger,1,1,2,48,50,4
December,31,2019,Santa Cruz,CA,Passenger,1,0,1,36,37,2.7
December,31,2019,Frederick,MD,Passenger,1,1,2,81,83,2.41
December,31,2019,King,WA,Truck,6,1,7,182216,182223,0
December,31,2019,Placer,CA,Passenger,1,0,1,95,96,1.04
December,31,2019,Maricopa,AZ,Passenger,7,5,12,1498,1510,0.79
December,31,2019,Duval,FL,Passenger,1,2,3,362,365,0.82
December,31,2019,Lewis,WA,Truck,0,0,0,26087,26087,0
December,31,2019,Middlesex,MA,Passenger,1,1,2,107,109,1.83
December,31,2019,Williamson,TX,Passenger,0,2,2,144,146,1.37
December,31,2019,Sedgwick,KS,Passenger,1,1,2,96,98,2.04
December,31,2019,Santa Clara,CA,Passenger,7,2,9,351,360,2.5
December,31,2019,Sarasota,FL,Passenger,2,0,2,25,27,7.41
December,31,2019,Kitsap,WA,Passenger,1199,652,1851,182349,184200,1
December,31,2019,San Joaquin,CA,Passenger,1,0,1,137,138,0.72
December,31,2019,Virginia Beach,VA,Passenger,1,0,1,695,696,0.14
December,31,2019,Asotin,WA,Truck,0,0,0,6709,6709,0
December,31,2019,Putnam,TN,Passenger,0,1,1,3,4,25
December,31,2019,Walla Walla,WA,Truck,0,0,0,13663,13663,0
December,31,2019,Contra Costa,CA,Passenger,3,2,5,343,348,1.44
December,31,2019,Island,WA,Truck,1,0,1,21356,21357,0
December,31,2019,Harnett,NC,Passenger,1,1,2,206,208,0.96
December,31,2019,Clallam,WA,Truck,1,0,1,21871,21872,0
December,31,2019,Pacific,WA,Truck,0,0,0,7721,7721,0
December,31,2019,Guadalupe,TX,Passenger,1,0,1,66,67,1.49
December,31,2019,Multnomah,OR,Passenger,4,6,10,726,736,1.36
December,31,2019,Spokane,WA,Passenger,643,471,1114,315064,316178,0.35
December,31,2019,Chesapeake,VA,Passenger,0,2,2,431,433,0.46
December,31,2019,Pierce,WA,Passenger,2127,1651,3778,547907,551685,0.68
December,31,2019,San Mateo,CA,Passenger,1,1,2,119,121,1.65
December,31,2019,Pacific,WA,Passenger,30,30,60,16120,16180,0.37
December,31,2019,Pinal,AZ,Passenger,1,0,1,190,191,0.52
December,31,2019,Pierce,WA,Truck,0,0,0,140864,140864,0
December,31,2019,Harrison,MS,Passenger,1,0,1,57,58,1.72
December,31,2019,Albemarle,VA,Passenger,1,0,1,25,26,3.85
December,31,2019,Stevens,WA,Passenger,31,31,62,31609,31671,0.2
December,31,2019,Yakima,WA,Truck,0,0,0,59618,59618,0
December,31,2019,Fairbanks North Star,AK,Passenger,0,1,1,99,100,1
December,31,2019,Jones,GA,Passenger,1,0,1,1,2,50
December,31,2019,Saginaw,MI,Passenger,1,0,1,11,12,8.33
December,31,2019,District of Columbia,DC,Passenger,1,1,2,213,215,0.93
December,31,2019,Montgomery,PA,Passenger,2,0,2,35,37,5.41
December,31,2019,Skagit,WA,Truck,1,0,1,32566,32567,0
December,31,2019,DeKalb,IN,Passenger,1,0,1,1,2,50
December,31,2019,Snohomish,WA,Passenger,4021,1709,5730,536109,541839,1.06
December,31,2019,Goochland,VA,Passenger,2,1,3,263,266,1.13
December,31,2019,Bucks,PA,Passenger,1,0,1,21,22,4.55
December,31,2019,Los Angeles,CA,Passenger,7,9,16,1062,1078,1.48
December,31,2019,Island,WA,Passenger,375,253,628,63608,64236,0.98
December,31,2019,Carroll,NH,Passenger,0,1,1,4,5,20
December,31,2019,Polk,FL,Passenger,1,0,1,65,66,1.52
December,31,2019,Ventura,CA,Passenger,0,3,3,299,302,0.99
December,31,2019,Manassas,VA,Passenger,0,1,1,6,7,14.29
December,31,2019,Norfolk,VA,Passenger,1,2,3,348,351,0.85
December,31,2019,Broward,FL,Passenger,2,1,3,125,128,2.34
December,31,2019,Prince William,VA,Passenger,1,3,4,234,238,1.68
December,31,2019,Nueces,TX,Passenger,1,1,2,85,87,2.3
December,31,2019,Deschutes,OR,Passenger,3,0,3,149,152,1.97
December,31,2019,Shelby,TN,Passenger,0,1,1,95,96,1.04
December,31,2019,Arapahoe,CO,Passenger,1,0,1,141,142,0.7
December,31,2019,Fresno,CA,Passenger,1,0,1,188,189,0.53
December,31,2019,Jefferson,WA,Passenger,217,134,351,25187,25538,1.37
December,31,2019,Adams,WA,Passenger,6,7,13,12936,12949,0.1
December,31,2019,Hudson,NJ,Passenger,1,0,1,38,39,2.56
December,31,2019,Douglas,WA,Truck,0,0,0,12308,12308,0
December,31,2019,Rogers,OK,Passenger,1,0,1,5,6,16.67
December,31,2019,Okanogan,WA,Passenger,30,30,60,26236,26296,0.23
December,31,2019,Vigo,IN,Passenger,1,0,1,6,7,14.29
December,31,2019,Osceola,FL,Passenger,1,0,1,42,43,2.33
December,31,2019,Clay,FL,Passenger,0,1,1,86,87,1.15
December,31,2019,Skamania,WA,Truck,0,0,0,4099,4099,0
December,31,2019,Suffolk,VA,Passenger,1,0,1,124,125,0.8
December,31,2019,Collin,TX,Passenger,1,1,2,131,133,1.5
December,31,2019,Travis,TX,Passenger,2,1,3,198,201,1.49
December,31,2019,Alameda,CA,Passenger,5,1,6,292,298,2.01
December,31,2019,Randolph,NC,Passenger,1,0,1,7,8,12.5
December,31,2019,Grays Harbor,WA,Passenger,105,100,205,48394,48599,0.42
December,31,2019,Boulder,CO,Passenger,0,1,1,50,51,1.96
December,31,2019,Yakima,WA,Passenger,116,114,230,166298,166528,0.14
December,31,2019,Washoe,NV,Passenger,1,0,1,108,109,0.92
December,31,2019,Klickitat,WA,Truck,0,0,0,8318,8318,0
December,31,2019,Norfolk,MA,Passenger,1,0,1,36,37,2.7
December,31,2019,Denver,CO,Passenger,1,0,1,127,128,0.78
December,31,2019,Snohomish,WA,Truck,0,0,0,123277,123277,0
December,31,2019,Jefferson,CO,Passenger,0,2,2,58,60,3.33
December,31,2019,Thurston,WA,Truck,0,0,0,55729,55729,0
December,31,2019,Lake,IL,Passenger,1,0,1,162,163,0.61
December,31,2019,Camden,NJ,Passenger,0,2,2,21,23,8.7
December,31,2019,Riverside,CA,Passenger,4,1,5,637,642,0.78
December,31,2019,Penobscot,ME,Passenger,0,1,1,13,14,7.14
December,31,2019,Twin Falls,ID,Passenger,0,1,1,28,29,3.45
December,31,2019,Benton,WA,Truck,0,0,0,42486,42486,0
December,31,2019,Ferry,WA,Truck,0,0,0,3580,3580,0
December,31,2019,,,Passenger,9,6,15,864,879,1.71
December,31,2019,Lincoln,WA,Truck,0,0,0,4683,4683,0
December,31,2019,Kittitas,WA,Passenger,90,46,136,30054,30190,0.45
December,31,2019,El Paso,TX,Passenger,3,0,3,455,458,0.66
December,31,2019,Santa Rosa,FL,Passenger,1,0,1,86,87,1.15
December,31,2019,Loudoun,VA,Passenger,1,0,1,93,94,1.06
December,31,2019,Jefferson,NY,Passenger,0,2,2,218,220,0.91
December,31,2019,Nassau,NY,Passenger,4,0,4,39,43,9.3
December,31,2019,Cumberland,NC,Passenger,0,2,2,487,489,0.41
December,31,2019,Garfield,WA,Truck,0,0,0,969,969,0
December,31,2019,Hawaii,HI,Passenger,1,0,1,60,61,1.64
December,31,2019,Flathead,MT,Passenger,1,0,1,63,64,1.56
December,31,2019,Adams,WA,Truck,0,0,0,5198,5198,0
December,31,2019,Shasta,CA,Passenger,1,0,1,37,38,2.63
December,31,2019,Queens,NY,Passenger,1,0,1,52,53,1.89
December,31,2019,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50
December,31,2019,Larimer,CO,Passenger,1,0,1,55,56,1.79
December,31,2019,Spokane,WA,Truck,1,0,1,96378,96379,0
December,31,2019,Spartanburg,SC,Passenger,0,1,1,43,44,2.27
December,31,2019,Grant,WA,Passenger,55,68,123,65625,65748,0.19
December,31,2019,King,WA,Passenger,21951,7543,29494,1394823,1424317,2.07
December,31,2019,Mason,WA,Truck,0,0,0,20527,20527,0
December,31,2019,Sumter,FL,Passenger,0,1,1,9,10,10
December,31,2019,Franklin,WA,Passenger,54,76,130,60982,61112,0.21
December,31,2019,Kootenai,ID,Passenger,1,1,2,226,228,0.88
December,31,2019,Washington,OR,Passenger,1,0,1,454,455,0.22
December,31,2019,Maui,HI,Passenger,1,0,1,38,39,2.56
December,31,2019,Tarrant,TX,Passenger,2,0,2,192,194,1.03
December,31,2019,Kittitas,WA,Truck,0,0,0,14624,14624,0
December,31,2019,San Francisco,CA,Passenger,2,1,3,100,103,2.91
December,31,2019,Harris,TX,Passenger,1,0,1,240,241,0.41
December,31,2019,Wilson,TX,Passenger,0,1,1,8,9,11.11
December,31,2019,Moore,NC,Passenger,0,1,1,164,165,0.61
December,31,2019,Stafford,VA,Passenger,1,1,2,94,96,2.08
December,31,2019,Mason,WA,Passenger,142,135,277,47637,47914,0.58
December,31,2019,San Juan,WA,Passenger,253,79,332,14407,14739,2.25
December,31,2019,Cochise,AZ,Passenger,0,1,1,105,106,0.94
December,31,2019,DuPage,IL,Passenger,3,0,3,63,66,4.55
December,31,2019,Benton,WA,Passenger,315,308,623,135242,135865,0.46
December,31,2019,New Haven,CT,Passenger,0,2,2,46,48,4.17
December,31,2019,Walla Walla,WA,Passenger,63,60,123,36306,36429,0.34
December,31,2019,Arlington,VA,Passenger,0,2,2,152,154,1.3
December,31,2019,Owyhee,ID,Passenger,1,0,1,3,4,25
December,31,2019,Fairfax,VA,Passenger,4,2,6,753,759,0.79
December,31,2019,Shelby,OH,Passenger,0,1,1,1,2,50
December,31,2019,Richmond,GA,Passenger,0,1,1,91,92,1.09
December,31,2019,Brevard,FL,Passenger,0,1,1,88,89,1.12
December,31,2019,Fort Bend,TX,Passenger,1,0,1,47,48,2.08
December,31,2019,Cascade,MT,Passenger,0,1,1,55,56,1.79
December,31,2019,Orange,CA,Passenger,7,2,9,504,513,1.75
December,31,2019,Monroe,IL,Passenger,1,0,1,4,5,20
December,31,2019,Lincoln,WA,Passenger,1,11,12,7804,7816,0.15
December,31,2019,Dallas,TX,Passenger,1,0,1,207,208,0.48
December,31,2019,Klamath,OR,Passenger,1,0,1,37,38,2.63
December,31,2019,Douglas,NE,Passenger,0,1,1,57,58,1.72
December,31,2019,Whatcom,WA,Passenger,987,477,1464,151703,153167,0.96
December,31,2019,Kern,CA,Passenger,0,1,1,222,223,0.45
December,31,2019,New London,CT,Passenger,0,2,2,246,248,0.81
December,31,2019,Whitman,WA,Passenger,42,46,88,22678,22766,0.39
December,31,2019,Palm Beach,FL,Passenger,0,1,1,83,84,1.19
December,31,2019,Pend Oreille,WA,Passenger,7,7,14,9514,9528,0.15
December,31,2019,Charles,MD,Passenger,0,1,1,83,84,1.19
December,31,2019,Lake,FL,Passenger,1,0,1,21,22,4.55
December,31,2019,Tuolumne,CA,Passenger,0,1,1,11,12,8.33
December,31,2019,Clackamas,OR,Passenger,2,1,3,210,213,1.41
December,31,2019,Portsmouth,VA,Passenger,0,1,1,81,82,1.22
December,31,2019,Kitsap,WA,Truck,1,0,1,54446,54447,0
December,31,2019,Stevens,WA,Truck,0,0,0,18761,18761,0
December,31,2019,Skamania,WA,Passenger,26,19,45,8767,8812,0.51
December,31,2019,Ramsey,MN,Passenger,1,0,1,39,40,2.5
December,31,2019,Alexandria,VA,Passenger,1,0,1,147,148,0.68
December,31,2019,Pinellas,FL,Passenger,1,1,2,108,110,1.82
December,31,2019,Powhatan,VA,Passenger,1,0,1,0,1,100
December,31,2019,St. Mary's,MD,Passenger,1,0,1,217,218,0.46
December,31,2019,Suffolk,MA,Passenger,0,1,1,34,35,2.86
December,31,2019,Franklin,WA,Truck,0,0,0,19779,19779,0
December,31,2019,Grays Harbor,WA,Truck,0,0,0,20770,20770,0
December,31,2019,Chelan,WA,Truck,0,0,0,22549,22549,0
December,31,2019,Pima,AZ,Passenger,3,1,4,369,373,1.07
February,28,2019,Grays Harbor,WA,Truck,0,0,0,20318,20318,0
February,28,2019,Garfield,WA,Truck,0,0,0,961,961,0
February,28,2019,Larimer,CO,Passenger,1,0,1,57,58,1.72
February,28,2019,Benton,WA,Passenger,233,245,478,132999,133477,0.36
February,28,2019,Whatcom,WA,Passenger,785,380,1165,149641,150806,0.77
February,28,2019,Richmond,GA,Passenger,0,1,1,89,90,1.11
February,28,2019,Jefferson,NY,Passenger,0,2,2,222,224,0.89
February,28,2019,Juneau,AK,Passenger,0,1,1,38,39,2.56
February,28,2019,Montgomery,AL,Passenger,0,1,1,44,45,2.22
February,28,2019,Calvert,MD,Passenger,0,1,1,87,88,1.14
February,28,2019,Douglas,NE,Passenger,0,1,1,66,67,1.49
February,28,2019,New Haven,CT,Passenger,0,1,1,49,50,2
February,28,2019,Benton,WA,Truck,0,0,0,41547,41547,0
February,28,2019,Howard,MD,Passenger,0,1,1,82,83,1.2
February,28,2019,Cumberland,NC,Passenger,0,2,2,511,513,0.39
February,28,2019,Island,WA,Truck,0,0,0,21171,21171,0
February,28,2019,Douglas,WA,Truck,0,0,0,12166,12166,0
February,28,2019,Clackamas,OR,Passenger,1,1,2,211,213,0.94
February,28,2019,Bergen,NJ,Passenger,1,0,1,25,26,3.85
February,28,2019,Okanogan,WA,Truck,0,0,0,16468,16468,0
February,28,2019,Cape May,NJ,Passenger,0,1,1,19,20,5
February,28,2019,Grant,WA,Truck,0,0,0,26315,26315,0
February,28,2019,Whitman,WA,Passenger,25,40,65,22756,22821,0.28
February,28,2019,San Diego,CA,Passenger,9,3,12,2628,2640,0.45
February,28,2019,Manatee,FL,Passenger,1,0,1,35,36,2.78
February,28,2019,Owyhee,ID,Passenger,1,0,1,5,6,16.67
February,28,2019,Tuolumne,CA,Passenger,0,1,1,12,13,7.69
February,28,2019,Brevard,FL,Passenger,0,1,1,89,90,1.11
February,28,2019,Pierce,WA,Truck,0,0,0,138931,138931,0
February,28,2019,Ada,ID,Passenger,0,2,2,307,309,0.65
February,28,2019,Clay,FL,Passenger,0,1,1,84,85,1.18
February,28,2019,Tarrant,TX,Passenger,1,0,1,206,207,0.48
February,28,2019,Monroe,IL,Passenger,1,0,1,4,5,20
February,28,2019,District of Columbia,DC,Passenger,1,1,2,207,209,0.96
February,28,2019,Fresno,CA,Passenger,1,0,1,187,188,0.53
February,28,2019,Yakima,WA,Truck,0,0,0,58797,58797,0
February,28,2019,Tulsa,OK,Passenger,1,1,2,48,50,4
February,28,2019,Island,WA,Passenger,294,231,525,63179,63704,0.82
February,28,2019,Spartanburg,SC,Passenger,0,1,1,33,34,2.94
February,28,2019,Kittitas,WA,Passenger,73,37,110,29446,29556,0.37
February,28,2019,DeKalb,GA,Passenger,1,0,1,77,78,1.28
February,28,2019,Lewis,WA,Truck,0,0,0,25698,25698,0
February,28,2019,Montgomery,PA,Passenger,2,0,2,36,38,5.26
February,28,2019,Denver,CO,Passenger,1,0,1,129,130,0.77
February,28,2019,Honolulu,HI,Passenger,2,3,5,502,507,0.99
February,28,2019,Pend Oreille,WA,Passenger,5,5,10,9483,9493,0.11
February,28,2019,Asotin,WA,Passenger,12,9,21,12682,12703,0.17
February,28,2019,,,Passenger,6,2,8,784,792,1.01
February,28,2019,Kootenai,ID,Passenger,1,1,2,210,212,0.94
February,28,2019,DeKalb,IN,Passenger,1,0,1,1,2,50
February,28,2019,Lincoln,WA,Truck,0,0,0,4667,4667,0
February,28,2019,Jefferson,WA,Passenger,179,113,292,24863,25155,1.16
February,28,2019,Dale,AL,Passenger,0,1,1,57,58,1.72
February,28,2019,Allegheny,PA,Passenger,1,0,1,84,85,1.18
February,28,2019,San Francisco,CA,Passenger,2,1,3,114,117,2.56
February,28,2019,Jefferson,CO,Passenger,0,2,2,60,62,3.23
February,28,2019,Skamania,WA,Passenger,20,15,35,8715,8750,0.4
February,28,2019,San Juan,PR,Passenger,0,1,1,3,4,25
February,28,2019,Charles,MD,Passenger,0,1,1,77,78,1.28
February,28,2019,Wahkiakum,WA,Passenger,1,1,2,3020,3022,0.07
February,28,2019,El Paso,TX,Passenger,2,0,2,497,499,0.4
February,28,2019,Saratoga,NY,Passenger,1,0,1,62,63,1.59
February,28,2019,Sumter,FL,Passenger,0,1,1,10,11,9.09
February,28,2019,Cowlitz,WA,Truck,0,0,0,28726,28726,0
February,28,2019,Skagit,WA,Passenger,278,187,465,91208,91673,0.51
February,28,2019,Collin,TX,Passenger,1,1,2,137,139,1.44
February,28,2019,Washoe,NV,Passenger,2,0,2,106,108,1.85
February,28,2019,Shasta,CA,Passenger,1,0,1,45,46,2.17
February,28,2019,Harnett,NC,Passenger,1,0,1,217,218,0.46
February,28,2019,Beaufort,SC,Passenger,1,0,1,36,37,2.7
February,28,2019,Clark,NV,Passenger,3,2,5,709,714,0.7
February,28,2019,Broward,FL,Passenger,2,1,3,126,129,2.33
February,28,2019,Yakima,WA,Passenger,86,101,187,164464,164651,0.11
February,28,2019,Dakota,MN,Passenger,0,2,2,34,36,5.56
February,28,2019,Snohomish,WA,Passenger,3146,1498,4644,527664,532308,0.87
