,Month_ending,Year,County,State,Primary_use,Battery_BEVs,Hybrid_(PHEVs),EV_Total,Non-Electric_Total,Total_Veh,%_Electric,Proximity,State_Names
5344,February,2022,Ferry,WA,Passenger,15,3,18,4443,4461,0.4,Washington,Washington
5345,February,2022,Whitman,WA,Truck,0,0,0,8578,8578,0.0,Washington,Washington
5346,February,2022,Whitman,WA,Passenger,70,56,126,22020,22146,0.57,Washington,Washington
5355,February,2022,Stevens,WA,Passenger,58,47,105,30105,30210,0.35,Washington,Washington
5357,February,2022,Skagit,WA,Truck,1,0,1,32638,32639,0.0,Washington,Washington
5360,February,2022,Island,WA,Truck,1,0,1,21490,21491,0.0,Washington,Washington
5363,February,2022,Skamania,WA,Truck,0,0,0,4001,4001,0.0,Washington,Washington
5364,February,2022,Kitsap,WA,Truck,0,0,0,54096,54096,0.0,Washington,Washington
5367,February,2022,Lincoln,WA,Passenger,7,17,24,7685,7709,0.31,Washington,Washington
5368,February,2022,Pacific,WA,Truck,0,0,0,8006,8006,0.0,Washington,Washington
5369,February,2022,Walla Walla,WA,Passenger,152,91,243,36233,36476,0.67,Washington,Washington
5370,February,2022,Whatcom,WA,Truck,4,0,4,43608,43612,0.01,Washington,Washington
5378,February,2022,Wahkiakum,WA,Passenger,17,11,28,3096,3124,0.9,Washington,Washington
5382,February,2022,Asotin,WA,Passenger,22,18,40,12641,12681,0.32,Washington,Washington
5386,February,2022,Douglas,WA,Truck,0,0,0,12686,12686,0.0,Washington,Washington
5394,February,2022,King,WA,Passenger,37216,10526,47742,1354857,1402599,3.4,Washington,Washington
5396,February,2022,Adams,WA,Truck,0,0,0,5459,5459,0.0,Washington,Washington
5400,February,2022,Cowlitz,WA,Passenger,280,168,448,71262,71710,0.62,Washington,Washington
5403,February,2022,Snohomish,WA,Passenger,7454,2311,9765,535946,545711,1.79,Washington,Washington
5405,February,2022,Okanogan,WA,Truck,0,0,0,16714,16714,0.0,Washington,Washington
5409,February,2022,Chelan,WA,Passenger,429,121,550,54566,55116,1.0,Washington,Washington
5410,February,2022,Lewis,WA,Passenger,221,166,387,59453,59840,0.65,Washington,Washington
5418,February,2022,Spokane,WA,Truck,0,0,0,102602,102602,0.0,Washington,Washington
5420,February,2022,Yakima,WA,Truck,0,0,0,61654,61654,0.0,Washington,Washington
5422,February,2022,Cowlitz,WA,Truck,0,1,1,28908,28909,0.0,Washington,Washington
5427,February,2022,Clark,WA,Truck,2,0,2,83758,83760,0.0,Washington,Washington
5428,February,2022,King,WA,Truck,22,1,23,182492,182515,0.01,Washington,Washington
5430,February,2022,Skamania,WA,Passenger,59,45,104,8311,8415,1.24,Washington,Washington
5431,February,2022,Klickitat,WA,Passenger,92,53,145,15306,15451,0.94,Washington,Washington
5432,February,2022,Pend Oreille,WA,Passenger,17,9,26,9075,9101,0.29,Washington,Washington
5437,February,2022,Mason,WA,Passenger,280,166,446,47722,48168,0.93,Washington,Washington
5440,February,2022,Grays Harbor,WA,Passenger,202,157,359,49318,49677,0.72,Washington,Washington
5441,February,2022,Ferry,WA,Truck,0,0,0,3567,3567,0.0,Washington,Washington
5442,February,2022,Columbia,WA,Truck,0,0,0,1571,1571,0.0,Washington,Washington
5446,February,2022,Douglas,WA,Passenger,122,55,177,28558,28735,0.62,Washington,Washington
5448,February,2022,Franklin,WA,Passenger,175,102,277,62074,62351,0.44,Washington,Washington
5455,February,2023,Skagit,WA,Passenger,987,377,1364,89175,90539,1.51,Washington,Washington
5458,February,2023,Cowlitz,WA,Passenger,424,193,617,70210,70827,0.87,Washington,Washington
5459,February,2023,Benton,WA,Truck,15,0,15,43323,43338,0.03,Washington,Washington
5464,February,2023,Ferry,WA,Truck,0,0,0,3565,3565,0.0,Washington,Washington
5467,February,2023,Lewis,WA,Truck,4,0,4,26200,26204,0.02,Washington,Washington
5470,February,2023,Clark,WA,Passenger,5174,2109,7283,313862,321145,2.27,Washington,Washington
5472,February,2023,Whitman,WA,Truck,4,0,4,8658,8662,0.05,Washington,Washington
5477,February,2023,Columbia,WA,Truck,0,0,0,1574,1574,0.0,Washington,Washington
5478,February,2023,Klickitat,WA,Truck,4,0,4,8261,8265,0.05,Washington,Washington
5480,February,2023,Spokane,WA,Passenger,2041,983,3024,323909,326933,0.92,Washington,Washington
5482,February,2023,Clallam,WA,Passenger,504,272,776,49281,50057,1.55,Washington,Washington
5484,February,2023,San Juan,WA,Passenger,580,172,752,13878,14630,5.14,Washington,Washington
5487,February,2023,Island,WA,Truck,20,0,20,21105,21125,0.09,Washington,Washington
5488,February,2023,Yakima,WA,Passenger,445,240,685,166120,166805,0.41,Washington,Washington
5489,February,2023,Kitsap,WA,Passenger,2890,1171,4061,176810,180871,2.25,Washington,Washington
5497,February,2023,Snohomish,WA,Truck,122,0,122,122092,122214,0.1,Washington,Washington
5498,February,2023,Stevens,WA,Truck,2,0,2,18777,18779,0.01,Washington,Washington
5500,February,2023,Adams,WA,Passenger,21,11,32,13008,13040,0.25,Washington,Washington
5501,February,2023,Garfield,WA,Truck,0,0,0,979,979,0.0,Washington,Washington
5503,February,2023,Whitman,WA,Passenger,124,71,195,22018,22213,0.88,Washington,Washington
5507,February,2023,San Juan,WA,Truck,10,0,10,5886,5896,0.17,Washington,Washington
5509,February,2023,Wahkiakum,WA,Truck,1,0,1,1793,1794,0.06,Washington,Washington
5511,February,2023,Douglas,WA,Truck,6,0,6,12882,12888,0.05,Washington,Washington
5512,February,2023,Lincoln,WA,Truck,0,0,0,4846,4846,0.0,Washington,Washington
5516,February,2023,Klickitat,WA,Passenger,127,57,184,15144,15328,1.2,Washington,Washington
5519,February,2023,Walla Walla,WA,Passenger,206,108,314,35642,35956,0.87,Washington,Washington
5525,February,2023,Chelan,WA,Truck,19,0,19,23120,23139,0.08,Washington,Washington
5528,February,2023,Kittitas,WA,Truck,6,0,6,14560,14566,0.04,Washington,Washington
5530,February,2023,Grays Harbor,WA,Truck,2,0,2,21049,21051,0.01,Washington,Washington
5532,February,2023,Skamania,WA,Passenger,93,53,146,8095,8241,1.77,Washington,Washington
5533,February,2023,Island,WA,Passenger,977,411,1388,61460,62848,2.21,Washington,Washington
5538,February,2023,Lewis,WA,Passenger,292,186,478,59690,60168,0.79,Washington,Washington
5546,February,2023,Pierce,WA,Passenger,6593,2579,9172,535692,544864,1.68,Washington,Washington
5547,February,2023,King,WA,Truck,495,2,497,177291,177788,0.28,Washington,Washington
5548,February,2023,Whatcom,WA,Truck,44,0,44,42882,42926,0.1,Washington,Washington
5551,February,2023,Spokane,WA,Truck,26,0,26,101868,101894,0.03,Washington,Washington
5552,February,2023,Ferry,WA,Passenger,21,4,25,4341,4366,0.57,Washington,Washington
5560,February,2023,Grays Harbor,WA,Passenger,272,171,443,48597,49040,0.9,Washington,Washington
5563,February,2023,Douglas,WA,Passenger,180,59,239,28618,28857,0.83,Washington,Washington
5565,February,2023,Thurston,WA,Truck,49,0,49,54485,54534,0.09,Washington,Washington
5566,February,2023,Skagit,WA,Truck,13,0,13,32041,32054,0.04,Washington,Washington
5570,February,2023,Asotin,WA,Passenger,30,20,50,12475,12525,0.4,Washington,Washington
5576,February,2023,King,WA,Passenger,50928,12806,63734,1330234,1393968,4.57,Washington,Washington
5581,February,2023,Okanogan,WA,Truck,2,0,2,16449,16451,0.01,Washington,Washington
5587,February,2023,Jefferson,WA,Truck,9,0,9,9332,9341,0.1,Washington,Washington
5595,February,2023,Jefferson,WA,Passenger,508,242,750,24237,24987,3.0,Washington,Washington
5598,February,2023,Pend Oreille,WA,Truck,0,0,0,5573,5573,0.0,Washington,Washington
5599,February,2023,Walla Walla,WA,Truck,3,0,3,13814,13817,0.02,Washington,Washington
5601,February,2023,Mason,WA,Truck,9,0,9,20863,20872,0.04,Washington,Washington
5603,February,2023,Clallam,WA,Truck,12,0,12,21812,21824,0.05,Washington,Washington
5604,February,2023,Benton,WA,Passenger,989,517,1506,135708,137214,1.1,Washington,Washington
5607,February,2023,Grant,WA,Truck,7,0,7,28056,28063,0.02,Washington,Washington
5608,February,2023,Lincoln,WA,Passenger,16,17,33,7744,7777,0.42,Washington,Washington
5614,February,2023,Snohomish,WA,Passenger,10921,2841,13762,529463,543225,2.53,Washington,Washington
5615,February,2023,Stevens,WA,Passenger,99,58,157,29968,30125,0.52,Washington,Washington
5620,February,2023,Clark,WA,Truck,70,0,70,81540,81610,0.09,Washington,Washington
5621,February,2023,Chelan,WA,Passenger,566,151,717,54278,54995,1.3,Washington,Washington
5623,February,2023,Pacific,WA,Passenger,71,82,153,15680,15833,0.97,Washington,Washington
5629,February,2023,Adams,WA,Truck,2,0,2,5362,5364,0.04,Washington,Washington
5633,February,2023,Wahkiakum,WA,Passenger,26,15,41,3046,3087,1.33,Washington,Washington
5636,February,2023,Yakima,WA,Truck,9,0,9,61121,61130,0.01,Washington,Washington
5637,February,2023,Kitsap,WA,Truck,49,0,49,52804,52853,0.09,Washington,Washington
5638,February,2023,Okanogan,WA,Passenger,107,56,163,26100,26263,0.62,Washington,Washington
5639,February,2023,Garfield,WA,Passenger,1,3,4,1315,1319,0.3,Washington,Washington
5648,February,2023,Thurston,WA,Passenger,2773,1153,3926,191440,195366,2.01,Washington,Washington
5651,February,2023,Columbia,WA,Passenger,8,1,9,2424,2433,0.37,Washington,Washington
5652,February,2023,Franklin,WA,Passenger,275,128,403,61808,62211,0.65,Washington,Washington
5654,February,2023,Franklin,WA,Truck,4,0,4,20960,20964,0.02,Washington,Washington
5656,February,2023,Pierce,WA,Truck,111,0,111,138554,138665,0.08,Washington,Washington
5658,February,2023,Pacific,WA,Truck,2,0,2,7825,7827,0.03,Washington,Washington
5661,February,2023,Asotin,WA,Truck,0,0,0,6661,6661,0.0,Washington,Washington
5664,February,2023,Cowlitz,WA,Truck,7,0,7,28319,28326,0.02,Washington,Washington
5669,February,2023,Grant,WA,Passenger,241,114,355,66906,67261,0.53,Washington,Washington
5672,February,2023,Mason,WA,Passenger,394,199,593,46628,47221,1.26,Washington,Washington
5673,February,2023,Whatcom,WA,Passenger,2212,826,3038,148577,151615,2.0,Washington,Washington
5675,February,2023,Pend Oreille,WA,Passenger,26,13,39,8936,8975,0.43,Washington,Washington
5678,February,2023,Kittitas,WA,Passenger,322,92,414,29510,29924,1.38,Washington,Washington
5679,February,2023,Skamania,WA,Truck,1,0,1,3860,3861,0.03,Washington,Washington
5704,February,2020,Franklin,WA,Truck,0,0,0,19897,19897,0.0,Washington,Washington
5705,February,2020,Skamania,WA,Truck,0,0,0,4102,4102,0.0,Washington,Washington
5706,February,2020,Garfield,WA,Passenger,0,1,1,1349,1350,0.07,Washington,Washington
5711,February,2020,Jefferson,WA,Passenger,230,139,369,25171,25540,1.44,Washington,Washington
5712,February,2020,Whitman,WA,Truck,0,0,0,8555,8555,0.0,Washington,Washington
5714,February,2020,Skagit,WA,Truck,1,0,1,32559,32560,0.0,Washington,Washington
5716,February,2020,Okanogan,WA,Passenger,34,31,65,26121,26186,0.25,Washington,Washington
5717,February,2020,Okanogan,WA,Truck,0,0,0,16498,16498,0.0,Washington,Washington
5722,February,2020,Pierce,WA,Passenger,2253,1684,3937,551186,555123,0.71,Washington,Washington
5733,February,2020,Clark,WA,Passenger,1970,1058,3028,320541,323569,0.94,Washington,Washington
5739,February,2020,Cowlitz,WA,Passenger,128,111,239,73460,73699,0.32,Washington,Washington
5742,February,2020,Asotin,WA,Truck,0,0,0,6695,6695,0.0,Washington,Washington
5746,February,2020,Lincoln,WA,Passenger,1,12,13,7781,7794,0.17,Washington,Washington
5747,February,2020,Grays Harbor,WA,Truck,0,0,0,20809,20809,0.0,Washington,Washington
5748,February,2020,Mason,WA,Passenger,150,135,285,47595,47880,0.6,Washington,Washington
5755,February,2020,Garfield,WA,Truck,0,0,0,965,965,0.0,Washington,Washington
5758,February,2020,Spokane,WA,Passenger,696,469,1165,317560,318725,0.37,Washington,Washington
5762,February,2020,Klickitat,WA,Truck,0,0,0,8301,8301,0.0,Washington,Washington
5763,February,2020,Lewis,WA,Passenger,108,105,213,59582,59795,0.36,Washington,Washington
5766,February,2020,Kitsap,WA,Truck,1,0,1,54392,54393,0.0,Washington,Washington
5768,February,2020,Clark,WA,Truck,0,0,0,81980,81980,0.0,Washington,Washington
5772,February,2020,Grant,WA,Truck,0,0,0,27065,27065,0.0,Washington,Washington
5773,February,2020,Cowlitz,WA,Truck,0,0,0,28994,28994,0.0,Washington,Washington
5774,February,2020,Skagit,WA,Passenger,379,215,594,92466,93060,0.64,Washington,Washington
5778,February,2020,Pend Oreille,WA,Passenger,8,7,15,9454,9469,0.16,Washington,Washington
5782,February,2020,Douglas,WA,Passenger,69,40,109,28271,28380,0.38,Washington,Washington
5783,February,2020,Grant,WA,Passenger,58,70,128,65569,65697,0.19,Washington,Washington
5787,February,2020,Spokane,WA,Truck,1,0,1,97160,97161,0.0,Washington,Washington
5788,February,2020,Wahkiakum,WA,Truck,0,0,0,1762,1762,0.0,Washington,Washington
5792,February,2020,Grays Harbor,WA,Passenger,109,108,217,48374,48591,0.45,Washington,Washington
5794,February,2020,Yakima,WA,Passenger,122,116,238,165956,166194,0.14,Washington,Washington
5795,February,2020,Lewis,WA,Truck,0,0,0,26101,26101,0.0,Washington,Washington
5796,February,2020,Pierce,WA,Truck,0,0,0,141517,141517,0.0,Washington,Washington
5800,February,2020,Ferry,WA,Truck,0,0,0,3582,3582,0.0,Washington,Washington
5803,February,2020,Walla Walla,WA,Truck,0,0,0,13701,13701,0.0,Washington,Washington
5807,February,2020,San Juan,WA,Passenger,279,82,361,14330,14691,2.46,Washington,Washington
5810,February,2020,Clallam,WA,Truck,1,0,1,21839,21840,0.0,Washington,Washington
5811,February,2020,Klickitat,WA,Passenger,49,41,90,15686,15776,0.57,Washington,Washington
5812,February,2020,King,WA,Truck,6,1,7,182612,182619,0.0,Washington,Washington
5815,February,2020,King,WA,Passenger,23446,7675,31121,1400298,1431419,2.17,Washington,Washington
5819,February,2020,Pacific,WA,Passenger,30,32,62,16071,16133,0.38,Washington,Washington
5821,February,2020,Stevens,WA,Truck,0,0,0,18756,18756,0.0,Washington,Washington
5822,February,2020,Island,WA,Passenger,401,263,664,63475,64139,1.04,Washington,Washington
5824,February,2020,Mason,WA,Truck,0,0,0,20602,20602,0.0,Washington,Washington
5826,February,2020,Lincoln,WA,Truck,0,0,0,4658,4658,0.0,Washington,Washington
5827,February,2020,Whatcom,WA,Truck,3,0,3,43146,43149,0.01,Washington,Washington
5831,February,2020,Adams,WA,Truck,0,0,0,5221,5221,0.0,Washington,Washington
5834,February,2020,Thurston,WA,Truck,0,0,0,55720,55720,0.0,Washington,Washington
5835,February,2020,Kittitas,WA,Passenger,94,49,143,30014,30157,0.47,Washington,Washington
5838,February,2020,Wahkiakum,WA,Passenger,5,5,10,3017,3027,0.33,Washington,Washington
5839,February,2020,Pend Oreille,WA,Truck,0,0,0,5763,5763,0.0,Washington,Washington
5841,February,2020,Ferry,WA,Passenger,5,2,7,4373,4380,0.16,Washington,Washington
5844,February,2020,Yakima,WA,Truck,0,0,0,59625,59625,0.0,Washington,Washington
5850,February,2020,San Juan,WA,Truck,0,0,0,5925,5925,0.0,Washington,Washington
5851,February,2020,Whitman,WA,Passenger,42,48,90,22621,22711,0.4,Washington,Washington
5852,February,2020,Columbia,WA,Passenger,3,3,6,2433,2439,0.25,Washington,Washington
5854,February,2020,Adams,WA,Passenger,7,7,14,12913,12927,0.11,Washington,Washington
5855,February,2020,Island,WA,Truck,1,0,1,21333,21334,0.0,Washington,Washington
5856,February,2020,Benton,WA,Passenger,338,320,658,135315,135973,0.48,Washington,Washington
5859,February,2020,Stevens,WA,Passenger,33,33,66,31445,31511,0.21,Washington,Washington
5861,February,2020,Douglas,WA,Truck,0,0,0,12320,12320,0.0,Washington,Washington
5865,February,2020,Columbia,WA,Truck,0,0,0,1535,1535,0.0,Washington,Washington
5866,February,2020,Thurston,WA,Passenger,1109,725,1834,198984,200818,0.91,Washington,Washington
5867,February,2020,Snohomish,WA,Truck,0,0,0,123728,123728,0.0,Washington,Washington
5870,February,2020,Chelan,WA,Truck,0,0,0,22573,22573,0.0,Washington,Washington
5872,February,2020,Benton,WA,Truck,0,0,0,42572,42572,0.0,Washington,Washington
5882,February,2020,Walla Walla,WA,Passenger,68,62,130,36314,36444,0.36,Washington,Washington
5888,February,2020,Pacific,WA,Truck,0,0,0,7745,7745,0.0,Washington,Washington
5892,February,2020,Whatcom,WA,Passenger,1042,486,1528,151612,153140,1.0,Washington,Washington
5893,February,2020,Kitsap,WA,Passenger,1273,661,1934,182316,184250,1.05,Washington,Washington
5896,February,2020,Franklin,WA,Passenger,58,76,134,61129,61263,0.22,Washington,Washington
5902,February,2020,Asotin,WA,Passenger,16,11,27,12671,12698,0.21,Washington,Washington
5908,February,2020,Chelan,WA,Passenger,216,78,294,54606,54900,0.54,Washington,Washington
5909,February,2020,Snohomish,WA,Passenger,4302,1729,6031,538151,544182,1.11,Washington,Washington
5910,February,2020,Jefferson,WA,Truck,0,0,0,9642,9642,0.0,Washington,Washington
5913,February,2020,Clallam,WA,Passenger,206,163,369,50804,51173,0.72,Washington,Washington
5917,February,2020,Kittitas,WA,Truck,0,0,0,14649,14649,0.0,Washington,Washington
5920,February,2020,Skamania,WA,Passenger,28,19,47,8773,8820,0.53,Washington,Washington
5924,January,2017,Garfield,WA,Truck,0,0,0,941,941,0.0,Washington,Washington
5927,January,2017,Skagit,WA,Truck,1,0,1,31404,31405,0.0,Washington,Washington
5931,January,2017,Adams,WA,Passenger,1,1,2,12175,12177,0.02,Washington,Washington
5932,January,2017,Skamania,WA,Truck,0,0,0,3908,3908,0.0,Washington,Washington
5933,January,2017,Kitsap,WA,Passenger,556,262,818,172401,173219,0.47,Washington,Washington
5937,January,2017,Thurston,WA,Truck,0,0,0,53340,53340,0.0,Washington,Washington
5938,January,2017,Yakima,WA,Passenger,36,49,85,159930,160015,0.05,Washington,Washington
5939,January,2017,Pend Oreille,WA,Truck,0,0,0,5595,5595,0.0,Washington,Washington
5941,January,2017,Kitsap,WA,Truck,1,0,1,52380,52381,0.0,Washington,Washington
5942,January,2017,Cowlitz,WA,Passenger,51,44,95,69109,69204,0.14,Washington,Washington
5943,January,2017,Grant,WA,Truck,0,0,0,25039,25039,0.0,Washington,Washington
5945,January,2017,Whitman,WA,Passenger,8,19,27,21936,21963,0.12,Washington,Washington
5947,January,2017,Douglas,WA,Truck,0,0,0,11426,11426,0.0,Washington,Washington
5950,January,2017,Columbia,WA,Passenger,0,1,1,2331,2332,0.04,Washington,Washington
5953,January,2017,Yakima,WA,Truck,0,0,0,57337,57337,0.0,Washington,Washington
5954,January,2017,Stevens,WA,Truck,0,0,0,18341,18341,0.0,Washington,Washington
5955,January,2017,Clark,WA,Truck,0,0,0,77522,77522,0.0,Washington,Washington
5957,January,2017,Clark,WA,Passenger,673,426,1099,297819,298918,0.37,Washington,Washington
5960,January,2017,Chelan,WA,Passenger,54,28,82,51898,51980,0.16,Washington,Washington
5961,January,2017,Pend Oreille,WA,Passenger,1,4,5,9345,9350,0.05,Washington,Washington
5964,January,2017,Lincoln,WA,Truck,0,0,0,4462,4462,0.0,Washington,Washington
5965,January,2017,Skamania,WA,Passenger,7,7,14,8549,8563,0.16,Washington,Washington
5966,January,2017,Mason,WA,Passenger,48,60,108,42807,42915,0.25,Washington,Washington
5967,January,2017,Lincoln,WA,Passenger,2,4,6,7543,7549,0.08,Washington,Washington
5968,January,2017,Clallam,WA,Truck,0,0,0,21044,21044,0.0,Washington,Washington
5970,January,2017,Ferry,WA,Passenger,2,1,3,4386,4389,0.07,Washington,Washington
5973,January,2017,Cowlitz,WA,Truck,0,0,0,27949,27949,0.0,Washington,Washington
5977,January,2017,Walla Walla,WA,Passenger,16,21,37,34864,34901,0.11,Washington,Washington
5978,January,2017,Benton,WA,Passenger,129,129,258,127860,128118,0.2,Washington,Washington
5980,January,2017,Lewis,WA,Truck,0,0,0,24791,24791,0.0,Washington,Washington
5981,January,2017,Klickitat,WA,Truck,0,0,0,7945,7945,0.0,Washington,Washington
5985,January,2017,Asotin,WA,Passenger,4,3,7,12319,12326,0.06,Washington,Washington
5988,January,2017,Douglas,WA,Passenger,29,19,48,26580,26628,0.18,Washington,Washington
5997,January,2017,Pierce,WA,Passenger,822,751,1573,528314,529887,0.3,Washington,Washington
5998,January,2017,Okanogan,WA,Passenger,3,15,18,25814,25832,0.07,Washington,Washington
6000,January,2017,Thurston,WA,Passenger,336,299,635,184964,185599,0.34,Washington,Washington
6004,January,2017,King,WA,Truck,8,1,9,191085,191094,0.0,Washington,Washington
6005,January,2017,Spokane,WA,Truck,1,0,1,90429,90430,0.0,Washington,Washington
6007,January,2017,Walla Walla,WA,Truck,0,0,0,13168,13168,0.0,Washington,Washington
6009,January,2017,Jefferson,WA,Truck,0,0,0,9469,9469,0.0,Washington,Washington
6010,January,2017,Pacific,WA,Passenger,5,6,11,15034,15045,0.07,Washington,Washington
6017,January,2017,Franklin,WA,Passenger,27,42,69,55402,55471,0.12,Washington,Washington
6018,January,2017,Adams,WA,Truck,0,0,0,5077,5077,0.0,Washington,Washington
6019,January,2017,Spokane,WA,Passenger,221,196,417,296020,296437,0.14,Washington,Washington
6020,January,2017,Grant,WA,Passenger,16,21,37,60386,60423,0.06,Washington,Washington
6023,January,2017,Snohomish,WA,Truck,1,0,1,122825,122826,0.0,Washington,Washington
6024,January,2017,Stevens,WA,Passenger,6,21,27,31528,31555,0.09,Washington,Washington
6026,January,2017,Skagit,WA,Passenger,106,81,187,87447,87634,0.21,Washington,Washington
6027,January,2017,Ferry,WA,Truck,0,0,0,3581,3581,0.0,Washington,Washington
6030,January,2017,San Juan,WA,Truck,0,0,0,5594,5594,0.0,Washington,Washington
6034,January,2017,Kittitas,WA,Passenger,15,16,31,27158,27189,0.11,Washington,Washington
6037,January,2017,Asotin,WA,Truck,0,0,0,6487,6487,0.0,Washington,Washington
6040,January,2017,Pacific,WA,Truck,0,0,0,7509,7509,0.0,Washington,Washington
6051,January,2017,Pierce,WA,Truck,0,0,0,138768,138768,0.0,Washington,Washington
6054,January,2017,Klickitat,WA,Passenger,20,22,42,14793,14835,0.28,Washington,Washington
6056,January,2017,King,WA,Passenger,8804,3621,12425,1387384,1399809,0.89,Washington,Washington
6057,January,2017,Clallam,WA,Passenger,73,64,137,48005,48142,0.28,Washington,Washington
6058,January,2017,Grays Harbor,WA,Passenger,27,24,51,44315,44366,0.11,Washington,Washington
6060,January,2017,Columbia,WA,Truck,0,0,0,1543,1543,0.0,Washington,Washington
6065,January,2017,Whitman,WA,Truck,0,0,0,8403,8403,0.0,Washington,Washington
6067,January,2017,Island,WA,Truck,1,0,1,20520,20521,0.0,Washington,Washington
6069,January,2017,Whatcom,WA,Passenger,383,141,524,141886,142410,0.37,Washington,Washington
6071,January,2017,Whatcom,WA,Truck,2,0,2,41337,41339,0.0,Washington,Washington
6072,January,2017,Island,WA,Passenger,103,119,222,59416,59638,0.37,Washington,Washington
6074,January,2017,Mason,WA,Truck,0,0,0,19187,19187,0.0,Washington,Washington
6076,January,2017,Kittitas,WA,Truck,0,0,0,13412,13412,0.0,Washington,Washington
6079,January,2017,Garfield,WA,Passenger,0,0,0,1285,1285,0.0,Washington,Washington
6080,January,2017,Chelan,WA,Truck,0,0,0,21262,21262,0.0,Washington,Washington
6082,January,2017,Benton,WA,Truck,0,0,0,39813,39813,0.0,Washington,Washington
6087,January,2017,Lewis,WA,Passenger,43,30,73,54960,55033,0.13,Washington,Washington
6090,January,2017,Okanogan,WA,Truck,0,0,0,16374,16374,0.0,Washington,Washington
6098,January,2017,Jefferson,WA,Passenger,87,53,140,23606,23746,0.59,Washington,Washington
6100,January,2017,Grays Harbor,WA,Truck,0,0,0,19862,19862,0.0,Washington,Washington
6105,January,2017,San Juan,WA,Passenger,84,31,115,13348,13463,0.85,Washington,Washington
6106,January,2017,Franklin,WA,Truck,0,0,0,17912,17912,0.0,Washington,Washington
6108,January,2017,Wahkiakum,WA,Passenger,0,1,1,2861,2862,0.03,Washington,Washington
6109,January,2017,Snohomish,WA,Passenger,1549,803,2352,514965,517317,0.45,Washington,Washington
6110,January,2017,Wahkiakum,WA,Truck,0,0,0,1624,1624,0.0,Washington,Washington
6115,January,2018,Garfield,WA,Truck,0,0,0,945,945,0.0,Washington,Washington
6116,January,2018,Walla Walla,WA,Truck,0,0,0,13323,13323,0.0,Washington,Washington
6117,January,2018,Klickitat,WA,Truck,0,0,0,8000,8000,0.0,Washington,Washington
6123,January,2018,Spokane,WA,Passenger,300,255,555,300795,301350,0.18,Washington,Washington
6124,January,2018,Clark,WA,Truck,0,0,0,78578,78578,0.0,Washington,Washington
6125,January,2018,Cowlitz,WA,Passenger,54,69,123,70972,71095,0.17,Washington,Washington
6126,January,2018,Franklin,WA,Passenger,31,51,82,57013,57095,0.14,Washington,Washington
6127,January,2018,Benton,WA,Passenger,175,179,354,130623,130977,0.27,Washington,Washington
6130,January,2018,Skamania,WA,Passenger,11,8,19,8608,8627,0.22,Washington,Washington
6134,January,2018,King,WA,Passenger,11619,4878,16497,1370831,1387328,1.19,Washington,Washington
6136,January,2018,Grant,WA,Truck,0,0,0,25641,25641,0.0,Washington,Washington
6137,January,2018,Pend Oreille,WA,Passenger,4,4,8,9441,9449,0.08,Washington,Washington
6138,January,2018,Mason,WA,Truck,0,0,0,19646,19646,0.0,Washington,Washington
6141,January,2018,Garfield,WA,Passenger,1,0,1,1329,1330,0.08,Washington,Washington
6142,January,2018,Snohomish,WA,Passenger,2073,1094,3167,518066,521233,0.61,Washington,Washington
6143,January,2018,Kittitas,WA,Passenger,36,27,63,28637,28700,0.22,Washington,Washington
6146,January,2018,Pierce,WA,Passenger,1095,996,2091,527421,529512,0.39,Washington,Washington
6147,January,2018,Lewis,WA,Passenger,52,43,95,56805,56900,0.17,Washington,Washington
6158,January,2018,Kitsap,WA,Truck,1,0,1,52751,52752,0.0,Washington,Washington
6161,January,2018,Spokane,WA,Truck,1,0,1,91739,91740,0.0,Washington,Washington
6162,January,2018,Pacific,WA,Passenger,15,13,28,15453,15481,0.18,Washington,Washington
6165,January,2018,Whatcom,WA,Truck,1,0,1,42070,42071,0.0,Washington,Washington
6168,January,2018,Wahkiakum,WA,Passenger,0,2,2,2844,2846,0.07,Washington,Washington
6170,January,2018,Chelan,WA,Truck,0,0,0,21676,21676,0.0,Washington,Washington
6172,January,2018,Jefferson,WA,Passenger,124,80,204,24352,24556,0.83,Washington,Washington
6176,January,2018,Benton,WA,Truck,0,0,0,40708,40708,0.0,Washington,Washington
6178,January,2018,Skamania,WA,Truck,0,0,0,3900,3900,0.0,Washington,Washington
6182,January,2018,Klickitat,WA,Passenger,23,26,49,14933,14982,0.33,Washington,Washington
6184,January,2018,Asotin,WA,Passenger,8,5,13,12548,12561,0.1,Washington,Washington
6187,January,2018,Jefferson,WA,Truck,0,0,0,9485,9485,0.0,Washington,Washington
6190,January,2018,Lincoln,WA,Truck,0,0,0,4504,4504,0.0,Washington,Washington
6191,January,2018,Stevens,WA,Truck,0,0,0,18391,18391,0.0,Washington,Washington
6192,January,2018,Stevens,WA,Passenger,10,22,32,31598,31630,0.1,Washington,Washington
6197,January,2018,Okanogan,WA,Passenger,7,19,26,25706,25732,0.1,Washington,Washington
6199,January,2018,Asotin,WA,Truck,0,0,0,6559,6559,0.0,Washington,Washington
6204,January,2018,Thurston,WA,Passenger,487,407,894,190668,191562,0.47,Washington,Washington
6207,January,2018,Adams,WA,Truck,0,0,0,5148,5148,0.0,Washington,Washington
6211,January,2018,Okanogan,WA,Truck,0,0,0,16333,16333,0.0,Washington,Washington
6212,January,2018,Wahkiakum,WA,Truck,0,0,0,1681,1681,0.0,Washington,Washington
