,Month_ending,Year,County,State,Primary_use,Battery_BEVs,Hybrid_(PHEVs),EV_Total,Non-Electric_Total,Total_Veh,%_Electric,Proximity,State_Names
7579,July,2017,Pierce,WA,Truck,0,0,0,137369,137369,0.0,Washington,Washington
7580,July,2017,Clallam,WA,Passenger,93,77,170,48417,48587,0.35,Washington,Washington
7588,July,2017,Chelan,WA,Passenger,68,35,103,52135,52238,0.2,Washington,Washington
7591,July,2017,Franklin,WA,Truck,0,0,0,18175,18175,0.0,Washington,Washington
7592,July,2017,Cowlitz,WA,Truck,0,0,0,27954,27954,0.0,Washington,Washington
7596,July,2017,Stevens,WA,Truck,0,0,0,18211,18211,0.0,Washington,Washington
7598,July,2017,Chelan,WA,Truck,0,0,0,21329,21329,0.0,Washington,Washington
7600,July,2017,Pacific,WA,Passenger,10,9,19,15197,15216,0.12,Washington,Washington
7606,July,2017,Grant,WA,Truck,0,0,0,25271,25271,0.0,Washington,Washington
7609,July,2017,Skagit,WA,Truck,1,0,1,31485,31486,0.0,Washington,Washington
7610,July,2017,Okanogan,WA,Passenger,4,18,22,25634,25656,0.09,Washington,Washington
7612,July,2017,Jefferson,WA,Passenger,107,61,168,23895,24063,0.7,Washington,Washington
7614,July,2017,Columbia,WA,Truck,0,0,0,1533,1533,0.0,Washington,Washington
7616,July,2017,Wahkiakum,WA,Passenger,0,2,2,2836,2838,0.07,Washington,Washington
7617,July,2017,Benton,WA,Passenger,155,148,303,128671,128974,0.23,Washington,Washington
7619,July,2017,Spokane,WA,Truck,1,0,1,90744,90745,0.0,Washington,Washington
7626,July,2017,Wahkiakum,WA,Truck,0,0,0,1659,1659,0.0,Washington,Washington
7630,July,2017,Okanogan,WA,Truck,0,0,0,16226,16226,0.0,Washington,Washington
7631,July,2017,Island,WA,Passenger,121,141,262,60273,60535,0.43,Washington,Washington
7632,July,2017,Yakima,WA,Passenger,49,62,111,159655,159766,0.07,Washington,Washington
7634,July,2017,Grays Harbor,WA,Passenger,36,35,71,44850,44921,0.16,Washington,Washington
7635,July,2017,Kitsap,WA,Truck,1,0,1,52511,52512,0.0,Washington,Washington
7636,July,2017,Columbia,WA,Passenger,1,1,2,2350,2352,0.09,Washington,Washington
7637,July,2017,Stevens,WA,Passenger,8,23,31,31395,31426,0.1,Washington,Washington
7638,July,2017,Klickitat,WA,Truck,0,0,0,7953,7953,0.0,Washington,Washington
7639,July,2017,Asotin,WA,Truck,0,0,0,6532,6532,0.0,Washington,Washington
7642,July,2017,Walla Walla,WA,Passenger,27,26,53,34886,34939,0.15,Washington,Washington
7643,July,2017,Adams,WA,Truck,0,0,0,5123,5123,0.0,Washington,Washington
7644,July,2017,Pacific,WA,Truck,0,0,0,7495,7495,0.0,Washington,Washington
7645,July,2017,Pend Oreille,WA,Passenger,3,4,7,9321,9328,0.08,Washington,Washington
7646,July,2017,Spokane,WA,Passenger,262,213,475,296652,297127,0.16,Washington,Washington
7647,July,2017,Whatcom,WA,Truck,2,0,2,41660,41662,0.0,Washington,Washington
7650,July,2017,Benton,WA,Truck,0,0,0,40129,40129,0.0,Washington,Washington
7657,July,2017,San Juan,WA,Passenger,112,39,151,13563,13714,1.1,Washington,Washington
7658,July,2017,Ferry,WA,Passenger,1,1,2,4400,4402,0.05,Washington,Washington
7662,July,2017,Snohomish,WA,Truck,1,0,1,121771,121772,0.0,Washington,Washington
7663,July,2017,Klickitat,WA,Passenger,22,24,46,14803,14849,0.31,Washington,Washington
7664,July,2017,Adams,WA,Passenger,3,3,6,12184,12190,0.05,Washington,Washington
7665,July,2017,Thurston,WA,Truck,0,0,0,53297,53297,0.0,Washington,Washington
7667,July,2017,Douglas,WA,Truck,0,0,0,11515,11515,0.0,Washington,Washington
7671,July,2017,Skamania,WA,Truck,0,0,0,3873,3873,0.0,Washington,Washington
7672,July,2017,Mason,WA,Passenger,57,71,128,43631,43759,0.29,Washington,Washington
7674,July,2017,Whitman,WA,Truck,0,0,0,8425,8425,0.0,Washington,Washington
7675,July,2017,Lewis,WA,Passenger,52,36,88,55557,55645,0.16,Washington,Washington
7677,July,2017,Whatcom,WA,Passenger,474,179,653,143186,143839,0.45,Washington,Washington
7679,July,2017,King,WA,Truck,8,1,9,187250,187259,0.0,Washington,Washington
7685,July,2017,Cowlitz,WA,Passenger,52,61,113,69775,69888,0.16,Washington,Washington
7688,July,2018,Whatcom,WA,Truck,2,0,2,42313,42315,0.0,Washington,Washington
7690,July,2018,Whatcom,WA,Passenger,637,318,955,147985,148940,0.64,Washington,Washington
7691,July,2018,Skagit,WA,Truck,1,0,1,32118,32119,0.0,Washington,Washington
7692,July,2018,Grays Harbor,WA,Truck,0,0,0,20227,20227,0.0,Washington,Washington
7694,July,2018,Pacific,WA,Truck,0,0,0,7611,7611,0.0,Washington,Washington
7696,July,2018,Okanogan,WA,Truck,0,0,0,16423,16423,0.0,Washington,Washington
7697,July,2018,Stevens,WA,Passenger,11,25,36,31650,31686,0.11,Washington,Washington
7702,July,2018,Lewis,WA,Truck,0,0,0,25583,25583,0.0,Washington,Washington
7708,July,2018,Island,WA,Truck,0,0,0,20994,20994,0.0,Washington,Washington
7709,July,2018,Cowlitz,WA,Truck,0,0,0,28560,28560,0.0,Washington,Washington
7711,July,2018,Benton,WA,Passenger,193,197,390,131733,132123,0.3,Washington,Washington
7713,July,2018,Spokane,WA,Truck,1,0,1,92869,92870,0.0,Washington,Washington
7715,July,2018,Garfield,WA,Passenger,1,1,2,1320,1322,0.15,Washington,Washington
7718,July,2018,Lewis,WA,Passenger,83,59,142,57814,57956,0.25,Washington,Washington
7721,July,2018,Grant,WA,Truck,0,0,0,25943,25943,0.0,Washington,Washington
7723,July,2018,Cowlitz,WA,Passenger,57,77,134,71871,72005,0.19,Washington,Washington
7724,July,2018,Grant,WA,Passenger,33,47,80,63265,63345,0.13,Washington,Washington
7725,July,2018,Columbia,WA,Truck,0,0,0,1530,1530,0.0,Washington,Washington
7730,July,2018,Pierce,WA,Truck,0,0,0,138077,138077,0.0,Washington,Washington
7732,July,2018,Wahkiakum,WA,Truck,0,0,0,1681,1681,0.0,Washington,Washington
7735,July,2018,Klickitat,WA,Truck,0,0,0,8126,8126,0.0,Washington,Washington
7736,July,2018,Jefferson,WA,Passenger,147,99,246,24581,24827,0.99,Washington,Washington
7737,July,2018,Grays Harbor,WA,Passenger,54,62,116,46760,46876,0.25,Washington,Washington
7738,July,2018,Yakima,WA,Passenger,65,93,158,163968,164126,0.1,Washington,Washington
7739,July,2018,Skamania,WA,Truck,0,0,0,3960,3960,0.0,Washington,Washington
7741,July,2018,Clark,WA,Passenger,1042,744,1786,308652,310438,0.58,Washington,Washington
7744,July,2018,Lincoln,WA,Passenger,3,6,9,7748,7757,0.12,Washington,Washington
7755,July,2018,King,WA,Passenger,13479,5802,19281,1372470,1391751,1.39,Washington,Washington
7757,July,2018,Adams,WA,Passenger,5,5,10,12641,12651,0.08,Washington,Washington
7760,July,2018,Thurston,WA,Truck,0,0,0,54414,54414,0.0,Washington,Washington
7761,July,2018,Jefferson,WA,Truck,0,0,0,9588,9588,0.0,Washington,Washington
7764,July,2018,Franklin,WA,Passenger,38,66,104,58177,58281,0.18,Washington,Washington
7766,July,2018,Whitman,WA,Truck,0,0,0,8496,8496,0.0,Washington,Washington
7769,July,2018,Island,WA,Passenger,206,194,400,62580,62980,0.64,Washington,Washington
7770,July,2018,Ferry,WA,Truck,0,0,0,3535,3535,0.0,Washington,Washington
7781,July,2018,Franklin,WA,Truck,0,0,0,18741,18741,0.0,Washington,Washington
7784,July,2018,Chelan,WA,Truck,0,0,0,21950,21950,0.0,Washington,Washington
7785,July,2018,Skagit,WA,Passenger,215,171,386,90712,91098,0.42,Washington,Washington
7787,July,2018,Thurston,WA,Passenger,577,497,1074,193753,194827,0.55,Washington,Washington
7788,July,2018,San Juan,WA,Passenger,149,62,211,14115,14326,1.47,Washington,Washington
7790,July,2018,Douglas,WA,Passenger,43,32,75,27719,27794,0.27,Washington,Washington
7795,July,2018,Skamania,WA,Passenger,13,9,22,8635,8657,0.25,Washington,Washington
7797,July,2018,Pend Oreille,WA,Passenger,5,5,10,9578,9588,0.1,Washington,Washington
7800,July,2018,Mason,WA,Truck,0,0,0,20051,20051,0.0,Washington,Washington
7802,July,2018,Mason,WA,Passenger,87,93,180,45864,46044,0.39,Washington,Washington
7809,July,2018,Stevens,WA,Truck,0,0,0,18650,18650,0.0,Washington,Washington
7811,July,2018,Klickitat,WA,Passenger,24,31,55,15220,15275,0.36,Washington,Washington
7813,July,2018,San Juan,WA,Truck,0,0,0,5730,5730,0.0,Washington,Washington
7814,July,2018,Kitsap,WA,Truck,1,0,1,53372,53373,0.0,Washington,Washington
7816,July,2018,Pierce,WA,Passenger,1262,1194,2456,533502,535958,0.46,Washington,Washington
7817,July,2018,Lincoln,WA,Truck,0,0,0,4557,4557,0.0,Washington,Washington
7818,July,2018,Snohomish,WA,Passenger,2404,1295,3699,522666,526365,0.7,Washington,Washington
7820,July,2018,Asotin,WA,Passenger,11,8,19,12637,12656,0.15,Washington,Washington
7822,July,2018,Kitsap,WA,Passenger,809,473,1282,178849,180131,0.71,Washington,Washington
7823,July,2018,King,WA,Truck,7,1,8,182983,182991,0.0,Washington,Washington
7825,July,2018,Asotin,WA,Truck,0,0,0,6628,6628,0.0,Washington,Washington
7827,July,2018,Pend Oreille,WA,Truck,0,0,0,5699,5699,0.0,Washington,Washington
7828,July,2018,Pacific,WA,Passenger,19,21,40,15621,15661,0.26,Washington,Washington
7830,July,2018,Walla Walla,WA,Passenger,34,44,78,35739,35817,0.22,Washington,Washington
7831,July,2018,Benton,WA,Truck,0,0,0,41093,41093,0.0,Washington,Washington
7838,July,2018,Snohomish,WA,Truck,1,0,1,121679,121680,0.0,Washington,Washington
7840,July,2018,Walla Walla,WA,Truck,0,0,0,13467,13467,0.0,Washington,Washington
7845,July,2018,Wahkiakum,WA,Passenger,1,1,2,2938,2940,0.07,Washington,Washington
7847,July,2018,Clallam,WA,Truck,0,0,0,21477,21477,0.0,Washington,Washington
7850,July,2018,Chelan,WA,Passenger,112,52,164,53574,53738,0.31,Washington,Washington
7856,July,2018,Spokane,WA,Passenger,347,320,667,304017,304684,0.22,Washington,Washington
7857,July,2018,Columbia,WA,Passenger,2,2,4,2419,2423,0.17,Washington,Washington
7858,July,2018,Clark,WA,Truck,0,0,0,79240,79240,0.0,Washington,Washington
7875,July,2018,Garfield,WA,Truck,0,0,0,956,956,0.0,Washington,Washington
7878,July,2018,Yakima,WA,Truck,0,0,0,58542,58542,0.0,Washington,Washington
7880,July,2018,Ferry,WA,Passenger,3,3,6,4424,4430,0.14,Washington,Washington
7881,July,2018,Clallam,WA,Passenger,127,111,238,49977,50215,0.47,Washington,Washington
7882,July,2018,Kittitas,WA,Truck,0,0,0,14053,14053,0.0,Washington,Washington
7884,July,2018,Adams,WA,Truck,0,0,0,5161,5161,0.0,Washington,Washington
7885,July,2018,Kittitas,WA,Passenger,48,32,80,28990,29070,0.28,Washington,Washington
7887,July,2018,Douglas,WA,Truck,0,0,0,11970,11970,0.0,Washington,Washington
7890,July,2018,Okanogan,WA,Passenger,9,20,29,26029,26058,0.11,Washington,Washington
7891,July,2018,Whitman,WA,Passenger,19,28,47,22658,22705,0.21,Washington,Washington
7897,July,2019,Whatcom,WA,Truck,2,0,2,42929,42931,0.0,Washington,Washington
7899,July,2019,Pend Oreille,WA,Truck,0,0,0,5730,5730,0.0,Washington,Washington
7904,July,2019,Walla Walla,WA,Passenger,52,61,113,36208,36321,0.31,Washington,Washington
7909,July,2019,Walla Walla,WA,Truck,0,0,0,13617,13617,0.0,Washington,Washington
7912,July,2019,Columbia,WA,Passenger,2,2,4,2454,2458,0.16,Washington,Washington
7919,July,2019,Kittitas,WA,Passenger,79,41,120,29679,29799,0.4,Washington,Washington
7922,July,2019,Thurston,WA,Truck,0,0,0,55259,55259,0.0,Washington,Washington
7927,July,2019,Columbia,WA,Truck,0,0,0,1529,1529,0.0,Washington,Washington
7928,July,2019,Garfield,WA,Passenger,1,1,2,1298,1300,0.15,Washington,Washington
7930,July,2019,Yakima,WA,Passenger,109,107,216,165397,165613,0.13,Washington,Washington
7931,July,2019,San Juan,WA,Passenger,220,72,292,14446,14738,1.98,Washington,Washington
7932,July,2019,Lewis,WA,Truck,0,0,0,25966,25966,0.0,Washington,Washington
7937,July,2019,Skamania,WA,Passenger,25,18,43,8739,8782,0.49,Washington,Washington
7939,July,2019,Pierce,WA,Truck,0,0,0,140021,140021,0.0,Washington,Washington
7940,July,2019,Cowlitz,WA,Passenger,106,107,213,73140,73353,0.29,Washington,Washington
7941,July,2019,Thurston,WA,Passenger,905,652,1557,198166,199723,0.78,Washington,Washington
7945,July,2019,Skagit,WA,Truck,1,0,1,32524,32525,0.0,Washington,Washington
7952,July,2019,Clark,WA,Passenger,1588,944,2532,314921,317453,0.8,Washington,Washington
7953,July,2019,Lincoln,WA,Truck,0,0,0,4684,4684,0.0,Washington,Washington
7955,July,2019,Cowlitz,WA,Truck,0,0,0,28867,28867,0.0,Washington,Washington
7958,July,2019,Skagit,WA,Passenger,307,210,517,92211,92728,0.56,Washington,Washington
7965,July,2019,Clark,WA,Truck,0,0,0,80613,80613,0.0,Washington,Washington
7969,July,2019,Klickitat,WA,Truck,0,0,0,8255,8255,0.0,Washington,Washington
7970,July,2019,King,WA,Truck,5,1,6,182265,182271,0.0,Washington,Washington
7971,July,2019,Asotin,WA,Truck,0,0,0,6660,6660,0.0,Washington,Washington
7973,July,2019,Benton,WA,Passenger,270,289,559,134166,134725,0.41,Washington,Washington
7979,July,2019,Jefferson,WA,Truck,0,0,0,9683,9683,0.0,Washington,Washington
7984,July,2019,Skamania,WA,Truck,0,0,0,4063,4063,0.0,Washington,Washington
7985,July,2019,Mason,WA,Passenger,127,126,253,47316,47569,0.53,Washington,Washington
7992,July,2019,Clallam,WA,Truck,1,0,1,21812,21813,0.0,Washington,Washington
7993,July,2019,Jefferson,WA,Passenger,202,118,320,25065,25385,1.26,Washington,Washington
7996,July,2019,Ferry,WA,Truck,0,0,0,3580,3580,0.0,Washington,Washington
8005,July,2019,Snohomish,WA,Truck,0,0,0,122619,122619,0.0,Washington,Washington
8009,July,2019,Asotin,WA,Passenger,12,8,20,12658,12678,0.16,Washington,Washington
8013,July,2019,Benton,WA,Truck,0,0,0,42072,42072,0.0,Washington,Washington
8020,July,2019,Chelan,WA,Truck,0,0,0,22349,22349,0.0,Washington,Washington
8025,July,2019,Snohomish,WA,Passenger,3556,1617,5173,532742,537915,0.96,Washington,Washington
8026,July,2019,Island,WA,Truck,0,0,0,21312,21312,0.0,Washington,Washington
8027,July,2019,Franklin,WA,Passenger,53,71,124,60145,60269,0.21,Washington,Washington
8033,July,2019,Kitsap,WA,Truck,1,0,1,54128,54129,0.0,Washington,Washington
8034,July,2019,Lewis,WA,Passenger,100,96,196,59368,59564,0.33,Washington,Washington
8038,July,2019,Grant,WA,Truck,0,0,0,26703,26703,0.0,Washington,Washington
8039,July,2019,Franklin,WA,Truck,0,0,0,19368,19368,0.0,Washington,Washington
8043,July,2019,Adams,WA,Passenger,5,6,11,12835,12846,0.09,Washington,Washington
8046,July,2019,Spokane,WA,Passenger,557,435,992,312718,313710,0.32,Washington,Washington
8047,July,2019,Wahkiakum,WA,Passenger,2,2,4,3007,3011,0.13,Washington,Washington
8049,July,2019,Yakima,WA,Truck,0,0,0,59260,59260,0.0,Washington,Washington
8052,July,2019,Grant,WA,Passenger,43,61,104,65017,65121,0.16,Washington,Washington
8053,July,2019,Klickitat,WA,Passenger,35,33,68,15579,15647,0.43,Washington,Washington
8055,July,2019,San Juan,WA,Truck,0,0,0,5890,5890,0.0,Washington,Washington
8057,July,2019,Stevens,WA,Passenger,19,30,49,31721,31770,0.15,Washington,Washington
8059,July,2019,Pend Oreille,WA,Passenger,4,6,10,9537,9547,0.1,Washington,Washington
8065,July,2019,Adams,WA,Truck,0,0,0,5132,5132,0.0,Washington,Washington
8070,July,2019,Grays Harbor,WA,Truck,0,0,0,20535,20535,0.0,Washington,Washington
8073,July,2019,Spokane,WA,Truck,1,0,1,95241,95242,0.0,Washington,Washington
8075,July,2019,Grays Harbor,WA,Passenger,82,85,167,47997,48164,0.35,Washington,Washington
8076,July,2019,Ferry,WA,Passenger,5,2,7,4399,4406,0.16,Washington,Washington
8079,July,2019,Kittitas,WA,Truck,0,0,0,14488,14488,0.0,Washington,Washington
8081,July,2019,Wahkiakum,WA,Truck,0,0,0,1761,1761,0.0,Washington,Washington
8086,July,2019,Mason,WA,Truck,0,0,0,20412,20412,0.0,Washington,Washington
8089,July,2019,Okanogan,WA,Truck,0,0,0,16490,16490,0.0,Washington,Washington
8091,July,2019,Island,WA,Passenger,328,243,571,63488,64059,0.89,Washington,Washington
8092,July,2019,Stevens,WA,Truck,0,0,0,18704,18704,0.0,Washington,Washington
8093,July,2019,Pacific,WA,Passenger,24,30,54,16029,16083,0.34,Washington,Washington
8095,July,2019,Garfield,WA,Truck,0,0,0,961,961,0.0,Washington,Washington
8096,July,2019,Lincoln,WA,Passenger,2,10,12,7793,7805,0.15,Washington,Washington
8098,July,2019,Okanogan,WA,Passenger,23,26,49,26123,26172,0.19,Washington,Washington
8101,July,2019,Pierce,WA,Passenger,1877,1570,3447,544359,547806,0.63,Washington,Washington
8102,July,2019,Clallam,WA,Passenger,177,144,321,50640,50961,0.63,Washington,Washington
8109,July,2019,Douglas,WA,Passenger,60,37,97,28078,28175,0.34,Washington,Washington
8110,July,2019,Douglas,WA,Truck,0,0,0,12221,12221,0.0,Washington,Washington
8116,July,2019,Whitman,WA,Truck,0,0,0,8629,8629,0.0,Washington,Washington
8118,July,2019,Whatcom,WA,Passenger,883,436,1319,151115,152434,0.87,Washington,Washington
8119,July,2019,Kitsap,WA,Passenger,1093,625,1718,181246,182964,0.94,Washington,Washington
8120,July,2019,King,WA,Passenger,19627,7112,26739,1391293,1418032,1.89,Washington,Washington
8121,July,2019,Pacific,WA,Truck,0,0,0,7669,7669,0.0,Washington,Washington
8122,July,2019,Chelan,WA,Passenger,161,68,229,54431,54660,0.42,Washington,Washington
8127,July,2019,Whitman,WA,Passenger,33,45,78,22702,22780,0.34,Washington,Washington
8129,July,2020,Snohomish,WA,Passenger,4583,1775,6358,535609,541967,1.17,Washington,Washington
8130,July,2020,Pacific,WA,Passenger,33,33,66,15766,15832,0.42,Washington,Washington
8133,July,2020,Skamania,WA,Truck,0,0,0,4032,4032,0.0,Washington,Washington
8136,July,2020,Whitman,WA,Passenger,45,49,94,22124,22218,0.42,Washington,Washington
8140,July,2020,Snohomish,WA,Truck,0,0,0,124342,124342,0.0,Washington,Washington
8141,July,2020,Pierce,WA,Passenger,2467,1697,4164,551463,555627,0.75,Washington,Washington
8142,July,2020,Whitman,WA,Truck,0,0,0,8507,8507,0.0,Washington,Washington
8145,July,2020,King,WA,Truck,7,1,8,182955,182963,0.0,Washington,Washington
8148,July,2020,Klickitat,WA,Truck,0,0,0,8117,8117,0.0,Washington,Washington
8161,July,2020,Skagit,WA,Passenger,423,223,646,91309,91955,0.7,Washington,Washington
8162,July,2020,Cowlitz,WA,Truck,0,0,0,28879,28879,0.0,Washington,Washington
8163,July,2020,Pacific,WA,Truck,0,0,0,7714,7714,0.0,Washington,Washington
8165,July,2020,Chelan,WA,Truck,0,0,0,22628,22628,0.0,Washington,Washington
8167,July,2020,Walla Walla,WA,Passenger,77,65,142,35905,36047,0.39,Washington,Washington
8168,July,2020,Thurston,WA,Truck,0,0,0,55895,55895,0.0,Washington,Washington
8170,July,2020,Mason,WA,Truck,0,0,0,20714,20714,0.0,Washington,Washington
8174,July,2020,Lincoln,WA,Truck,0,0,0,4661,4661,0.0,Washington,Washington
8184,July,2020,Grays Harbor,WA,Passenger,109,112,221,48286,48507,0.46,Washington,Washington
8190,July,2020,Okanogan,WA,Truck,0,0,0,16492,16492,0.0,Washington,Washington
8193,July,2020,Franklin,WA,Passenger,65,79,144,60778,60922,0.24,Washington,Washington
8194,July,2020,Lewis,WA,Passenger,107,115,222,58138,58360,0.38,Washington,Washington
8195,July,2020,Wahkiakum,WA,Truck,0,0,0,1742,1742,0.0,Washington,Washington
8196,July,2020,Island,WA,Passenger,430,272,702,62871,63573,1.1,Washington,Washington
8199,July,2020,Lewis,WA,Truck,0,0,0,26284,26284,0.0,Washington,Washington
8201,July,2020,Douglas,WA,Truck,0,0,0,12352,12352,0.0,Washington,Washington
8206,July,2020,Clallam,WA,Passenger,237,169,406,50056,50462,0.8,Washington,Washington
8211,July,2020,Ferry,WA,Passenger,7,3,10,4330,4340,0.23,Washington,Washington
8212,July,2020,Pierce,WA,Truck,0,0,0,142931,142931,0.0,Washington,Washington
8213,July,2020,Columbia,WA,Truck,0,0,0,1541,1541,0.0,Washington,Washington
8218,July,2020,Whatcom,WA,Passenger,1091,499,1590,149332,150922,1.05,Washington,Washington
8220,July,2020,Skagit,WA,Truck,1,0,1,32590,32591,0.0,Washington,Washington
8223,July,2020,Jefferson,WA,Passenger,249,142,391,24737,25128,1.56,Washington,Washington
8224,July,2020,Asotin,WA,Truck,0,0,0,6653,6653,0.0,Washington,Washington
8225,July,2020,Clark,WA,Truck,0,0,0,82429,82429,0.0,Washington,Washington
8230,July,2020,Grays Harbor,WA,Truck,0,0,0,20981,20981,0.0,Washington,Washington
8231,July,2020,Grant,WA,Truck,0,0,0,27176,27176,0.0,Washington,Washington
8232,July,2020,Stevens,WA,Passenger,37,35,72,30627,30699,0.23,Washington,Washington
8238,July,2020,Asotin,WA,Passenger,16,12,28,12378,12406,0.23,Washington,Washington
8242,July,2020,Pend Oreille,WA,Passenger,7,5,12,9246,9258,0.13,Washington,Washington
8243,July,2020,Kittitas,WA,Truck,0,0,0,14564,14564,0.0,Washington,Washington
8245,July,2020,Garfield,WA,Truck,0,0,0,988,988,0.0,Washington,Washington
8246,July,2020,Cowlitz,WA,Passenger,146,117,263,72232,72495,0.36,Washington,Washington
8250,July,2020,Jefferson,WA,Truck,0,0,0,9542,9542,0.0,Washington,Washington
8252,July,2020,King,WA,Passenger,24904,7756,32660,1371156,1403816,2.33,Washington,Washington
8253,July,2020,San Juan,WA,Truck,0,0,0,5844,5844,0.0,Washington,Washington
8258,July,2020,Kitsap,WA,Truck,0,0,0,54144,54144,0.0,Washington,Washington
8259,July,2020,Clark,WA,Passenger,2097,1066,3163,317956,321119,0.98,Washington,Washington
8264,July,2020,Spokane,WA,Passenger,753,491,1244,316437,317681,0.39,Washington,Washington
8267,July,2020,Skamania,WA,Passenger,31,20,51,8428,8479,0.6,Washington,Washington
8270,July,2020,Island,WA,Truck,1,0,1,21235,21236,0.0,Washington,Washington
8271,July,2020,Franklin,WA,Truck,0,0,0,20096,20096,0.0,Washington,Washington
8280,July,2020,Stevens,WA,Truck,0,0,0,18672,18672,0.0,Washington,Washington
8285,July,2020,Garfield,WA,Passenger,0,1,1,1350,1351,0.07,Washington,Washington
8286,July,2020,Okanogan,WA,Passenger,37,34,71,25923,25994,0.27,Washington,Washington
8291,July,2020,Walla Walla,WA,Truck,0,0,0,13755,13755,0.0,Washington,Washington
8292,July,2020,Kittitas,WA,Passenger,104,47,151,29761,29912,0.5,Washington,Washington
8294,July,2020,Yakima,WA,Passenger,139,119,258,165771,166029,0.16,Washington,Washington
8296,July,2020,Whatcom,WA,Truck,3,0,3,43156,43159,0.01,Washington,Washington
8297,July,2020,Yakima,WA,Truck,0,0,0,60200,60200,0.0,Washington,Washington
8300,July,2020,Benton,WA,Truck,0,0,0,42882,42882,0.0,Washington,Washington
8302,July,2020,Mason,WA,Passenger,160,134,294,47372,47666,0.62,Washington,Washington
8304,July,2020,Chelan,WA,Passenger,240,82,322,54232,54554,0.59,Washington,Washington
8313,July,2020,San Juan,WA,Passenger,311,94,405,13959,14364,2.82,Washington,Washington
8314,July,2020,Clallam,WA,Truck,1,0,1,21697,21698,0.0,Washington,Washington
8315,July,2020,Kitsap,WA,Passenger,1377,696,2073,179884,181957,1.14,Washington,Washington
8316,July,2020,Adams,WA,Passenger,9,7,16,12866,12882,0.12,Washington,Washington
8331,July,2020,Pend Oreille,WA,Truck,0,0,0,5762,5762,0.0,Washington,Washington
8334,July,2020,Columbia,WA,Passenger,4,3,7,2418,2425,0.29,Washington,Washington
8337,July,2020,Wahkiakum,WA,Passenger,6,6,12,3001,3013,0.4,Washington,Washington
8340,July,2020,Benton,WA,Passenger,373,321,694,134304,134998,0.51,Washington,Washington
8343,July,2020,Ferry,WA,Truck,0,0,0,3568,3568,0.0,Washington,Washington
8348,July,2020,Klickitat,WA,Passenger,56,43,99,15115,15214,0.65,Washington,Washington
8354,July,2020,Adams,WA,Truck,0,0,0,5283,5283,0.0,Washington,Washington
8363,July,2020,Lincoln,WA,Passenger,5,11,16,7648,7664,0.21,Washington,Washington
8365,July,2020,Douglas,WA,Passenger,75,41,116,28050,28166,0.41,Washington,Washington
8366,July,2020,Spokane,WA,Truck,1,0,1,98982,98983,0.0,Washington,Washington
8367,July,2020,Grant,WA,Passenger,61,75,136,65284,65420,0.21,Washington,Washington
8369,July,2020,Thurston,WA,Passenger,1175,744,1919,197158,199077,0.96,Washington,Washington
8374,July,2021,San Juan,WA,Passenger,443,139,582,14241,14823,3.93,Washington,Washington
8376,July,2021,Okanogan,WA,Truck,0,0,0,16751,16751,0.0,Washington,Washington
8378,July,2021,Benton,WA,Truck,0,0,0,43648,43648,0.0,Washington,Washington
8381,July,2021,Jefferson,WA,Truck,0,0,0,9618,9618,0.0,Washington,Washington
8382,July,2021,Snohomish,WA,Passenger,6126,2100,8226,539757,547983,1.5,Washington,Washington
8383,July,2021,Mason,WA,Passenger,216,139,355,48095,48450,0.73,Washington,Washington
8389,July,2021,Clallam,WA,Passenger,341,220,561,50460,51021,1.1,Washington,Washington
8390,July,2021,Lincoln,WA,Truck,0,0,0,4759,4759,0.0,Washington,Washington
8395,July,2021,Douglas,WA,Passenger,100,51,151,28504,28655,0.53,Washington,Washington
8400,July,2021,San Juan,WA,Truck,0,0,0,5955,5955,0.0,Washington,Washington
8404,July,2021,Adams,WA,Truck,0,0,0,5392,5392,0.0,Washington,Washington
8405,July,2021,Wahkiakum,WA,Passenger,15,8,23,3091,3114,0.74,Washington,Washington
8406,July,2021,Yakima,WA,Passenger,236,161,397,169309,169706,0.23,Washington,Washington
8411,July,2021,Chelan,WA,Passenger,350,101,451,54716,55167,0.82,Washington,Washington
8413,July,2021,Stevens,WA,Truck,0,0,0,18921,18921,0.0,Washington,Washington
8418,July,2021,Whitman,WA,Truck,0,0,0,8590,8590,0.0,Washington,Washington
8421,July,2021,Stevens,WA,Passenger,49,46,95,30404,30499,0.31,Washington,Washington
8427,July,2021,Mason,WA,Truck,0,0,0,21344,21344,0.0,Washington,Washington
8428,July,2021,Grant,WA,Passenger,120,90,210,66913,67123,0.31,Washington,Washington
8430,July,2021,Lewis,WA,Passenger,165,144,309,59658,59967,0.52,Washington,Washington
8432,July,2021,Clark,WA,Truck,0,0,0,84269,84269,0.0,Washington,Washington
8439,July,2021,Okanogan,WA,Passenger,65,43,108,26539,26647,0.41,Washington,Washington
8441,July,2021,Wahkiakum,WA,Truck,0,0,0,1793,1793,0.0,Washington,Washington
8451,July,2021,Pacific,WA,Passenger,46,53,99,16030,16129,0.61,Washington,Washington
8452,July,2021,Klickitat,WA,Truck,0,0,0,8313,8313,0.0,Washington,Washington
8453,July,2021,Lewis,WA,Truck,0,0,0,26765,26765,0.0,Washington,Washington
8454,July,2021,Kitsap,WA,Truck,0,0,0,54423,54423,0.0,Washington,Washington
8457,July,2021,Thurston,WA,Truck,0,0,0,56500,56500,0.0,Washington,Washington
