,Month_ending,Year,County,State,Primary_use,Battery_BEVs,Hybrid_(PHEVs),EV_Total,Non-Electric_Total,Total_Veh,%_Electric,Proximity
4614,February,2018,Prince George's,MD,Passenger,0,1,1,180,181,0.55,Furthest
4615,February,2018,Howard,MD,Passenger,0,1,1,87,88,1.14,Furthest
4616,February,2018,Riverside,CA,Passenger,2,2,4,723,727,0.55,Nearest
4617,February,2018,Clark,NV,Passenger,1,2,3,739,742,0.4,Nearest
4618,February,2018,Lewis,WA,Truck,0,0,0,25269,25269,0.0,Washington
4619,February,2018,Snohomish,WA,Passenger,2088,1119,3207,517277,520484,0.62,Washington
4620,February,2018,Anne Arundel,MD,Passenger,0,1,1,473,474,0.21,Furthest
4621,February,2018,Allegheny,PA,Passenger,1,0,1,81,82,1.22,Furthest
4622,February,2018,Spokane,WA,Truck,1,0,1,91721,91722,0.0,Washington
4623,February,2018,Whitman,WA,Truck,0,0,0,8453,8453,0.0,Washington
4624,February,2018,Tuolumne,CA,Passenger,0,1,1,14,15,6.67,Nearest
4625,February,2018,Montgomery,MD,Passenger,1,0,1,298,299,0.33,Furthest
4626,February,2018,Manassas,VA,Passenger,0,1,1,9,10,10.0,Furthest
4627,February,2018,Hamilton,TN,Passenger,1,0,1,22,23,4.35,Furthest
4628,February,2018,New Haven,CT,Passenger,0,1,1,52,53,1.89,Furthest
4629,February,2018,Dakota,MN,Passenger,0,2,2,36,38,5.26,Mid-Distance
4630,February,2018,Chelan,WA,Truck,0,0,0,21668,21668,0.0,Washington
4631,February,2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33,Mid-Distance
4632,February,2018,Moore,NC,Passenger,0,1,1,199,200,0.5,Furthest
4633,February,2018,Maui,HI,Passenger,1,0,1,65,66,1.52,Nearest
4634,February,2018,Orange,CA,Passenger,3,1,4,572,576,0.69,Nearest
4635,February,2018,Santa Fe,NM,Passenger,0,1,1,43,44,2.27,Mid-Distance
4636,February,2018,Grant,WA,Truck,0,0,0,25680,25680,0.0,Washington
4637,February,2018,Pacific,WA,Truck,0,0,0,7561,7561,0.0,Washington
4638,February,2018,Jefferson,NY,Passenger,1,0,1,227,228,0.44,Furthest
4639,February,2018,Cowlitz,WA,Passenger,54,70,124,70938,71062,0.17,Washington
4641,February,2018,Juneau,AK,Passenger,0,1,1,43,44,2.27,Nearest
4642,February,2018,Clark,WA,Truck,0,0,0,78570,78570,0.0,Washington
4643,February,2018,Klickitat,WA,Passenger,24,27,51,14944,14995,0.34,Washington
4644,February,2018,Douglas,WA,Passenger,43,33,76,27316,27392,0.28,Washington
4645,February,2018,Mason,WA,Passenger,64,80,144,45049,45193,0.32,Washington
4646,February,2018,Canyon,ID,Passenger,0,1,1,95,96,1.04,Nearest
4647,February,2018,Hawaii,HI,Passenger,1,0,1,81,82,1.22,Nearest
4648,February,2018,DeKalb,IN,Passenger,1,0,1,1,2,50.0,Furthest
4649,February,2018,Benton,WA,Truck,0,0,0,40752,40752,0.0,Washington
4650,February,2018,DeKalb,GA,Passenger,1,0,1,84,85,1.18,Furthest
4651,February,2018,Ramsey,MN,Passenger,1,0,1,37,38,2.63,Mid-Distance
4652,February,2018,Orleans,LA,Passenger,0,1,1,47,48,2.08,Mid-Distance
4653,February,2018,Prince William,VA,Passenger,0,4,4,268,272,1.47,Furthest
4654,February,2018,Okanogan,WA,Truck,0,0,0,16305,16305,0.0,Washington
4655,February,2018,Monterey,CA,Passenger,0,2,2,194,196,1.02,Nearest
4656,February,2018,Thurston,WA,Truck,0,0,0,53921,53921,0.0,Washington
4657,February,2018,Honolulu,HI,Passenger,2,2,4,555,559,0.72,Nearest
4658,February,2018,Whatcom,WA,Passenger,556,249,805,145579,146384,0.55,Washington
4659,February,2018,Pend Oreille,WA,Passenger,4,3,7,9418,9425,0.07,Washington
4660,February,2018,Prince George,VA,Passenger,0,1,1,74,75,1.33,Furthest
4661,February,2018,Wahkiakum,WA,Passenger,0,2,2,2860,2862,0.07,Washington
4662,February,2018,Ferry,WA,Passenger,1,3,4,4396,4400,0.09,Washington
4663,February,2018,Brevard,FL,Passenger,0,1,1,102,103,0.97,Furthest
4664,February,2018,Carroll,NH,Passenger,0,1,1,1,2,50.0,Furthest
4665,February,2018,Montgomery,PA,Passenger,1,0,1,35,36,2.78,Furthest
4666,February,2018,Lincoln,WA,Truck,0,0,0,4511,4511,0.0,Washington
4667,February,2018,Douglas,WA,Truck,0,0,0,11812,11812,0.0,Washington
4668,February,2018,Twin Falls,ID,Passenger,0,1,1,23,24,4.17,Nearest
4669,February,2018,Island,WA,Passenger,165,171,336,61877,62213,0.54,Washington
4670,February,2018,Stevens,WA,Truck,0,0,0,18404,18404,0.0,Washington
4671,February,2018,Shelby,TN,Passenger,0,1,1,105,106,0.94,Furthest
4672,February,2018,Jefferson,CO,Passenger,0,1,1,75,76,1.32,Mid-Distance
4673,February,2018,Essex,NJ,Passenger,1,0,1,10,11,9.09,Furthest
4674,February,2018,El Paso,CO,Passenger,2,0,2,763,765,0.26,Mid-Distance
4675,February,2018,Montgomery,TX,Passenger,1,0,1,62,63,1.59,Mid-Distance
4676,February,2018,Pierce,WA,Passenger,1116,1028,2144,526413,528557,0.41,Washington
4677,February,2018,Okanogan,WA,Passenger,7,19,26,25665,25691,0.1,Washington
4678,February,2018,Virginia Beach,VA,Passenger,2,1,3,680,683,0.44,Furthest
4679,February,2018,San Juan,WA,Truck,0,0,0,5641,5641,0.0,Washington
4680,February,2018,Ventura,CA,Passenger,0,1,1,333,334,0.3,Nearest
4681,February,2018,Kitsap,WA,Truck,1,0,1,52833,52834,0.0,Washington
4682,February,2018,St. Clair,IL,Passenger,0,1,1,157,158,0.63,Mid-Distance
4683,February,2018,Richland,SC,Passenger,0,1,1,172,173,0.58,Furthest
4684,February,2018,Lewis,WA,Passenger,52,45,97,56859,56956,0.17,Washington
4685,February,2018,Ada,ID,Passenger,0,2,2,344,346,0.58,Nearest
4686,February,2018,Lee,AL,Passenger,1,0,1,34,35,2.86,Furthest
4687,February,2018,Sedgwick,KS,Passenger,0,1,1,103,104,0.96,Mid-Distance
4688,February,2018,Morris,NJ,Passenger,1,0,1,19,20,5.0,Furthest
4689,February,2018,Snohomish,WA,Truck,1,0,1,121335,121336,0.0,Washington
4690,February,2018,King,WA,Truck,8,1,9,184086,184095,0.0,Washington
4691,February,2018,Walla Walla,WA,Truck,0,0,0,13323,13323,0.0,Washington
4692,February,2018,San Juan,WA,Passenger,140,48,188,13922,14110,1.33,Washington
4693,February,2018,Saratoga,NY,Passenger,1,1,2,67,69,2.9,Furthest
4694,February,2018,Pinal,AZ,Passenger,2,0,2,210,212,0.94,Nearest
4695,February,2018,Stevens,WA,Passenger,10,21,31,31515,31546,0.1,Washington
4696,February,2018,Tarrant,TX,Passenger,1,0,1,224,225,0.44,Mid-Distance
4697,February,2018,Volusia,FL,Passenger,0,1,1,34,35,2.86,Furthest
4698,February,2018,Pima,AZ,Passenger,1,1,2,412,414,0.48,Nearest
4699,February,2018,Charles,MD,Passenger,0,1,1,81,82,1.22,Furthest
4700,February,2018,King,WA,Passenger,11758,5019,16777,1368249,1385026,1.21,Washington
4701,February,2018,Skamania,WA,Truck,0,0,0,3920,3920,0.0,Washington
4702,February,2018,Asotin,WA,Truck,0,0,0,6580,6580,0.0,Washington
4703,February,2018,Skamania,WA,Passenger,11,8,19,8624,8643,0.22,Washington
4704,February,2018,Kittitas,WA,Truck,0,0,0,13948,13948,0.0,Washington
4705,February,2018,Grays Harbor,WA,Passenger,42,44,86,45889,45975,0.19,Washington
4706,February,2018,El Paso,TX,Passenger,1,0,1,522,523,0.19,Mid-Distance
4707,February,2018,Norfolk,VA,Passenger,1,1,2,319,321,0.62,Furthest
4708,February,2018,Clallam,WA,Truck,0,0,0,21289,21289,0.0,Washington
4709,February,2018,New London,CT,Passenger,1,1,2,252,254,0.79,Furthest
4710,February,2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.5,Furthest
4711,February,2018,Hamilton,IN,Passenger,1,0,1,51,52,1.92,Furthest
4712,February,2018,Nassau,NY,Passenger,1,0,1,37,38,2.63,Furthest
4713,February,2018,San Diego,CA,Passenger,6,1,7,2566,2573,0.27,Nearest
4714,February,2018,Klickitat,WA,Truck,0,0,0,8038,8038,0.0,Washington
4715,February,2018,Kittitas,WA,Passenger,36,27,63,28690,28753,0.22,Washington
4716,February,2019,Grays Harbor,WA,Truck,0,0,0,20318,20318,0.0,Washington
4717,February,2019,Garfield,WA,Truck,0,0,0,961,961,0.0,Washington
4718,February,2019,Larimer,CO,Passenger,1,0,1,57,58,1.72,Mid-Distance
4719,February,2019,Benton,WA,Passenger,233,245,478,132999,133477,0.36,Washington
4720,February,2019,Whatcom,WA,Passenger,785,380,1165,149641,150806,0.77,Washington
4721,February,2019,Richmond,GA,Passenger,0,1,1,89,90,1.11,Furthest
4722,February,2019,Jefferson,NY,Passenger,0,2,2,222,224,0.89,Furthest
4723,February,2019,Juneau,AK,Passenger,0,1,1,38,39,2.56,Nearest
4724,February,2019,Montgomery,AL,Passenger,0,1,1,44,45,2.22,Furthest
4725,February,2019,Calvert,MD,Passenger,0,1,1,87,88,1.14,Furthest
4726,February,2019,Douglas,NE,Passenger,0,1,1,66,67,1.49,Mid-Distance
4727,February,2019,New Haven,CT,Passenger,0,1,1,49,50,2.0,Furthest
4728,February,2019,Benton,WA,Truck,0,0,0,41547,41547,0.0,Washington
4729,February,2019,Howard,MD,Passenger,0,1,1,82,83,1.2,Furthest
4730,February,2019,Cumberland,NC,Passenger,0,2,2,511,513,0.39,Furthest
4731,February,2019,Island,WA,Truck,0,0,0,21171,21171,0.0,Washington
4732,February,2019,Douglas,WA,Truck,0,0,0,12166,12166,0.0,Washington
4733,February,2019,Clackamas,OR,Passenger,1,1,2,211,213,0.94,Nearest
4734,February,2019,Bergen,NJ,Passenger,1,0,1,25,26,3.85,Furthest
4735,February,2019,Okanogan,WA,Truck,0,0,0,16468,16468,0.0,Washington
4736,February,2019,Cape May,NJ,Passenger,0,1,1,19,20,5.0,Furthest
4737,February,2019,Grant,WA,Truck,0,0,0,26315,26315,0.0,Washington
4738,February,2019,Whitman,WA,Passenger,25,40,65,22756,22821,0.28,Washington
4739,February,2019,San Diego,CA,Passenger,9,3,12,2628,2640,0.45,Nearest
4740,February,2019,Manatee,FL,Passenger,1,0,1,35,36,2.78,Furthest
4741,February,2019,Owyhee,ID,Passenger,1,0,1,5,6,16.67,Nearest
4742,February,2019,Tuolumne,CA,Passenger,0,1,1,12,13,7.69,Nearest
4743,February,2019,Brevard,FL,Passenger,0,1,1,89,90,1.11,Furthest
4744,February,2019,Pierce,WA,Truck,0,0,0,138931,138931,0.0,Washington
4745,February,2019,Ada,ID,Passenger,0,2,2,307,309,0.65,Nearest
4746,February,2019,Clay,FL,Passenger,0,1,1,84,85,1.18,Furthest
4747,February,2019,Tarrant,TX,Passenger,1,0,1,206,207,0.48,Mid-Distance
4748,February,2019,Monroe,IL,Passenger,1,0,1,4,5,20.0,Mid-Distance
4749,February,2019,District of Columbia,DC,Passenger,1,1,2,207,209,0.96,Furthest
4750,February,2019,Fresno,CA,Passenger,1,0,1,187,188,0.53,Nearest
4751,February,2019,Yakima,WA,Truck,0,0,0,58797,58797,0.0,Washington
4752,February,2019,Tulsa,OK,Passenger,1,1,2,48,50,4.0,Mid-Distance
4753,February,2019,Island,WA,Passenger,294,231,525,63179,63704,0.82,Washington
4754,February,2019,Spartanburg,SC,Passenger,0,1,1,33,34,2.94,Furthest
4755,February,2019,Kittitas,WA,Passenger,73,37,110,29446,29556,0.37,Washington
4756,February,2019,DeKalb,GA,Passenger,1,0,1,77,78,1.28,Furthest
4757,February,2019,Lewis,WA,Truck,0,0,0,25698,25698,0.0,Washington
4758,February,2019,Montgomery,PA,Passenger,2,0,2,36,38,5.26,Furthest
4759,February,2019,Denver,CO,Passenger,1,0,1,129,130,0.77,Mid-Distance
4760,February,2019,Honolulu,HI,Passenger,2,3,5,502,507,0.99,Nearest
4761,February,2019,Pend Oreille,WA,Passenger,5,5,10,9483,9493,0.11,Washington
4762,February,2019,Asotin,WA,Passenger,12,9,21,12682,12703,0.17,Washington
4764,February,2019,Kootenai,ID,Passenger,1,1,2,210,212,0.94,Nearest
4765,February,2019,DeKalb,IN,Passenger,1,0,1,1,2,50.0,Furthest
4766,February,2019,Lincoln,WA,Truck,0,0,0,4667,4667,0.0,Washington
4767,February,2019,Jefferson,WA,Passenger,179,113,292,24863,25155,1.16,Washington
4768,February,2019,Dale,AL,Passenger,0,1,1,57,58,1.72,Furthest
4769,February,2019,Allegheny,PA,Passenger,1,0,1,84,85,1.18,Furthest
4770,February,2019,San Francisco,CA,Passenger,2,1,3,114,117,2.56,Nearest
4771,February,2019,Jefferson,CO,Passenger,0,2,2,60,62,3.23,Mid-Distance
4772,February,2019,Skamania,WA,Passenger,20,15,35,8715,8750,0.4,Washington
4773,February,2019,San Juan,PR,Passenger,0,1,1,3,4,25.0,Mid-Distance
4774,February,2019,Charles,MD,Passenger,0,1,1,77,78,1.28,Furthest
4775,February,2019,Wahkiakum,WA,Passenger,1,1,2,3020,3022,0.07,Washington
4776,February,2019,El Paso,TX,Passenger,2,0,2,497,499,0.4,Mid-Distance
4777,February,2019,Saratoga,NY,Passenger,1,0,1,62,63,1.59,Furthest
4778,February,2019,Sumter,FL,Passenger,0,1,1,10,11,9.09,Furthest
4779,February,2019,Cowlitz,WA,Truck,0,0,0,28726,28726,0.0,Washington
4780,February,2019,Skagit,WA,Passenger,278,187,465,91208,91673,0.51,Washington
4781,February,2019,Collin,TX,Passenger,1,1,2,137,139,1.44,Mid-Distance
4782,February,2019,Washoe,NV,Passenger,2,0,2,106,108,1.85,Nearest
4783,February,2019,Shasta,CA,Passenger,1,0,1,45,46,2.17,Nearest
4784,February,2019,Harnett,NC,Passenger,1,0,1,217,218,0.46,Furthest
4785,February,2019,Beaufort,SC,Passenger,1,0,1,36,37,2.7,Furthest
4786,February,2019,Clark,NV,Passenger,3,2,5,709,714,0.7,Nearest
4787,February,2019,Broward,FL,Passenger,2,1,3,126,129,2.33,Furthest
4788,February,2019,Yakima,WA,Passenger,86,101,187,164464,164651,0.11,Washington
4789,February,2019,Dakota,MN,Passenger,0,2,2,34,36,5.56,Mid-Distance
4790,February,2019,Snohomish,WA,Passenger,3146,1498,4644,527664,532308,0.87,Washington
4791,February,2019,Stevens,WA,Passenger,18,28,46,31733,31779,0.14,Washington
4792,February,2019,Nassau,NY,Passenger,3,0,3,37,40,7.5,Furthest
4793,February,2019,Montgomery,MD,Passenger,1,0,1,277,278,0.36,Furthest
4794,February,2019,Randolph,NC,Passenger,1,0,1,6,7,14.29,Furthest
4795,February,2019,Franklin,WA,Truck,0,0,0,19115,19115,0.0,Washington
4796,February,2019,Ferry,WA,Truck,0,0,0,3592,3592,0.0,Washington
4797,February,2019,Charleston,SC,Passenger,1,0,1,120,121,0.83,Furthest
4798,February,2019,Sangamon,IL,Passenger,2,0,2,7,9,22.22,Mid-Distance
4799,February,2019,Lee,FL,Passenger,1,0,1,52,53,1.89,Furthest
4800,February,2019,Houston,GA,Passenger,1,0,1,54,55,1.82,Furthest
4801,February,2019,Garfield,WA,Passenger,1,1,2,1324,1326,0.15,Washington
4802,February,2019,Mason,WA,Passenger,109,117,226,46675,46901,0.48,Washington
4803,February,2019,Cochise,AZ,Passenger,0,1,1,117,118,0.85,Nearest
4804,February,2019,Santa Fe,NM,Passenger,0,1,1,41,42,2.38,Mid-Distance
4805,February,2019,Maricopa,AZ,Passenger,6,2,8,1545,1553,0.52,Nearest
4806,February,2019,Fairfax,VA,Passenger,3,2,5,798,803,0.62,Furthest
4807,February,2019,King,WA,Passenger,17528,6762,24290,1379846,1404136,1.73,Washington
4808,February,2019,Ferry,WA,Passenger,3,2,5,4377,4382,0.11,Washington
4809,February,2019,Deschutes,OR,Passenger,2,0,2,163,165,1.21,Nearest
4810,February,2019,Duval,FL,Passenger,1,2,3,381,384,0.78,Furthest
4811,February,2019,DuPage,IL,Passenger,1,0,1,61,62,1.61,Mid-Distance
4812,February,2019,Thurston,WA,Truck,0,0,0,54906,54906,0.0,Washington
4813,February,2019,Clallam,WA,Truck,0,0,0,21577,21577,0.0,Washington
4814,February,2019,Anne Arundel,MD,Passenger,0,2,2,446,448,0.45,Furthest
4815,February,2019,Valencia,NM,Passenger,1,0,1,9,10,10.0,Mid-Distance
4816,February,2019,Harris,TX,Passenger,0,1,1,252,253,0.4,Mid-Distance
4817,February,2019,Skamania,WA,Truck,0,0,0,3990,3990,0.0,Washington
4818,February,2019,St. Mary's,MD,Passenger,1,0,1,210,211,0.47,Furthest
4819,February,2019,Flathead,MT,Passenger,1,0,1,58,59,1.69,Nearest
4820,February,2019,Twin Falls,ID,Passenger,0,1,1,20,21,4.76,Nearest
4821,February,2019,Carroll,NH,Passenger,0,1,1,2,3,33.33,Furthest
4822,February,2019,Pima,AZ,Passenger,1,1,2,401,403,0.5,Nearest
4823,February,2019,Arlington,VA,Passenger,1,2,3,161,164,1.83,Furthest
4824,February,2019,Franklin,WA,Passenger,50,70,120,59299,59419,0.2,Washington
4825,February,2019,Spokane,WA,Truck,1,0,1,93888,93889,0.0,Washington
4826,February,2019,Snohomish,WA,Truck,1,0,1,121877,121878,0.0,Washington
4827,February,2019,Contra Costa,CA,Passenger,1,2,3,393,396,0.76,Nearest
4828,February,2019,Lee,AL,Passenger,1,0,1,34,35,2.86,Furthest
4829,February,2019,Nueces,TX,Passenger,1,1,2,90,92,2.17,Mid-Distance
4830,February,2019,Wahkiakum,WA,Truck,0,0,0,1720,1720,0.0,Washington
4831,February,2019,Klickitat,WA,Passenger,30,32,62,15450,15512,0.4,Washington
4832,February,2019,Frederick,MD,Passenger,1,1,2,80,82,2.44,Furthest
4833,February,2019,Kern,CA,Passenger,0,1,1,233,234,0.43,Nearest
4834,February,2019,Ventura,CA,Passenger,0,2,2,312,314,0.64,Nearest
4835,February,2019,Carson City,NV,Passenger,1,0,1,14,15,6.67,Nearest
4836,February,2019,Richland,SC,Passenger,0,1,1,163,164,0.61,Furthest
4837,February,2019,Suffolk,MA,Passenger,0,1,1,41,42,2.38,Furthest
4838,February,2019,Gwinnett,GA,Passenger,0,1,1,76,77,1.3,Furthest
4839,February,2019,Columbia,WA,Truck,0,0,0,1525,1525,0.0,Washington
4840,February,2019,Clallam,WA,Passenger,153,127,280,50344,50624,0.55,Washington
4841,February,2019,Riverside,CA,Passenger,2,2,4,657,661,0.61,Nearest
