,Month_ending,Year,County,State,Primary_use,Battery_BEVs,Hybrid_(PHEVs),EV_Total,Non-Electric_Total,Total_Veh,%_Electric,Proximity
4273,December,2022,Douglas,WA,Passenger,169,59,228,28513,28741,0.79,Washington
4274,December,2022,Whitman,WA,Truck,3,0,3,8661,8664,0.03,Washington
4275,December,2022,Penobscot,ME,Passenger,0,1,1,8,9,11.11,Furthest
4276,December,2022,Bell,TX,Passenger,1,0,1,269,270,0.37,Mid-Distance
4277,December,2022,Harrison,MS,Passenger,1,0,1,33,34,2.94,Mid-Distance
4278,December,2022,Franklin,WA,Truck,4,0,4,20986,20990,0.02,Washington
4279,December,2022,Alameda,CA,Passenger,3,0,3,158,161,1.86,Nearest
4280,December,2022,Polk,OR,Passenger,0,1,1,19,20,5.0,Nearest
4281,December,2022,Montgomery,PA,Passenger,1,0,1,17,18,5.56,Furthest
4282,December,2022,Kittitas,WA,Passenger,301,93,394,29550,29944,1.32,Washington
4283,December,2022,Washington,MD,Passenger,2,0,2,14,16,12.5,Furthest
4284,December,2022,Chelan,WA,Passenger,536,143,679,54270,54949,1.24,Washington
4285,December,2022,Thurston,WA,Passenger,2627,1134,3761,192301,196062,1.92,Washington
4286,December,2022,Asotin,WA,Truck,0,0,0,6686,6686,0.0,Washington
4287,December,2022,Mason,WA,Passenger,370,191,561,46879,47440,1.18,Washington
4288,December,2022,Contra Costa,CA,Passenger,0,3,3,209,212,1.42,Nearest
4289,December,2022,Franklin,WA,Passenger,252,120,372,61769,62141,0.6,Washington
4290,December,2022,Kern,CA,Passenger,1,1,2,187,189,1.06,Nearest
4291,December,2022,Ray,MO,Passenger,0,1,1,1,2,50.0,Furthest
4292,December,2022,Klickitat,WA,Passenger,123,51,174,15155,15329,1.14,Washington
4293,December,2022,Los Angeles,CA,Passenger,5,6,11,655,666,1.65,Nearest
4294,December,2022,Platte,MO,Passenger,1,0,1,19,20,5.0,Furthest
4295,December,2022,Suffolk,VA,Passenger,1,0,1,113,114,0.88,Furthest
4296,December,2022,Ulster,NY,Passenger,1,0,1,4,5,20.0,Furthest
4297,December,2022,Richmond,NY,Passenger,1,0,1,6,7,14.29,Furthest
4298,December,2022,Kitsap,WA,Passenger,2765,1146,3911,177328,181239,2.16,Washington
4299,December,2022,Yakima,WA,Passenger,425,218,643,166458,167101,0.38,Washington
4300,December,2022,Cape May,NJ,Passenger,0,1,1,7,8,12.5,Furthest
4301,December,2022,Riverside,CA,Passenger,7,0,7,390,397,1.76,Nearest
4302,December,2022,Grant,WA,Passenger,230,112,342,66890,67232,0.51,Washington
4303,December,2022,Kings,CA,Passenger,2,1,3,276,279,1.08,Nearest
4304,December,2022,Denton,TX,Passenger,1,0,1,50,51,1.96,Mid-Distance
4305,December,2022,Pacific,WA,Truck,2,0,2,7838,7840,0.03,Washington
4306,December,2022,Howard,MD,Passenger,0,1,1,43,44,2.27,Furthest
4307,December,2022,Carroll,MD,Passenger,0,1,1,17,18,5.56,Furthest
4308,December,2022,Camden,NJ,Passenger,0,1,1,12,13,7.69,Furthest
4309,December,2022,Monterey,CA,Passenger,1,1,2,117,119,1.68,Nearest
4310,December,2022,Berkeley,SC,Passenger,0,1,1,110,111,0.9,Furthest
4311,December,2022,Clallam,WA,Passenger,482,262,744,49422,50166,1.48,Washington
4312,December,2022,Chesapeake,VA,Passenger,2,3,5,291,296,1.69,Furthest
4313,December,2022,Honolulu,HI,Passenger,3,3,6,283,289,2.08,Nearest
4314,December,2022,Richmond,GA,Passenger,0,1,1,59,60,1.67,Furthest
4315,December,2022,Loudoun,VA,Passenger,3,1,4,60,64,6.25,Furthest
4316,December,2022,Kauai,HI,Passenger,1,1,2,13,15,13.33,Nearest
4317,December,2022,New London,CT,Passenger,2,4,6,179,185,3.24,Furthest
4318,December,2022,Emmet,MI,Passenger,0,1,1,0,1,100.0,Furthest
4319,December,2022,Pierce,WA,Passenger,6159,2513,8672,539032,547704,1.58,Washington
4320,December,2022,Queens,NY,Passenger,1,0,1,29,30,3.33,Furthest
4321,December,2022,Bexar,TX,Passenger,4,3,7,374,381,1.84,Mid-Distance
4322,December,2022,Douglas,NE,Passenger,2,1,3,29,32,9.38,Mid-Distance
4323,December,2022,Onslow,NC,Passenger,0,1,1,145,146,0.68,Furthest
4324,December,2022,Pulaski,AR,Passenger,3,0,3,24,27,11.11,Mid-Distance
4325,December,2022,Arlington,VA,Passenger,1,0,1,104,105,0.95,Furthest
4326,December,2022,Multnomah,OR,Passenger,0,2,2,443,445,0.45,Nearest
4327,December,2022,Montgomery,AL,Passenger,0,1,1,29,30,3.33,Furthest
4328,December,2022,Hidalgo,TX,Passenger,0,1,1,47,48,2.08,Mid-Distance
4329,December,2022,Chelan,WA,Truck,13,0,13,23093,23106,0.06,Washington
4330,December,2022,Randolph,NC,Passenger,1,0,1,4,5,20.0,Furthest
4331,December,2022,Sonoma,CA,Passenger,1,1,2,61,63,3.17,Nearest
4332,December,2022,Kitsap,WA,Truck,34,0,34,52973,53007,0.06,Washington
4333,December,2022,Oldham,KY,Passenger,0,1,1,4,5,20.0,Furthest
4334,December,2022,Wichita,TX,Passenger,2,0,2,37,39,5.13,Mid-Distance
4335,December,2022,Elmore,ID,Passenger,1,0,1,12,13,7.69,Nearest
4336,December,2022,Leavenworth,KS,Passenger,0,1,1,92,93,1.08,Mid-Distance
4337,December,2022,Geary,KS,Passenger,1,0,1,75,76,1.32,Mid-Distance
4338,December,2022,Santa Clara,CA,Passenger,9,2,11,170,181,6.08,Nearest
4339,February,2017,Columbia,WA,Passenger,0,1,1,2337,2338,0.04,Washington
4340,February,2017,New London,CT,Passenger,2,1,3,265,268,1.12,Furthest
4341,February,2017,Pacific,WA,Passenger,5,6,11,14997,15008,0.07,Washington
4342,February,2017,Island,WA,Passenger,100,122,222,59448,59670,0.37,Washington
4343,February,2017,Harnett,NC,Passenger,1,0,1,263,264,0.38,Furthest
4344,February,2017,Allegheny,PA,Passenger,1,0,1,92,93,1.08,Furthest
4345,February,2017,Prince William,VA,Passenger,0,3,3,277,280,1.07,Furthest
4346,February,2017,Clark,WA,Truck,0,0,0,77521,77521,0.0,Washington
4347,February,2017,Durham,NC,Passenger,0,1,1,37,38,2.63,Furthest
4348,February,2017,Cowlitz,WA,Passenger,50,46,96,69052,69148,0.14,Washington
4349,February,2017,DeKalb,IN,Passenger,1,0,1,1,2,50.0,Furthest
4350,February,2017,San Mateo,CA,Passenger,0,1,1,165,166,0.6,Nearest
4351,February,2017,Santa Clara,CA,Passenger,5,3,8,424,432,1.85,Nearest
4352,February,2017,Salt Lake,UT,Passenger,0,1,1,332,333,0.3,Nearest
4353,February,2017,Lane,OR,Passenger,0,1,1,258,259,0.39,Nearest
4354,February,2017,Jefferson,NY,Passenger,1,1,2,255,257,0.78,Furthest
4355,February,2017,Virginia Beach,VA,Passenger,2,1,3,651,654,0.46,Furthest
4356,February,2017,Skagit,WA,Truck,1,0,1,31404,31405,0.0,Washington
4357,February,2017,Clark,WA,Passenger,695,434,1129,297935,299064,0.38,Washington
4358,February,2017,Utah,UT,Passenger,0,1,1,169,170,0.59,Nearest
4359,February,2017,Dane,WI,Passenger,1,0,1,168,169,0.59,Mid-Distance
4360,February,2017,Manassas,VA,Passenger,0,1,1,8,9,11.11,Furthest
4361,February,2017,Essex,NJ,Passenger,1,0,1,16,17,5.88,Furthest
4362,February,2017,Adams,WA,Truck,0,0,0,5071,5071,0.0,Washington
4363,February,2017,Benton,WA,Passenger,134,133,267,127653,127920,0.21,Washington
4364,February,2017,Mason,WA,Truck,0,0,0,19196,19196,0.0,Washington
4365,February,2017,Wayne,MI,Passenger,0,2,2,69,71,2.82,Furthest
4366,February,2017,Lee,AL,Passenger,1,0,1,36,37,2.7,Furthest
4367,February,2017,Douglas,WA,Passenger,30,19,49,26547,26596,0.18,Washington
4368,February,2017,Morris,NJ,Passenger,1,0,1,22,23,4.35,Furthest
4369,February,2017,Franklin,WA,Truck,0,0,0,17907,17907,0.0,Washington
4370,February,2017,Richmond,GA,Passenger,0,1,1,99,100,1.0,Furthest
4371,February,2017,Dakota,MN,Passenger,0,1,1,41,42,2.38,Mid-Distance
4372,February,2017,Ferry,WA,Truck,0,0,0,3562,3562,0.0,Washington
4373,February,2017,Guilford,NC,Passenger,1,0,1,32,33,3.03,Furthest
4374,February,2017,Kittitas,WA,Truck,0,0,0,13383,13383,0.0,Washington
4375,February,2017,Prince George's,MD,Passenger,0,1,1,186,187,0.53,Furthest
4376,February,2017,Franklin,WA,Passenger,26,42,68,55221,55289,0.12,Washington
4377,February,2017,Orange,FL,Passenger,1,1,2,153,155,1.29,Furthest
4378,February,2017,Jackson,MO,Passenger,1,0,1,71,72,1.39,Furthest
4379,February,2017,Latah,ID,Passenger,0,1,1,131,132,0.76,Nearest
4380,February,2017,Hidalgo,TX,Passenger,0,1,1,95,96,1.04,Mid-Distance
4381,February,2017,Middlesex,MA,Passenger,1,0,1,158,159,0.63,Furthest
4382,February,2017,Dallas,TX,Passenger,1,0,1,210,211,0.47,Mid-Distance
4383,February,2017,Lincoln,WA,Passenger,2,4,6,7509,7515,0.08,Washington
4384,February,2017,Island,WA,Truck,0,0,0,20499,20499,0.0,Washington
4385,February,2017,Montgomery,TN,Passenger,1,0,1,294,295,0.34,Furthest
4386,February,2017,Cowlitz,WA,Truck,0,0,0,27871,27871,0.0,Washington
4387,February,2017,Spokane,WA,Passenger,226,196,422,295023,295445,0.14,Washington
4388,February,2017,Maui,HI,Passenger,1,0,1,71,72,1.39,Nearest
4389,February,2017,Fairfax,VA,Passenger,2,2,4,877,881,0.45,Furthest
4390,February,2017,Jefferson,WA,Passenger,89,55,144,23601,23745,0.61,Washington
4391,February,2017,Manatee,FL,Passenger,1,0,1,55,56,1.79,Furthest
4392,February,2017,Clallam,WA,Passenger,75,64,139,47981,48120,0.29,Washington
4393,February,2017,Okanogan,WA,Truck,0,0,0,16300,16300,0.0,Washington
4394,February,2017,Wahkiakum,WA,Passenger,0,1,1,2843,2844,0.04,Washington
4395,February,2017,Monterey,CA,Passenger,0,1,1,224,225,0.44,Nearest
4396,February,2017,Honolulu,HI,Passenger,4,2,6,628,634,0.95,Nearest
4397,February,2017,Grant,WA,Truck,0,0,0,24996,24996,0.0,Washington
4398,February,2017,Charles,MD,Passenger,0,1,1,91,92,1.09,Furthest
4399,February,2017,Benton,WA,Truck,0,0,0,39743,39743,0.0,Washington
4400,February,2017,Franklin,MA,Passenger,0,1,1,4,5,20.0,Furthest
4401,February,2017,Lewis,WA,Passenger,45,31,76,54970,55046,0.14,Washington
4402,February,2017,Grant,WA,Passenger,16,21,37,60193,60230,0.06,Washington
4403,February,2017,Cascade,MT,Passenger,0,1,1,59,60,1.67,Nearest
4404,February,2017,King,WA,Passenger,9098,3713,12811,1385263,1398074,0.92,Washington
4405,February,2017,Whatcom,WA,Passenger,401,146,547,141888,142435,0.38,Washington
4406,February,2017,Stevens,WA,Truck,0,0,0,18333,18333,0.0,Washington
4407,February,2017,Whitman,WA,Passenger,8,18,26,21938,21964,0.12,Washington
4408,February,2017,San Juan,WA,Passenger,88,31,119,13403,13522,0.88,Washington
4409,February,2017,Oklahoma,OK,Passenger,0,1,1,187,188,0.53,Mid-Distance
4410,February,2017,Nassau,NY,Passenger,0,1,1,39,40,2.5,Furthest
4411,February,2017,Walla Walla,WA,Passenger,17,21,38,34781,34819,0.11,Washington
4412,February,2017,Pinal,AZ,Passenger,2,0,2,263,265,0.75,Nearest
4413,February,2017,Hardin,KY,Passenger,0,1,1,128,129,0.78,Furthest
4414,February,2017,Dale,AL,Passenger,0,1,1,65,66,1.52,Furthest
4415,February,2017,Bergen,NJ,Passenger,0,2,2,32,34,5.88,Furthest
4416,February,2017,Grays Harbor,WA,Passenger,27,24,51,44252,44303,0.12,Washington
4417,February,2017,Klickitat,WA,Truck,0,0,0,7937,7937,0.0,Washington
4418,February,2017,San Diego,CA,Passenger,4,1,5,2821,2826,0.18,Nearest
4419,February,2017,Madison,ID,Passenger,1,0,1,44,45,2.22,Nearest
4420,February,2017,Klickitat,WA,Passenger,20,22,42,14768,14810,0.28,Washington
4421,February,2017,Asotin,WA,Truck,0,0,0,6475,6475,0.0,Washington
4422,February,2017,King,WA,Truck,8,1,9,190501,190510,0.0,Washington
4423,February,2017,New Haven,CT,Passenger,0,1,1,62,63,1.59,Furthest
4424,February,2017,Ferry,WA,Passenger,2,1,3,4391,4394,0.07,Washington
4425,February,2017,Clackamas,OR,Passenger,1,2,3,361,364,0.82,Nearest
4426,February,2017,Pend Oreille,WA,Truck,0,0,0,5573,5573,0.0,Washington
4427,February,2017,Cape May,NJ,Passenger,0,1,1,19,20,5.0,Furthest
4428,February,2017,Norfolk,MA,Passenger,1,0,1,37,38,2.63,Furthest
4429,February,2017,Whatcom,WA,Truck,2,0,2,41327,41329,0.0,Washington
4430,February,2017,Missoula,MT,Passenger,1,0,1,81,82,1.22,Nearest
4431,February,2017,Orange,CA,Passenger,2,1,3,676,679,0.44,Nearest
4432,February,2017,Polk,FL,Passenger,1,0,1,65,66,1.52,Furthest
4433,February,2017,Walla Walla,WA,Truck,0,0,0,13161,13161,0.0,Washington
4434,February,2017,Los Angeles,CA,Passenger,3,1,4,1376,1380,0.29,Nearest
4435,February,2017,Clark,NV,Passenger,1,3,4,877,881,0.45,Nearest
4436,February,2017,Pend Oreille,WA,Passenger,1,4,5,9300,9305,0.05,Washington
4437,February,2017,Douglas,WA,Truck,0,0,0,11387,11387,0.0,Washington
4438,February,2017,Moore,NC,Passenger,0,1,1,210,211,0.47,Furthest
4439,February,2017,Okanogan,WA,Passenger,3,15,18,25674,25692,0.07,Washington
4440,February,2017,Nantucket,MA,Passenger,1,0,1,3,4,25.0,Furthest
4441,February,2017,Juneau,AK,Passenger,0,1,1,55,56,1.79,Nearest
4442,February,2017,Monroe,NY,Passenger,1,0,1,28,29,3.45,Furthest
4443,February,2017,Saratoga,NY,Passenger,1,1,2,78,80,2.5,Furthest
4444,February,2017,Snohomish,WA,Passenger,1604,824,2428,514072,516500,0.47,Washington
4445,February,2017,Chelan,WA,Passenger,55,29,84,51755,51839,0.16,Washington
4446,February,2017,Lewis,WA,Truck,0,0,0,24783,24783,0.0,Washington
4447,February,2017,Bexar,TX,Passenger,1,2,3,1157,1160,0.26,Mid-Distance
4448,February,2017,Marin,CA,Passenger,1,0,1,59,60,1.67,Nearest
4449,February,2017,Hamilton,TN,Passenger,1,0,1,26,27,3.7,Furthest
4450,February,2017,Montgomery,MD,Passenger,1,0,1,305,306,0.33,Furthest
4451,February,2017,Garfield,WA,Truck,0,0,0,934,934,0.0,Washington
4452,February,2017,Columbia,WA,Truck,0,0,0,1528,1528,0.0,Washington
4453,February,2017,Volusia,FL,Passenger,0,1,1,47,48,2.08,Furthest
4454,February,2017,Carroll,NH,Passenger,0,1,1,0,1,100.0,Furthest
4455,February,2017,Pierce,WA,Truck,0,0,0,138554,138554,0.0,Washington
4456,February,2017,Norfolk,VA,Passenger,1,1,2,303,305,0.66,Furthest
4457,February,2017,Snohomish,WA,Truck,1,0,1,122505,122506,0.0,Washington
4458,February,2017,Travis,TX,Passenger,0,1,1,198,199,0.5,Mid-Distance
4459,February,2017,Santa Fe,NM,Passenger,0,1,1,44,45,2.22,Mid-Distance
4460,February,2017,DeKalb,GA,Passenger,1,0,1,84,85,1.18,Furthest
4461,February,2017,Lincoln,WA,Truck,0,0,0,4463,4463,0.0,Washington
4462,February,2017,Thurston,WA,Truck,0,0,0,53345,53345,0.0,Washington
4463,February,2017,Shoshone,ID,Passenger,0,1,1,82,83,1.2,Nearest
4464,February,2017,Thurston,WA,Passenger,351,309,660,184902,185562,0.36,Washington
4465,February,2017,Howard,MD,Passenger,0,2,2,88,90,2.22,Furthest
4466,February,2017,Hawaii,HI,Passenger,1,0,1,86,87,1.15,Nearest
4467,February,2017,Tulare,CA,Passenger,1,0,1,200,201,0.5,Nearest
4468,February,2017,Whitman,WA,Truck,0,0,0,8399,8399,0.0,Washington
4469,February,2017,Clallam,WA,Truck,0,0,0,21029,21029,0.0,Washington
4470,February,2017,Cobb,GA,Passenger,0,1,1,80,81,1.23,Furthest
4471,February,2017,Northampton,PA,Passenger,2,0,2,231,233,0.86,Furthest
4472,February,2017,Alameda,CA,Passenger,3,1,4,389,393,1.02,Nearest
4473,February,2017,Maricopa,AZ,Passenger,3,0,3,1858,1861,0.16,Nearest
4474,February,2017,Skamania,WA,Truck,0,0,0,3889,3889,0.0,Washington
4475,February,2017,Yakima,WA,Passenger,36,50,86,159126,159212,0.05,Washington
4476,February,2017,Cumberland,NC,Passenger,1,0,1,624,625,0.16,Furthest
4477,February,2017,Douglas,OR,Passenger,0,1,1,79,80,1.25,Nearest
4478,February,2017,Deschutes,OR,Passenger,1,0,1,203,204,0.49,Nearest
4479,February,2017,Anne Arundel,MD,Passenger,0,1,1,511,512,0.2,Furthest
4480,February,2017,Stevens,WA,Passenger,6,21,27,31317,31344,0.09,Washington
4481,February,2017,Lewis,NY,Passenger,0,1,1,10,11,9.09,Furthest
4482,February,2017,Fulton,GA,Passenger,1,1,2,128,130,1.54,Furthest
4483,February,2017,Okaloosa,FL,Passenger,1,0,1,190,191,0.52,Furthest
4484,February,2017,District of Columbia,DC,Passenger,0,3,3,231,234,1.28,Furthest
4485,February,2017,Pacific,WA,Truck,0,0,0,7486,7486,0.0,Washington
4486,February,2017,Skamania,WA,Passenger,7,7,14,8543,8557,0.16,Washington
4487,February,2017,Arlington,VA,Passenger,1,1,2,170,172,1.16,Furthest
4488,February,2017,Shelby,TN,Passenger,0,1,1,108,109,0.92,Furthest
4489,February,2017,Yakima,WA,Truck,0,0,0,57223,57223,0.0,Washington
4490,February,2017,Sumter,FL,Passenger,0,1,1,10,11,9.09,Furthest
4491,February,2017,Orleans,LA,Passenger,0,1,1,51,52,1.92,Mid-Distance
4492,February,2017,Contra Costa,CA,Passenger,1,0,1,653,654,0.15,Nearest
4493,February,2017,Spokane,WA,Truck,1,0,1,90241,90242,0.0,Washington
4494,February,2017,Duval,FL,Passenger,1,1,2,371,373,0.54,Furthest
4495,February,2017,Marion,OR,Passenger,1,0,1,202,203,0.49,Nearest
4496,February,2017,El Paso,CO,Passenger,1,1,2,844,846,0.24,Mid-Distance
4497,February,2017,Canyon,ID,Passenger,0,1,1,108,109,0.92,Nearest
4498,February,2017,Gwinnett,GA,Passenger,0,1,1,87,88,1.14,Furthest
4499,February,2017,Riverside,CA,Passenger,1,1,2,842,844,0.24,Nearest
4500,February,2017,Garfield,WA,Passenger,0,0,0,1290,1290,0.0,Washington
4501,February,2017,Kittitas,WA,Passenger,15,15,30,27062,27092,0.11,Washington
4503,February,2017,Pima,AZ,Passenger,0,2,2,441,443,0.45,Nearest
4504,February,2017,Nueces,TX,Passenger,0,1,1,98,99,1.01,Mid-Distance
4505,February,2017,Skagit,WA,Passenger,113,86,199,87262,87461,0.23,Washington
4506,February,2017,Hamilton,IN,Passenger,1,0,1,67,68,1.47,Furthest
4507,February,2017,Jefferson,WA,Truck,0,0,0,9472,9472,0.0,Washington
4508,February,2017,Pierce,WA,Passenger,862,778,1640,526771,528411,0.31,Washington
4509,February,2017,Portsmouth,VA,Passenger,0,1,1,66,67,1.49,Furthest
4510,February,2017,Ventura,CA,Passenger,0,2,2,376,378,0.53,Nearest
4511,February,2017,Grays Harbor,WA,Truck,0,0,0,19819,19819,0.0,Washington
4512,February,2017,Adams,WA,Passenger,2,2,4,12126,12130,0.03,Washington
4513,February,2017,Kitsap,WA,Truck,1,0,1,52347,52348,0.0,Washington
4514,February,2017,Asotin,WA,Passenger,4,3,7,12324,12331,0.06,Washington
4515,February,2017,Multnomah,OR,Passenger,0,3,3,1150,1153,0.26,Nearest
4516,February,2017,Muscogee,GA,Passenger,0,1,1,256,257,0.39,Furthest
4517,February,2017,San Juan,WA,Truck,0,0,0,5573,5573,0.0,Washington
4518,February,2017,Tarrant,TX,Passenger,0,2,2,304,306,0.65,Mid-Distance
4519,February,2017,St. Lucie,FL,Passenger,1,0,1,31,32,3.12,Furthest
4520,February,2017,Franklin,OH,Passenger,0,1,1,116,117,0.85,Furthest
4521,February,2017,Mason,WA,Passenger,47,63,110,42778,42888,0.26,Washington
4522,February,2017,Kitsap,WA,Passenger,561,280,841,172111,172952,0.49,Washington
4523,February,2017,Chelan,WA,Truck,0,0,0,21250,21250,0.0,Washington
4524,February,2017,Wahkiakum,WA,Truck,0,0,0,1625,1625,0.0,Washington
4525,February,2018,Cape May,NJ,Passenger,0,1,1,22,23,4.35,Furthest
4526,February,2018,Mason,WA,Truck,0,0,0,19725,19725,0.0,Washington
4527,February,2018,Grant,WA,Passenger,31,38,69,62313,62382,0.11,Washington
4528,February,2018,Pacific,WA,Passenger,15,17,32,15463,15495,0.21,Washington
4529,February,2018,Wahkiakum,WA,Truck,0,0,0,1673,1673,0.0,Washington
4530,February,2018,Island,WA,Truck,0,0,0,20828,20828,0.0,Washington
4531,February,2018,San Mateo,CA,Passenger,0,1,1,138,139,0.72,Nearest
4532,February,2018,Skagit,WA,Truck,1,0,1,31814,31815,0.0,Washington
4533,February,2018,Asotin,WA,Passenger,8,5,13,12588,12601,0.1,Washington
4534,February,2018,Franklin,MA,Passenger,0,1,1,3,4,25.0,Furthest
4535,February,2018,Garfield,WA,Truck,0,0,0,942,942,0.0,Washington
4536,February,2018,Walla Walla,WA,Passenger,31,35,66,35386,35452,0.19,Washington
4537,February,2018,Queens,NY,Passenger,1,0,1,61,62,1.61,Furthest
4538,February,2018,Gwinnett,GA,Passenger,0,1,1,78,79,1.27,Furthest
4539,February,2018,Duval,FL,Passenger,1,2,3,368,371,0.81,Furthest
4540,February,2018,Manatee,FL,Passenger,1,0,1,38,39,2.56,Furthest
4541,February,2018,Whitman,WA,Passenger,18,21,39,22530,22569,0.17,Washington
4542,February,2018,Yakima,WA,Truck,0,0,0,58125,58125,0.0,Washington
4543,February,2018,Los Angeles,CA,Passenger,5,3,8,1192,1200,0.67,Nearest
4544,February,2018,Grays Harbor,WA,Truck,0,0,0,20115,20115,0.0,Washington
4545,February,2018,Jefferson,WA,Truck,0,0,0,9511,9511,0.0,Washington
4546,February,2018,Garfield,WA,Passenger,1,0,1,1323,1324,0.08,Washington
4547,February,2018,Adams,WA,Truck,0,0,0,5139,5139,0.0,Washington
4548,February,2018,Fairfax,VA,Passenger,2,2,4,825,829,0.48,Furthest
4549,February,2018,Contra Costa,CA,Passenger,0,1,1,469,470,0.21,Nearest
4550,February,2018,Adams,WA,Passenger,5,4,9,12458,12467,0.07,Washington
4551,February,2018,Maricopa,AZ,Passenger,2,0,2,1598,1600,0.12,Nearest
4552,February,2018,Frederick,MD,Passenger,0,1,1,90,91,1.1,Furthest
4553,February,2018,Portsmouth,VA,Passenger,0,1,1,72,73,1.37,Furthest
4554,February,2018,Multnomah,OR,Passenger,3,4,7,835,842,0.83,Nearest
4555,February,2018,Dallas,TX,Passenger,0,1,1,185,186,0.54,Mid-Distance
4556,February,2018,Clallam,WA,Passenger,109,101,210,49356,49566,0.42,Washington
4557,February,2018,Sumter,FL,Passenger,0,1,1,10,11,9.09,Furthest
4558,February,2018,Norfolk,MA,Passenger,1,0,1,39,40,2.5,Furthest
4559,February,2018,Columbia,WA,Truck,0,0,0,1535,1535,0.0,Washington
4560,February,2018,Latah,ID,Passenger,0,1,1,76,77,1.3,Nearest
4561,February,2018,Garfield,OK,Passenger,1,0,1,21,22,4.55,Mid-Distance
4562,February,2018,Cowlitz,WA,Truck,0,0,0,28183,28183,0.0,Washington
4563,February,2018,Northampton,PA,Passenger,0,1,1,61,62,1.61,Furthest
4564,February,2018,Yakima,WA,Passenger,61,79,140,162333,162473,0.09,Washington
4565,February,2018,Fulton,GA,Passenger,1,0,1,106,107,0.93,Furthest
4566,February,2018,Deschutes,OR,Passenger,1,0,1,177,178,0.56,Nearest
4567,February,2018,Ferry,WA,Truck,0,0,0,3527,3527,0.0,Washington
4568,February,2018,Whatcom,WA,Truck,1,0,1,42039,42040,0.0,Washington
4569,February,2018,Missoula,MT,Passenger,1,0,1,67,68,1.47,Nearest
4570,February,2018,Franklin,WA,Passenger,32,51,83,57008,57091,0.15,Washington
4571,February,2018,District of Columbia,DC,Passenger,0,3,3,194,197,1.52,Furthest
4572,February,2018,Pend Oreille,WA,Truck,0,0,0,5631,5631,0.0,Washington
4573,February,2018,Cook,IL,Passenger,1,0,1,286,287,0.35,Mid-Distance
4574,February,2018,Hardin,KY,Passenger,0,1,1,116,117,0.85,Furthest
4575,February,2018,Montgomery,TN,Passenger,1,0,1,264,265,0.38,Furthest
4576,February,2018,Polk,FL,Passenger,1,0,1,63,64,1.56,Furthest
4577,February,2018,Lincoln,WA,Passenger,2,5,7,7594,7601,0.09,Washington
4578,February,2018,Sacramento,CA,Passenger,1,0,1,297,298,0.34,Nearest
4579,February,2018,Santa Clara,CA,Passenger,7,1,8,380,388,2.06,Nearest
4580,February,2018,Marin,CA,Passenger,1,0,1,56,57,1.75,Nearest
4581,February,2018,Bexar,TX,Passenger,2,2,4,798,802,0.5,Mid-Distance
4582,February,2018,Lane,OR,Passenger,0,1,1,199,200,0.5,Nearest
4583,February,2018,Arlington,VA,Passenger,1,2,3,171,174,1.72,Furthest
4584,February,2018,Caddo,LA,Passenger,0,1,1,22,23,4.35,Mid-Distance
4585,February,2018,Skagit,WA,Passenger,172,145,317,89751,90068,0.35,Washington
4586,February,2018,Thurston,WA,Passenger,492,414,906,190758,191664,0.47,Washington
4587,February,2018,Benton,WA,Passenger,175,179,354,130454,130808,0.27,Washington
4588,February,2018,Broward,FL,Passenger,0,1,1,139,140,0.71,Furthest
4589,February,2018,Santa Rosa,FL,Passenger,1,0,1,99,100,1.0,Furthest
4590,February,2018,Orange,FL,Passenger,2,1,3,169,172,1.74,Furthest
4591,February,2018,Nantucket,MA,Passenger,1,0,1,4,5,20.0,Furthest
4592,February,2018,Kitsap,WA,Passenger,716,418,1134,176380,177514,0.64,Washington
4593,February,2018,Utah,UT,Passenger,0,1,1,133,134,0.75,Nearest
4594,February,2018,Clark,WA,Passenger,888,616,1504,305306,306810,0.49,Washington
4595,February,2018,Travis,TX,Passenger,0,1,1,186,187,0.53,Mid-Distance
4596,February,2018,Flathead,MT,Passenger,1,0,1,53,54,1.85,Nearest
4597,February,2018,Kent,MI,Passenger,0,1,1,35,36,2.78,Furthest
4598,February,2018,Madison,ID,Passenger,1,0,1,39,40,2.5,Nearest
4599,February,2018,Jefferson,WA,Passenger,127,80,207,24312,24519,0.84,Washington
4600,February,2018,Chelan,WA,Passenger,94,39,133,53238,53371,0.25,Washington
4601,February,2018,Palm Beach,FL,Passenger,0,1,1,86,87,1.15,Furthest
4602,February,2018,DuPage,IL,Passenger,1,0,1,65,66,1.52,Mid-Distance
4603,February,2018,Dale,AL,Passenger,0,1,1,64,65,1.54,Furthest
4604,February,2018,Okaloosa,FL,Passenger,1,0,1,178,179,0.56,Furthest
4605,February,2018,Franklin,WA,Truck,0,0,0,18577,18577,0.0,Washington
4606,February,2018,Clay,FL,Passenger,0,1,1,103,104,0.96,Furthest
4607,February,2018,Pierce,WA,Truck,0,0,0,137016,137016,0.0,Washington
4608,February,2018,Alameda,CA,Passenger,0,1,1,357,358,0.28,Nearest
4609,February,2018,Richmond,GA,Passenger,0,1,1,92,93,1.08,Furthest
4610,February,2018,Nueces,TX,Passenger,1,1,2,96,98,2.04,Mid-Distance
4611,February,2018,St. Lucie,FL,Passenger,1,0,1,26,27,3.7,Furthest
4612,February,2018,Spokane,WA,Passenger,306,263,569,300527,301096,0.19,Washington
4613,February,2018,Columbia,WA,Passenger,2,1,3,2407,2410,0.12,Washington
