,Month_ending,Year,County,State,Primary_use,Battery_BEVs,Hybrid_(PHEVs),EV_Total,Non-Electric_Total,Total_Veh,%_Electric
3498,December,2019,Grays Harbor,WA,Passenger,105,100,205,48394,48599,0.42
3499,December,2019,Boulder,CO,Passenger,0,1,1,50,51,1.96
3500,December,2019,Yakima,WA,Passenger,116,114,230,166298,166528,0.14
3501,December,2019,Washoe,NV,Passenger,1,0,1,108,109,0.92
3502,December,2019,Klickitat,WA,Truck,0,0,0,8318,8318,0.0
3503,December,2019,Norfolk,MA,Passenger,1,0,1,36,37,2.7
3504,December,2019,Denver,CO,Passenger,1,0,1,127,128,0.78
3505,December,2019,Snohomish,WA,Truck,0,0,0,123277,123277,0.0
3506,December,2019,Jefferson,CO,Passenger,0,2,2,58,60,3.33
3507,December,2019,Thurston,WA,Truck,0,0,0,55729,55729,0.0
3508,December,2019,Lake,IL,Passenger,1,0,1,162,163,0.61
3509,December,2019,Camden,NJ,Passenger,0,2,2,21,23,8.7
3510,December,2019,Riverside,CA,Passenger,4,1,5,637,642,0.78
3511,December,2019,Penobscot,ME,Passenger,0,1,1,13,14,7.14
3512,December,2019,Twin Falls,ID,Passenger,0,1,1,28,29,3.45
3513,December,2019,Benton,WA,Truck,0,0,0,42486,42486,0.0
3514,December,2019,Ferry,WA,Truck,0,0,0,3580,3580,0.0
3516,December,2019,Lincoln,WA,Truck,0,0,0,4683,4683,0.0
3517,December,2019,Kittitas,WA,Passenger,90,46,136,30054,30190,0.45
3518,December,2019,El Paso,TX,Passenger,3,0,3,455,458,0.66
3519,December,2019,Santa Rosa,FL,Passenger,1,0,1,86,87,1.15
3520,December,2019,Loudoun,VA,Passenger,1,0,1,93,94,1.06
3521,December,2019,Jefferson,NY,Passenger,0,2,2,218,220,0.91
3522,December,2019,Nassau,NY,Passenger,4,0,4,39,43,9.3
3523,December,2019,Cumberland,NC,Passenger,0,2,2,487,489,0.41
3524,December,2019,Garfield,WA,Truck,0,0,0,969,969,0.0
3525,December,2019,Hawaii,HI,Passenger,1,0,1,60,61,1.64
3526,December,2019,Flathead,MT,Passenger,1,0,1,63,64,1.56
3527,December,2019,Adams,WA,Truck,0,0,0,5198,5198,0.0
3528,December,2019,Shasta,CA,Passenger,1,0,1,37,38,2.63
3529,December,2019,Queens,NY,Passenger,1,0,1,52,53,1.89
3530,December,2019,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.0
3531,December,2019,Larimer,CO,Passenger,1,0,1,55,56,1.79
3532,December,2019,Spokane,WA,Truck,1,0,1,96378,96379,0.0
3533,December,2019,Spartanburg,SC,Passenger,0,1,1,43,44,2.27
3534,December,2019,Grant,WA,Passenger,55,68,123,65625,65748,0.19
3535,December,2019,King,WA,Passenger,21951,7543,29494,1394823,1424317,2.07
3536,December,2019,Mason,WA,Truck,0,0,0,20527,20527,0.0
3537,December,2019,Sumter,FL,Passenger,0,1,1,9,10,10.0
3538,December,2019,Franklin,WA,Passenger,54,76,130,60982,61112,0.21
3539,December,2019,Kootenai,ID,Passenger,1,1,2,226,228,0.88
3540,December,2019,Washington,OR,Passenger,1,0,1,454,455,0.22
3541,December,2019,Maui,HI,Passenger,1,0,1,38,39,2.56
3542,December,2019,Tarrant,TX,Passenger,2,0,2,192,194,1.03
3543,December,2019,Kittitas,WA,Truck,0,0,0,14624,14624,0.0
3544,December,2019,San Francisco,CA,Passenger,2,1,3,100,103,2.91
3545,December,2019,Harris,TX,Passenger,1,0,1,240,241,0.41
3546,December,2019,Wilson,TX,Passenger,0,1,1,8,9,11.11
3547,December,2019,Moore,NC,Passenger,0,1,1,164,165,0.61
3548,December,2019,Stafford,VA,Passenger,1,1,2,94,96,2.08
3549,December,2019,Mason,WA,Passenger,142,135,277,47637,47914,0.58
3550,December,2019,San Juan,WA,Passenger,253,79,332,14407,14739,2.25
3551,December,2019,Cochise,AZ,Passenger,0,1,1,105,106,0.94
3552,December,2019,DuPage,IL,Passenger,3,0,3,63,66,4.55
3553,December,2019,Benton,WA,Passenger,315,308,623,135242,135865,0.46
3554,December,2019,New Haven,CT,Passenger,0,2,2,46,48,4.17
3555,December,2019,Walla Walla,WA,Passenger,63,60,123,36306,36429,0.34
3556,December,2019,Arlington,VA,Passenger,0,2,2,152,154,1.3
3557,December,2019,Owyhee,ID,Passenger,1,0,1,3,4,25.0
3558,December,2019,Fairfax,VA,Passenger,4,2,6,753,759,0.79
3559,December,2019,Shelby,OH,Passenger,0,1,1,1,2,50.0
3560,December,2019,Richmond,GA,Passenger,0,1,1,91,92,1.09
3561,December,2019,Brevard,FL,Passenger,0,1,1,88,89,1.12
3562,December,2019,Fort Bend,TX,Passenger,1,0,1,47,48,2.08
3563,December,2019,Cascade,MT,Passenger,0,1,1,55,56,1.79
3564,December,2019,Orange,CA,Passenger,7,2,9,504,513,1.75
3565,December,2019,Monroe,IL,Passenger,1,0,1,4,5,20.0
3566,December,2019,Lincoln,WA,Passenger,1,11,12,7804,7816,0.15
3567,December,2019,Dallas,TX,Passenger,1,0,1,207,208,0.48
3568,December,2019,Klamath,OR,Passenger,1,0,1,37,38,2.63
3569,December,2019,Douglas,NE,Passenger,0,1,1,57,58,1.72
3570,December,2019,Whatcom,WA,Passenger,987,477,1464,151703,153167,0.96
3571,December,2019,Kern,CA,Passenger,0,1,1,222,223,0.45
3572,December,2019,New London,CT,Passenger,0,2,2,246,248,0.81
3573,December,2019,Whitman,WA,Passenger,42,46,88,22678,22766,0.39
3574,December,2019,Palm Beach,FL,Passenger,0,1,1,83,84,1.19
3575,December,2019,Pend Oreille,WA,Passenger,7,7,14,9514,9528,0.15
3576,December,2019,Charles,MD,Passenger,0,1,1,83,84,1.19
3577,December,2019,Lake,FL,Passenger,1,0,1,21,22,4.55
3578,December,2019,Tuolumne,CA,Passenger,0,1,1,11,12,8.33
3579,December,2019,Clackamas,OR,Passenger,2,1,3,210,213,1.41
3580,December,2019,Portsmouth,VA,Passenger,0,1,1,81,82,1.22
3581,December,2019,Kitsap,WA,Truck,1,0,1,54446,54447,0.0
3582,December,2019,Stevens,WA,Truck,0,0,0,18761,18761,0.0
3583,December,2019,Skamania,WA,Passenger,26,19,45,8767,8812,0.51
3584,December,2019,Ramsey,MN,Passenger,1,0,1,39,40,2.5
3585,December,2019,Alexandria,VA,Passenger,1,0,1,147,148,0.68
3586,December,2019,Pinellas,FL,Passenger,1,1,2,108,110,1.82
3587,December,2019,Powhatan,VA,Passenger,1,0,1,0,1,100.0
3588,December,2019,St. Mary's,MD,Passenger,1,0,1,217,218,0.46
3589,December,2019,Suffolk,MA,Passenger,0,1,1,34,35,2.86
3590,December,2019,Franklin,WA,Truck,0,0,0,19779,19779,0.0
3591,December,2019,Grays Harbor,WA,Truck,0,0,0,20770,20770,0.0
3592,December,2019,Chelan,WA,Truck,0,0,0,22549,22549,0.0
3593,December,2019,Pima,AZ,Passenger,3,1,4,369,373,1.07
3594,December,2020,DeKalb,IN,Passenger,1,0,1,0,1,100.0
3595,December,2020,Lincoln,WA,Truck,0,0,0,4673,4673,0.0
3596,December,2020,Clallam,WA,Truck,1,0,1,21831,21832,0.0
3597,December,2020,Columbia,WA,Truck,0,0,0,1543,1543,0.0
3598,December,2020,Broward,FL,Passenger,2,1,3,107,110,2.73
3599,December,2020,Benton,WA,Truck,0,0,0,43207,43207,0.0
3600,December,2020,Chelan,WA,Passenger,278,88,366,54504,54870,0.67
3601,December,2020,Montgomery,MD,Passenger,1,0,1,227,228,0.44
3602,December,2020,Cascade,MT,Passenger,0,1,1,54,55,1.82
3603,December,2020,Charleston,SC,Passenger,2,0,2,89,91,2.2
3604,December,2020,Hudson,NJ,Passenger,1,0,1,39,40,2.5
3605,December,2020,Whitman,WA,Truck,0,0,0,8508,8508,0.0
3606,December,2020,Hampshire,MA,Passenger,1,0,1,6,7,14.29
3607,December,2020,Harrison,MS,Passenger,2,0,2,52,54,3.7
3608,December,2020,Cumberland,NC,Passenger,0,3,3,442,445,0.67
3609,December,2020,Collin,TX,Passenger,1,1,2,116,118,1.69
3610,December,2020,Nassau,NY,Passenger,4,0,4,28,32,12.5
3611,December,2020,Whitman,WA,Passenger,51,44,95,21905,22000,0.43
3612,December,2020,Pierce,WA,Truck,0,0,0,144789,144789,0.0
3613,December,2020,Larimer,CO,Passenger,1,0,1,54,55,1.82
3614,December,2020,Duval,FL,Passenger,0,2,2,353,355,0.56
3615,December,2020,Douglas,WA,Truck,0,0,0,12494,12494,0.0
3616,December,2020,Vigo,IN,Passenger,1,0,1,6,7,14.29
3617,December,2020,Kitsap,WA,Passenger,1556,756,2312,179832,182144,1.27
3618,December,2020,Honolulu,HI,Passenger,5,2,7,416,423,1.65
3619,December,2020,Franklin,WA,Passenger,85,83,168,61368,61536,0.27
3620,December,2020,Kauai,HI,Passenger,1,0,1,15,16,6.25
3621,December,2020,Boulder,CO,Passenger,0,1,1,44,45,2.22
3622,December,2020,St. Clair,IL,Passenger,1,0,1,137,138,0.72
3623,December,2020,Klickitat,WA,Truck,0,0,0,8088,8088,0.0
3624,December,2020,Stevens,WA,Truck,0,0,0,18716,18716,0.0
3625,December,2020,DuPage,IL,Passenger,2,0,2,53,55,3.64
3626,December,2020,Denton,TX,Passenger,1,0,1,85,86,1.16
3627,December,2020,San Francisco,CA,Passenger,1,1,2,90,92,2.17
3628,December,2020,Bradley,TN,Passenger,1,0,1,0,1,100.0
3629,December,2020,Skagit,WA,Passenger,497,238,735,91428,92163,0.8
3630,December,2020,Douglas,NE,Passenger,0,1,1,51,52,1.92
3631,December,2020,Dallas,TX,Passenger,1,0,1,171,172,0.58
3632,December,2020,Kitsap,WA,Truck,0,0,0,54371,54371,0.0
3633,December,2020,Santa Clara,CA,Passenger,7,2,9,267,276,3.26
3634,December,2020,Lewis,WA,Passenger,123,122,245,58843,59088,0.41
3635,December,2020,Portsmouth,VA,Passenger,0,1,1,77,78,1.28
3636,December,2020,Los Angeles,CA,Passenger,10,11,21,939,960,2.19
3637,December,2020,Columbia,WA,Passenger,5,3,8,2441,2449,0.33
3638,December,2020,Grant,WA,Truck,0,0,0,27505,27505,0.0
3639,December,2020,Maui,HI,Passenger,1,0,1,27,28,3.57
3640,December,2020,Lewis,WA,Truck,0,0,0,26622,26622,0.0
3641,December,2020,Dakota,MN,Passenger,0,1,1,26,27,3.7
3642,December,2020,Lake,FL,Passenger,1,0,1,22,23,4.35
3643,December,2020,Sacramento,CA,Passenger,2,0,2,234,236,0.85
3644,December,2020,Lincoln,WA,Passenger,5,12,17,7644,7661,0.22
3645,December,2020,San Mateo,CA,Passenger,1,1,2,107,109,1.83
3646,December,2020,Carson City,NV,Passenger,1,0,1,12,13,7.69
3647,December,2020,Shelby,OH,Passenger,0,1,1,1,2,50.0
3648,December,2020,Plaquemines,LA,Passenger,0,1,1,13,14,7.14
3649,December,2020,Mason,WA,Truck,0,0,0,20948,20948,0.0
3650,December,2020,Clark,WA,Passenger,2356,1180,3536,319513,323049,1.09
3651,December,2020,Anne Arundel,MD,Passenger,1,1,2,399,401,0.5
3652,December,2020,Williams,ND,Passenger,0,1,1,10,11,9.09
3653,December,2020,Bartow,GA,Passenger,0,1,1,4,5,20.0
3654,December,2020,Wahkiakum,WA,Passenger,6,7,13,3036,3049,0.43
3655,December,2020,Harris,TX,Passenger,1,1,2,214,216,0.93
3656,December,2020,Flathead,MT,Passenger,1,0,1,50,51,1.96
3657,December,2020,Garfield,WA,Passenger,0,2,2,1367,1369,0.15
3658,December,2020,Yakima,WA,Passenger,170,128,298,167294,167592,0.18
3659,December,2020,Sarasota,FL,Passenger,2,0,2,26,28,7.14
3660,December,2020,Santa Cruz,CA,Passenger,1,0,1,27,28,3.57
3661,December,2020,Kittitas,WA,Truck,0,0,0,14646,14646,0.0
3662,December,2020,Charles,MD,Passenger,1,1,2,70,72,2.78
3663,December,2020,Powhatan,VA,Passenger,1,0,1,1,2,50.0
3664,December,2020,Thurston,WA,Truck,0,0,0,56389,56389,0.0
3665,December,2020,Erie,NY,Passenger,1,0,1,42,43,2.33
3666,December,2020,San Juan,WA,Passenger,365,111,476,14021,14497,3.28
3667,December,2020,Richland,SC,Passenger,0,1,1,139,140,0.71
3668,December,2020,Ada,ID,Passenger,0,1,1,243,244,0.41
3669,December,2020,Walla Walla,WA,Truck,0,0,0,13871,13871,0.0
3670,December,2020,Albemarle,VA,Passenger,1,0,1,21,22,4.55
3671,December,2020,Anchorage,AK,Passenger,1,0,1,144,145,0.69
3672,December,2020,Bexar,TX,Passenger,3,5,8,567,575,1.39
3674,December,2020,Juneau,AK,Passenger,0,1,1,25,26,3.85
3675,December,2020,Houston,GA,Passenger,1,0,1,51,52,1.92
3676,December,2020,Deschutes,OR,Passenger,1,0,1,117,118,0.85
3677,December,2020,Ferry,WA,Passenger,9,3,12,4361,4373,0.27
3678,December,2020,Moore,NC,Passenger,0,1,1,147,148,0.68
3679,December,2020,Jefferson,WA,Passenger,285,155,440,24813,25253,1.74
3680,December,2020,Sumter,FL,Passenger,0,1,1,10,11,9.09
3681,December,2020,Norfolk,VA,Passenger,2,3,5,338,343,1.46
3682,December,2020,Kittitas,WA,Passenger,127,51,178,29824,30002,0.59
3683,December,2020,Manassas,VA,Passenger,0,1,1,5,6,16.67
3684,December,2020,Okanogan,WA,Passenger,55,36,91,26069,26160,0.35
3685,December,2020,Rockingham,NH,Passenger,1,0,1,21,22,4.55
3686,December,2020,Harnett,NC,Passenger,1,0,1,185,186,0.54
3687,December,2020,Asotin,WA,Passenger,16,13,29,12413,12442,0.23
3688,December,2020,Skamania,WA,Passenger,33,22,55,8352,8407,0.65
3689,December,2020,Grays Harbor,WA,Truck,0,0,0,21205,21205,0.0
3690,December,2020,King,WA,Passenger,26917,8171,35088,1370135,1405223,2.5
3691,December,2020,Leavenworth,KS,Passenger,0,1,1,124,125,0.8
3692,December,2020,San Diego,CA,Passenger,13,4,17,2708,2725,0.62
3693,December,2020,Thurston,WA,Passenger,1321,780,2101,197406,199507,1.05
3694,December,2020,Riverside,CA,Passenger,4,1,5,592,597,0.84
3695,December,2020,Allegheny,PA,Passenger,1,1,2,66,68,2.94
3696,December,2020,Cowlitz,WA,Passenger,177,127,304,72118,72422,0.42
3697,December,2020,Sedgwick,KS,Passenger,1,1,2,89,91,2.2
3698,December,2020,Okanogan,WA,Truck,0,0,0,16607,16607,0.0
3699,December,2020,New London,CT,Passenger,1,2,3,232,235,1.28
3700,December,2020,Maricopa,AZ,Passenger,6,6,12,1306,1318,0.91
3701,December,2020,Okaloosa,FL,Passenger,0,1,1,132,133,0.75
3702,December,2020,Placer,CA,Passenger,2,0,2,83,85,2.35
3703,December,2020,Twin Falls,ID,Passenger,0,1,1,24,25,4.0
3704,December,2020,Hawaii,HI,Passenger,1,0,1,53,54,1.85
3705,December,2020,Rogers,OK,Passenger,1,0,1,3,4,25.0
3706,December,2020,Oldham,KY,Passenger,0,1,1,4,5,20.0
3707,December,2020,Jefferson,WA,Truck,0,0,0,9588,9588,0.0
3708,December,2020,Miami-Dade,FL,Passenger,1,0,1,97,98,1.02
3709,December,2020,Ventura,CA,Passenger,1,1,2,272,274,0.73
3710,December,2020,Wichita,TX,Passenger,1,0,1,41,42,2.38
3711,December,2020,Clark,WA,Truck,0,0,0,83498,83498,0.0
3712,December,2020,Penobscot,ME,Passenger,0,1,1,9,10,10.0
3713,December,2020,Kern,CA,Passenger,0,1,1,216,217,0.46
3714,December,2020,Contra Costa,CA,Passenger,3,3,6,278,284,2.11
3715,December,2020,Snohomish,WA,Truck,0,0,0,125700,125700,0.0
3716,December,2020,San Joaquin,CA,Passenger,1,0,1,108,109,0.92
3717,December,2020,Denver,CO,Passenger,1,0,1,115,116,0.86
3718,December,2020,Kings,NY,Passenger,1,0,1,62,63,1.59
3719,December,2020,Stevens,WA,Passenger,36,40,76,30234,30310,0.25
3720,December,2020,Pennington,SD,Passenger,1,0,1,34,35,2.86
3721,December,2020,Spartanburg,SC,Passenger,0,1,1,49,50,2.0
3722,December,2020,Grays Harbor,WA,Passenger,127,122,249,48651,48900,0.51
3723,December,2020,Douglas,CO,Passenger,0,1,1,78,79,1.27
3724,December,2020,Pacific,WA,Truck,0,0,0,7792,7792,0.0
3725,December,2020,Spokane,WA,Truck,0,0,0,100712,100712,0.0
3726,December,2020,Fresno,CA,Passenger,1,0,1,169,170,0.59
3727,December,2020,Queens,NY,Passenger,1,0,1,52,53,1.89
3728,December,2020,Whatcom,WA,Passenger,1218,550,1768,150033,151801,1.16
3729,December,2020,Adams,WA,Truck,0,0,0,5337,5337,0.0
3730,December,2020,Prince George's,MD,Passenger,2,1,3,145,148,2.03
3731,December,2020,Orange,CA,Passenger,4,3,7,446,453,1.55
3732,December,2020,El Dorado,CA,Passenger,1,0,1,33,34,2.94
3733,December,2020,Camden,NJ,Passenger,0,1,1,19,20,5.0
3734,December,2020,Morris,NJ,Passenger,1,0,1,16,17,5.88
3735,December,2020,Yakima,WA,Truck,0,0,0,60982,60982,0.0
3736,December,2020,Pierce,WA,Passenger,2825,1771,4596,555647,560243,0.82
3737,December,2020,Frederick,MD,Passenger,1,1,2,72,74,2.7
3738,December,2020,Monroe,IL,Passenger,1,0,1,3,4,25.0
3739,December,2020,Lee,FL,Passenger,1,0,1,43,44,2.27
3740,December,2020,Howard,MD,Passenger,0,1,1,64,65,1.54
3741,December,2020,Gwinnett,GA,Passenger,1,0,1,67,68,1.47
3742,December,2020,Lake,IL,Passenger,2,0,2,158,160,1.25
3743,December,2020,Ulster,NY,Passenger,1,0,1,8,9,11.11
3744,December,2020,New Haven,CT,Passenger,0,2,2,36,38,5.26
3745,December,2020,Garfield,WA,Truck,0,0,0,996,996,0.0
3746,December,2020,Skagit,WA,Truck,1,0,1,32781,32782,0.0
3747,December,2020,Suffolk,MA,Passenger,0,2,2,33,35,5.71
3748,December,2020,Pinellas,FL,Passenger,1,1,2,97,99,2.02
3749,December,2020,Ramsey,MN,Passenger,1,0,1,34,35,2.86
3750,December,2020,Snohomish,WA,Passenger,5036,1848,6884,538610,545494,1.26
3751,December,2020,Klamath,OR,Passenger,1,0,1,30,31,3.23
3752,December,2020,Saginaw,MI,Passenger,2,0,2,9,11,18.18
3753,December,2020,Fairbanks North Star,AK,Passenger,0,1,1,90,91,1.1
3754,December,2020,Middlesex,MA,Passenger,1,1,2,94,96,2.08
3755,December,2020,Kent,MI,Passenger,0,1,1,23,24,4.17
3756,December,2020,Randolph,NC,Passenger,1,0,1,6,7,14.29
3757,December,2020,Owyhee,ID,Passenger,1,0,1,3,4,25.0
3758,December,2020,Island,WA,Truck,0,0,0,21369,21369,0.0
3759,December,2020,Cowlitz,WA,Truck,0,0,0,28933,28933,0.0
3760,December,2020,Pacific,WA,Passenger,34,35,69,15727,15796,0.44
3761,December,2020,Salt Lake,UT,Passenger,0,1,1,172,173,0.58
3762,December,2020,Montgomery,PA,Passenger,1,0,1,25,26,3.85
3763,December,2020,Williamson,TX,Passenger,0,2,2,122,124,1.61
3764,December,2020,El Paso,CO,Passenger,2,0,2,698,700,0.29
3765,December,2020,San Juan,WA,Truck,0,0,0,5874,5874,0.0
3766,December,2020,Orange,FL,Passenger,1,0,1,114,115,0.87
3767,December,2020,Klickitat,WA,Passenger,62,43,105,14980,15085,0.7
3768,December,2020,Palm Beach,FL,Passenger,0,1,1,73,74,1.35
3769,December,2020,Virginia Beach,VA,Passenger,2,0,2,637,639,0.31
3770,December,2020,Stafford,VA,Passenger,2,1,3,92,95,3.16
3771,December,2020,District of Columbia,DC,Passenger,3,1,4,201,205,1.95
3772,December,2020,St. Louis,MO,Passenger,1,0,1,96,97,1.03
3773,December,2020,Calvert,MD,Passenger,0,2,2,85,87,2.3
3774,December,2020,Arapahoe,CO,Passenger,1,0,1,120,121,0.83
3775,December,2020,El Paso,TX,Passenger,3,0,3,396,399,0.75
3776,December,2020,Solano,CA,Passenger,1,0,1,205,206,0.49
3777,December,2020,Missoula,MT,Passenger,1,0,1,64,65,1.54
3778,December,2020,Prince William,VA,Passenger,1,2,3,217,220,1.36
3779,December,2020,Nueces,TX,Passenger,1,0,1,82,83,1.2
3780,December,2020,Carroll,NH,Passenger,0,1,1,5,6,16.67
3781,December,2020,Washtenaw,MI,Passenger,1,0,1,31,32,3.12
3782,December,2020,Island,WA,Passenger,507,289,796,63011,63807,1.25
3783,December,2020,Asotin,WA,Truck,0,0,0,6675,6675,0.0
3784,December,2020,Bucks,PA,Passenger,1,0,1,18,19,5.26
3785,December,2020,Montgomery,OH,Passenger,0,1,1,52,53,1.89
3786,December,2020,Ferry,WA,Truck,0,0,0,3607,3607,0.0
3787,December,2020,Philadelphia,PA,Passenger,1,0,1,60,61,1.64
3788,December,2020,Washington,OR,Passenger,1,0,1,410,411,0.24
3789,December,2020,Whatcom,WA,Truck,3,0,3,43545,43548,0.01
3790,December,2020,Boone,MO,Passenger,0,1,1,10,11,9.09
3791,December,2020,Chesapeake,VA,Passenger,0,3,3,404,407,0.74
3792,December,2020,Fulton,GA,Passenger,1,2,3,89,92,3.26
3793,December,2020,Jefferson,NY,Passenger,0,1,1,208,209,0.48
3794,December,2020,St. Mary's,MD,Passenger,1,0,1,210,211,0.47
3795,December,2020,Hamilton,IN,Passenger,2,0,2,34,36,5.56
3796,December,2020,Fort Bend,TX,Passenger,1,0,1,42,43,2.33
3797,December,2020,Utah,UT,Passenger,0,1,1,126,127,0.79
3798,December,2020,Mason,WA,Passenger,173,133,306,47648,47954,0.64
3799,December,2020,Hennepin,MN,Passenger,2,0,2,82,84,2.38
3800,December,2020,Clark,NV,Passenger,3,2,5,649,654,0.76
3801,December,2020,Grant,WA,Passenger,80,81,161,65927,66088,0.24
3802,December,2020,Douglas,WA,Passenger,86,44,130,28191,28321,0.46
3803,December,2020,Nassau,FL,Passenger,1,0,1,35,36,2.78
3804,December,2020,Clallam,WA,Passenger,273,185,458,49921,50379,0.91
3805,December,2020,Wilson,TX,Passenger,0,1,1,5,6,16.67
3806,December,2020,Walla Walla,WA,Passenger,98,67,165,36134,36299,0.45
3807,December,2020,Pend Oreille,WA,Truck,0,0,0,5715,5715,0.0
3808,December,2020,Benton,WA,Passenger,440,355,795,134989,135784,0.59
3809,December,2020,Skamania,WA,Truck,0,0,0,4004,4004,0.0
3810,December,2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.0
3811,December,2020,Chelan,WA,Truck,0,0,0,22804,22804,0.0
3812,December,2020,Platte,MO,Passenger,1,0,1,17,18,5.56
3813,December,2020,Cape May,NJ,Passenger,0,1,1,10,11,9.09
3814,December,2020,Putnam,TN,Passenger,0,1,1,2,3,33.33
3815,December,2020,Clackamas,OR,Passenger,3,0,3,180,183,1.64
3816,December,2020,Pend Oreille,WA,Passenger,12,4,16,9171,9187,0.17
3817,December,2020,Loudoun,VA,Passenger,1,0,1,75,76,1.32
3818,December,2020,Travis,TX,Passenger,2,1,3,168,171,1.75
3819,December,2020,Howard,IN,Passenger,0,1,1,3,4,25.0
3820,December,2020,Goochland,VA,Passenger,4,3,7,245,252,2.78
3821,December,2020,Montgomery,TX,Passenger,1,0,1,46,47,2.13
3822,December,2020,Wahkiakum,WA,Truck,0,0,0,1770,1770,0.0
3823,December,2020,Monterey,CA,Passenger,0,1,1,156,157,0.64
3824,December,2020,New York,NY,Passenger,1,0,1,54,55,1.82
3825,December,2020,Tulsa,OK,Passenger,1,1,2,39,41,4.88
3826,December,2020,Pima,AZ,Passenger,2,1,3,320,323,0.93
3827,December,2020,Franklin,WA,Truck,0,0,0,20434,20434,0.0
3828,December,2020,Adams,WA,Passenger,10,7,17,12960,12977,0.13
3829,December,2020,Alexandria,VA,Passenger,2,0,2,134,136,1.47
3830,December,2020,King,WA,Truck,6,1,7,184370,184377,0.0
3831,December,2020,Multnomah,OR,Passenger,3,6,9,685,694,1.3
3832,December,2020,Fairfax,VA,Passenger,4,3,7,704,711,0.98
3833,December,2020,Alameda,CA,Passenger,3,0,3,260,263,1.14
3834,December,2020,Jones,GA,Passenger,1,0,1,1,2,50.0
3835,December,2020,Washoe,NV,Passenger,1,0,1,101,102,0.98
3836,December,2020,Arlington,VA,Passenger,0,2,2,140,142,1.41
3837,December,2020,Richmond,GA,Passenger,0,1,1,77,78,1.28
3838,December,2020,Carroll,MD,Passenger,0,1,1,21,22,4.55
3839,December,2020,Polk,FL,Passenger,1,0,1,56,57,1.75
3840,December,2020,DeKalb,GA,Passenger,1,0,1,69,70,1.43
3841,December,2020,Spokane,WA,Passenger,886,547,1433,321109,322542,0.44
3842,December,2020,Suffolk,VA,Passenger,1,0,1,124,125,0.8
3843,December,2020,Greene,MO,Passenger,0,1,1,32,33,3.03
3844,December,2021,Benton,WA,Truck,0,0,0,43707,43707,0.0
3845,December,2021,Bartow,GA,Passenger,0,1,1,3,4,25.0
3846,December,2021,Lewis,WA,Passenger,206,164,370,59615,59985,0.62
3847,December,2021,Geary,KS,Passenger,1,0,1,94,95,1.05
3848,December,2021,Pend Oreille,WA,Truck,0,0,0,5703,5703,0.0
3849,December,2021,Denton,TX,Passenger,1,0,1,74,75,1.33
3850,December,2021,Wilson,NC,Passenger,1,0,1,0,1,100.0
3851,December,2021,Hamilton,OH,Passenger,1,0,1,32,33,3.03
3852,December,2021,El Paso,TX,Passenger,2,0,2,344,346,0.58
3853,December,2021,Moore,NC,Passenger,0,1,1,120,121,0.83
3854,December,2021,Elmore,ID,Passenger,1,0,1,16,17,5.88
