,Month_ending,Year,County,State,Primary_use,Battery_BEVs,Hybrid_(PHEVs),EV_Total,Non-Electric_Total,Total_Veh,%_Electric,Proximity,State_Names
1532,April,2023,El Paso,TX,Passenger,2,0,2,258,260,0.77,Mid-Distance,Texas
1533,April,2023,Dorchester,SC,Passenger,1,0,1,39,40,2.5,Furthest,South Carolina
1534,April,2023,Alameda,CA,Passenger,3,0,3,149,152,1.97,Nearest,California
1537,April,2023,Geary,KS,Passenger,1,0,1,69,70,1.43,Mid-Distance,Kansas
1538,April,2023,Cook,IL,Passenger,2,0,2,142,144,1.39,Mid-Distance,Illinois
1539,April,2023,St. Mary's,MD,Passenger,1,0,1,163,164,0.61,Furthest,Maryland
1540,April,2023,Saratoga,NY,Passenger,1,1,2,30,32,6.25,Furthest,New York
1541,April,2023,Jackson,OK,Passenger,0,1,1,30,31,3.23,Mid-Distance,Oklahoma
1542,April,2023,Cumberland,PA,Passenger,1,0,1,31,32,3.12,Furthest,Pennsylvania
1543,April,2023,Sacramento,CA,Passenger,4,0,4,134,138,2.9,Nearest,California
1544,April,2023,Sheridan,WY,Passenger,1,0,1,5,6,16.67,Nearest,Wyoming
1546,April,2023,Yellowstone,MT,Passenger,0,1,1,16,17,5.88,Nearest,Montana
1547,April,2023,Wilson,TX,Passenger,0,1,1,2,3,33.33,Mid-Distance,Texas
1552,April,2023,Plaquemines,LA,Passenger,1,1,2,14,16,12.5,Mid-Distance,Louisiana
1556,April,2023,Santa Cruz,CA,Passenger,1,0,1,13,14,7.14,Nearest,California
1558,April,2023,Kent,DE,Passenger,1,0,1,44,45,2.22,Furthest,Delaware
1559,April,2023,Cumberland,NC,Passenger,1,2,3,285,288,1.04,Furthest,North Carolina
1562,April,2023,Ulster,NY,Passenger,1,0,1,4,5,20.0,Furthest,New York
1564,April,2023,Riverside,CA,Passenger,6,1,7,357,364,1.92,Nearest,California
1566,April,2023,Miami-Dade,FL,Passenger,1,0,1,54,55,1.82,Furthest,Florida
1567,April,2023,Napa,CA,Passenger,0,1,1,10,11,9.09,Nearest,California
1569,April,2023,Sarpy,NE,Passenger,1,0,1,45,46,2.17,Mid-Distance,Nebraska
1571,April,2023,Burlington,NJ,Passenger,0,2,2,89,91,2.2,Furthest,New Jersey
1576,April,2023,Charles,MD,Passenger,1,1,2,49,51,3.92,Furthest,Maryland
1577,April,2023,Sarasota,FL,Passenger,1,0,1,14,15,6.67,Furthest,Florida
1578,April,2023,Houston,GA,Passenger,1,0,1,26,27,3.7,Furthest,Georgia
1580,April,2023,Middlesex,MA,Passenger,2,1,3,57,60,5.0,Furthest,Massachusetts
1581,April,2023,Onslow,NC,Passenger,0,1,1,136,137,0.73,Furthest,North Carolina
1582,August,2017,Tuolumne,CA,Passenger,0,1,1,14,15,6.67,Nearest,California
1586,August,2017,Hawaii,HI,Passenger,1,0,1,77,78,1.28,Nearest,Hawaii
1587,August,2017,Essex,NJ,Passenger,1,0,1,13,14,7.14,Furthest,New Jersey
1589,August,2017,Twin Falls,ID,Passenger,0,1,1,22,23,4.35,Nearest,Idaho
1591,August,2017,Saratoga,NY,Passenger,1,1,2,72,74,2.7,Furthest,New York
1592,August,2017,Manatee,FL,Passenger,1,0,1,42,43,2.33,Furthest,Florida
1593,August,2017,Jefferson,NY,Passenger,1,0,1,245,246,0.41,Furthest,New York
1594,August,2017,Lane,OR,Passenger,0,1,1,223,224,0.45,Nearest,Oregon
1595,August,2017,Sacramento,CA,Passenger,1,0,1,345,346,0.29,Nearest,California
1597,August,2017,Palm Beach,FL,Passenger,0,1,1,98,99,1.01,Furthest,Florida
1598,August,2017,Los Angeles,CA,Passenger,3,2,5,1251,1256,0.4,Nearest,California
1602,August,2017,Lee,AL,Passenger,1,0,1,36,37,2.7,Furthest,Alabama
1603,August,2017,Santa Clara,CA,Passenger,5,2,7,393,400,1.75,Nearest,California
1604,August,2017,Fairfax,VA,Passenger,2,2,4,841,845,0.47,Furthest,Virginia
1608,August,2017,Missoula,MT,Passenger,1,0,1,70,71,1.41,Nearest,Montana
1610,August,2017,Gwinnett,GA,Passenger,0,1,1,84,85,1.18,Furthest,Georgia
1612,August,2017,Orange,FL,Passenger,1,1,2,144,146,1.37,Furthest,Florida
1615,August,2017,Pinal,AZ,Passenger,2,0,2,227,229,0.87,Nearest,Arizona
1616,August,2017,Albemarle,VA,Passenger,0,1,1,32,33,3.03,Furthest,Virginia
1618,August,2017,Howard,MD,Passenger,0,2,2,89,91,2.2,Furthest,Maryland
1620,August,2017,Duval,FL,Passenger,1,1,2,377,379,0.53,Furthest,Florida
1621,August,2017,Virginia Beach,VA,Passenger,2,1,3,646,649,0.46,Furthest,Virginia
1622,August,2017,Sedgwick,KS,Passenger,0,1,1,104,105,0.95,Mid-Distance,Kansas
1625,August,2017,DeKalb,GA,Passenger,1,0,1,86,87,1.15,Furthest,Georgia
1628,August,2017,Hamilton,TN,Passenger,1,0,1,20,21,4.76,Furthest,Tennessee
1630,August,2017,Fulton,GA,Passenger,1,0,1,109,110,0.91,Furthest,Georgia
1631,August,2017,Arlington,VA,Passenger,1,2,3,166,169,1.78,Furthest,Virginia
1635,August,2017,Tarrant,TX,Passenger,1,0,1,233,234,0.43,Mid-Distance,Texas
1636,August,2017,Montgomery,PA,Passenger,1,0,1,40,41,2.44,Furthest,Pennsylvania
1637,August,2017,Ramsey,MN,Passenger,1,0,1,39,40,2.5,Mid-Distance,Minnesota
1639,August,2017,Alameda,CA,Passenger,0,1,1,358,359,0.28,Nearest,California
1641,August,2017,Travis,TX,Passenger,0,1,1,194,195,0.51,Mid-Distance,Texas
1642,August,2017,Riverside,CA,Passenger,1,2,3,769,772,0.39,Nearest,California
1643,August,2017,Montgomery,TX,Passenger,1,0,1,60,61,1.64,Mid-Distance,Texas
1644,August,2017,Utah,UT,Passenger,0,1,1,147,148,0.68,Nearest,Utah
1647,August,2017,Tulare,CA,Passenger,1,0,1,197,198,0.51,Nearest,California
1648,August,2017,El Paso,CO,Passenger,2,0,2,777,779,0.26,Mid-Distance,Colorado
1650,August,2017,Cape May,NJ,Passenger,0,1,1,18,19,5.26,Furthest,New Jersey
1651,August,2017,DeKalb,IN,Passenger,1,0,1,1,2,50.0,Furthest,Indiana
1652,August,2017,Kent,MI,Passenger,0,1,1,38,39,2.56,Furthest,Michigan
1653,August,2017,Hardin,KY,Passenger,0,1,1,122,123,0.81,Furthest,Kentucky
1654,August,2017,Shelby,TN,Passenger,0,1,1,103,104,0.96,Furthest,Tennessee
1659,August,2017,St. Clair,IL,Passenger,0,1,1,168,169,0.59,Mid-Distance,Illinois
1660,August,2017,Montgomery,TN,Passenger,1,0,1,281,282,0.35,Furthest,Tennessee
1661,August,2017,Morris,NJ,Passenger,1,0,1,23,24,4.17,Furthest,New Jersey
1662,August,2017,Dakota,MN,Passenger,0,2,2,36,38,5.26,Mid-Distance,Minnesota
1665,August,2017,Madison,ID,Passenger,1,0,1,37,38,2.63,Nearest,Idaho
1668,August,2017,Wayne,MI,Passenger,0,1,1,67,68,1.47,Furthest,Michigan
1669,August,2017,Prince William,VA,Passenger,0,3,3,267,270,1.11,Furthest,Virginia
1670,August,2017,Moore,NC,Passenger,0,1,1,200,201,0.5,Furthest,North Carolina
1672,August,2017,Frederick,MD,Passenger,0,1,1,83,84,1.19,Furthest,Maryland
1675,August,2017,Northampton,PA,Passenger,0,1,1,97,98,1.02,Furthest,Pennsylvania
1676,August,2017,Nueces,TX,Passenger,0,1,1,94,95,1.05,Mid-Distance,Texas
1677,August,2017,Santa Fe,NM,Passenger,0,1,1,43,44,2.27,Mid-Distance,New Mexico
1678,August,2017,Juneau,AK,Passenger,0,1,1,43,44,2.27,Nearest,Alaska
1681,August,2017,Montgomery,MD,Passenger,1,0,1,307,308,0.32,Furthest,Maryland
1682,August,2017,Monterey,CA,Passenger,0,2,2,195,197,1.02,Nearest,California
1683,August,2017,Canyon,ID,Passenger,0,1,1,97,98,1.02,Nearest,Idaho
1684,August,2017,Polk,FL,Passenger,1,0,1,64,65,1.54,Furthest,Florida
1686,August,2017,Flathead,MT,Passenger,1,0,1,59,60,1.67,Nearest,Montana
1687,August,2017,Portsmouth,VA,Passenger,0,1,1,65,66,1.52,Furthest,Virginia
1689,August,2017,Charles,MD,Passenger,0,1,1,85,86,1.16,Furthest,Maryland
1690,August,2017,Dale,AL,Passenger,0,1,1,63,64,1.56,Furthest,Alabama
1691,August,2017,New Haven,CT,Passenger,0,1,1,57,58,1.72,Furthest,Connecticut
1698,August,2017,Carroll,NH,Passenger,0,1,1,1,2,50.0,Furthest,New Hampshire
1699,August,2017,Norfolk,VA,Passenger,1,1,2,313,315,0.63,Furthest,Virginia
1700,August,2017,Maui,HI,Passenger,1,0,1,69,70,1.43,Nearest,Hawaii
1703,August,2017,Orange,CA,Passenger,3,1,4,611,615,0.65,Nearest,California
1704,August,2017,Okaloosa,FL,Passenger,1,0,1,184,185,0.54,Furthest,Florida
1705,August,2017,Clark,NV,Passenger,1,2,3,795,798,0.38,Nearest,Nevada
1707,August,2017,District of Columbia,DC,Passenger,0,2,2,206,208,0.96,Furthest,District of Columbia
1709,August,2017,Pima,AZ,Passenger,1,2,3,418,421,0.71,Nearest,Arizona
1712,August,2017,Sangamon,IL,Passenger,1,0,1,11,12,8.33,Mid-Distance,Illinois
1713,August,2017,Nantucket,MA,Passenger,1,0,1,3,4,25.0,Furthest,Massachusetts
1714,August,2017,Latah,ID,Passenger,0,1,1,92,93,1.08,Nearest,Idaho
1719,August,2017,New London,CT,Passenger,1,1,2,255,257,0.78,Furthest,Connecticut
1721,August,2017,Santa Rosa,FL,Passenger,1,0,1,110,111,0.9,Furthest,Florida
1723,August,2017,Multnomah,OR,Passenger,1,3,4,937,941,0.43,Nearest,Oregon
1724,August,2017,Allegheny,PA,Passenger,1,0,1,89,90,1.11,Furthest,Pennsylvania
1727,August,2017,San Mateo,CA,Passenger,0,1,1,150,151,0.66,Nearest,California
1728,August,2017,Anne Arundel,MD,Passenger,0,1,1,496,497,0.2,Furthest,Maryland
1729,August,2017,Jackson,MO,Passenger,1,0,1,57,58,1.72,Furthest,Missouri
1733,August,2017,Manassas,VA,Passenger,0,1,1,9,10,10.0,Furthest,Virginia
1734,August,2017,Maricopa,AZ,Passenger,2,0,2,1690,1692,0.12,Nearest,Arizona
1735,August,2017,Deschutes,OR,Passenger,1,0,1,194,195,0.51,Nearest,Oregon
1736,August,2017,Norfolk,MA,Passenger,1,0,1,38,39,2.56,Furthest,Massachusetts
1737,August,2017,Marin,CA,Passenger,1,0,1,58,59,1.69,Nearest,California
1738,August,2017,Franklin,MA,Passenger,0,1,1,4,5,20.0,Furthest,Massachusetts
1740,August,2017,Richmond,GA,Passenger,0,1,1,88,89,1.12,Furthest,Georgia
1743,August,2017,Dallas,TX,Passenger,0,1,1,181,182,0.55,Mid-Distance,Texas
1744,August,2017,Prince George's,MD,Passenger,0,1,1,187,188,0.53,Furthest,Maryland
1746,August,2017,Nassau,NY,Passenger,1,1,2,39,41,4.88,Furthest,New York
1747,August,2017,St. Lucie,FL,Passenger,1,0,1,28,29,3.45,Furthest,Florida
1748,August,2017,Orleans,LA,Passenger,0,1,1,44,45,2.22,Mid-Distance,Louisiana
1749,August,2017,Richland,SC,Passenger,0,1,1,188,189,0.53,Furthest,South Carolina
1750,August,2017,Bexar,TX,Passenger,1,1,2,852,854,0.23,Mid-Distance,Texas
1751,August,2017,Cobb,GA,Passenger,0,1,1,73,74,1.35,Furthest,Georgia
1752,August,2017,Volusia,FL,Passenger,0,1,1,46,47,2.13,Furthest,Florida
1753,August,2017,Franklin,OH,Passenger,0,1,1,115,116,0.86,Furthest,Ohio
1757,August,2017,Sumter,FL,Passenger,0,1,1,10,11,9.09,Furthest,Florida
1759,August,2017,Hamilton,IN,Passenger,1,0,1,58,59,1.69,Furthest,Indiana
1761,August,2017,San Diego,CA,Passenger,6,1,7,2660,2667,0.26,Nearest,California
1762,August,2017,Lumpkin,GA,Passenger,1,0,1,9,10,10.0,Furthest,Georgia
1764,August,2017,Bergen,NJ,Passenger,0,2,2,30,32,6.25,Furthest,New Jersey
1765,August,2017,Honolulu,HI,Passenger,3,2,5,561,566,0.88,Nearest,Hawaii
1768,August,2018,Marion,OR,Passenger,1,0,1,122,123,0.81,Nearest,Oregon
1769,August,2018,Bexar,TX,Passenger,3,4,7,737,744,0.94,Mid-Distance,Texas
1770,August,2018,Douglas,NE,Passenger,0,1,1,70,71,1.41,Mid-Distance,Nebraska
1771,August,2018,Maui,HI,Passenger,1,0,1,55,56,1.79,Nearest,Hawaii
1774,August,2018,El Paso,TX,Passenger,1,0,1,507,508,0.2,Mid-Distance,Texas
1775,August,2018,Los Angeles,CA,Passenger,7,4,11,1136,1147,0.96,Nearest,California
1777,August,2018,Prince George's,MD,Passenger,1,1,2,181,183,1.09,Furthest,Maryland
1778,August,2018,DeKalb,GA,Passenger,1,0,1,79,80,1.25,Furthest,Georgia
1779,August,2018,Virginia Beach,VA,Passenger,2,1,3,697,700,0.43,Furthest,Virginia
1780,August,2018,St. Lucie,FL,Passenger,1,0,1,30,31,3.23,Furthest,Florida
1781,August,2018,Fulton,GA,Passenger,1,2,3,106,109,2.75,Furthest,Georgia
1782,August,2018,Carson City,NV,Passenger,1,0,1,14,15,6.67,Nearest,Nevada
1783,August,2018,Travis,TX,Passenger,0,1,1,195,196,0.51,Mid-Distance,Texas
1785,August,2018,Moore,NC,Passenger,0,1,1,198,199,0.5,Furthest,North Carolina
1786,August,2018,DuPage,IL,Passenger,1,0,1,56,57,1.75,Mid-Distance,Illinois
1789,August,2018,Madison,ID,Passenger,1,0,1,36,37,2.7,Nearest,Idaho
1793,August,2018,Essex,NJ,Passenger,1,0,1,11,12,8.33,Furthest,New Jersey
1797,August,2018,Cape May,NJ,Passenger,0,1,1,22,23,4.35,Furthest,New Jersey
1800,August,2018,Monroe,IL,Passenger,1,0,1,5,6,16.67,Mid-Distance,Illinois
1801,August,2018,Allegheny,PA,Passenger,1,0,1,78,79,1.27,Furthest,Pennsylvania
1803,August,2018,Carroll,NH,Passenger,0,1,1,1,2,50.0,Furthest,New Hampshire
1804,August,2018,Hawaii,HI,Passenger,1,0,1,71,72,1.39,Nearest,Hawaii
1807,August,2018,Cumberland,NC,Passenger,0,1,1,534,535,0.19,Furthest,North Carolina
1808,August,2018,Clay,FL,Passenger,0,1,1,93,94,1.06,Furthest,Florida
1809,August,2018,Juneau,AK,Passenger,0,1,1,44,45,2.22,Nearest,Alaska
1811,August,2018,Washington,OR,Passenger,0,1,1,472,473,0.21,Nearest,Oregon
1812,August,2018,Kent,MI,Passenger,0,1,1,27,28,3.57,Furthest,Michigan
1813,August,2018,Norfolk,VA,Passenger,2,2,4,334,338,1.18,Furthest,Virginia
1814,August,2018,San Juan,PR,Passenger,0,1,1,4,5,20.0,Mid-Distance,Puerto Rico
1815,August,2018,Williamson,TX,Passenger,0,1,1,162,163,0.61,Mid-Distance,Texas
1816,August,2018,Ramsey,MN,Passenger,1,0,1,40,41,2.44,Mid-Distance,Minnesota
1819,August,2018,Dallas,TX,Passenger,0,1,1,196,197,0.51,Mid-Distance,Texas
1820,August,2018,Lee,FL,Passenger,1,0,1,58,59,1.69,Furthest,Florida
1822,August,2018,Clackamas,OR,Passenger,0,1,1,219,220,0.45,Nearest,Oregon
1824,August,2018,Cochise,AZ,Passenger,0,1,1,117,118,0.85,Nearest,Arizona
1825,August,2018,Manassas,VA,Passenger,0,1,1,9,10,10.0,Furthest,Virginia
1827,August,2018,Suffolk,MA,Passenger,0,1,1,42,43,2.33,Furthest,Massachusetts
1828,August,2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33,Mid-Distance,Illinois
1829,August,2018,Collin,TX,Passenger,1,0,1,149,150,0.67,Mid-Distance,Texas
1830,August,2018,Orange,CA,Passenger,4,1,5,553,558,0.9,Nearest,California
1832,August,2018,Duval,FL,Passenger,1,2,3,380,383,0.78,Furthest,Florida
1834,August,2018,Tarrant,TX,Passenger,1,0,1,213,214,0.47,Mid-Distance,Texas
1835,August,2018,Lane,OR,Passenger,0,1,1,181,182,0.55,Nearest,Oregon
1836,August,2018,San Mateo,CA,Passenger,1,1,2,133,135,1.48,Nearest,California
1837,August,2018,Portsmouth,VA,Passenger,0,1,1,75,76,1.32,Furthest,Virginia
1838,August,2018,Riverside,CA,Passenger,2,2,4,692,696,0.57,Nearest,California
1839,August,2018,Larimer,CO,Passenger,1,0,1,63,64,1.56,Mid-Distance,Colorado
1841,August,2018,Jefferson,NY,Passenger,0,1,1,225,226,0.44,Furthest,New York
1842,August,2018,Prince George,VA,Passenger,0,1,1,78,79,1.27,Furthest,Virginia
1844,August,2018,Richmond,GA,Passenger,0,1,1,92,93,1.08,Furthest,Georgia
1849,August,2018,Arlington,VA,Passenger,1,1,2,173,175,1.14,Furthest,Virginia
1850,August,2018,New Haven,CT,Passenger,0,1,1,48,49,2.04,Furthest,Connecticut
1851,August,2018,Klamath,OR,Passenger,1,0,1,35,36,2.78,Nearest,Oregon
1852,August,2018,Manatee,FL,Passenger,1,0,1,37,38,2.63,Furthest,Florida
1853,August,2018,Santa Rosa,FL,Passenger,1,0,1,92,93,1.08,Furthest,Florida
1854,August,2018,Clark,NV,Passenger,1,2,3,734,737,0.41,Nearest,Nevada
1856,August,2018,Palm Beach,FL,Passenger,0,1,1,86,87,1.15,Furthest,Florida
1859,August,2018,Washoe,NV,Passenger,1,0,1,113,114,0.88,Nearest,Nevada
1861,August,2018,Ventura,CA,Passenger,0,2,2,315,317,0.63,Nearest,California
1862,August,2018,Prince William,VA,Passenger,0,4,4,260,264,1.52,Furthest,Virginia
1863,August,2018,St. Mary's,MD,Passenger,1,0,1,218,219,0.46,Furthest,Maryland
1864,August,2018,DeKalb,IN,Passenger,1,0,1,1,2,50.0,Furthest,Indiana
1866,August,2018,Hennepin,MN,Passenger,1,0,1,110,111,0.9,Mid-Distance,Minnesota
1867,August,2018,Twin Falls,ID,Passenger,0,1,1,23,24,4.17,Nearest,Idaho
1868,August,2018,Richland,SC,Passenger,0,1,1,171,172,0.58,Furthest,South Carolina
1871,August,2018,Orange,FL,Passenger,2,1,3,167,170,1.76,Furthest,Florida
1872,August,2018,Gwinnett,GA,Passenger,0,1,1,82,83,1.2,Furthest,Georgia
1873,August,2018,Caddo,LA,Passenger,0,1,1,23,24,4.17,Mid-Distance,Louisiana
1875,August,2018,Maricopa,AZ,Passenger,2,1,3,1562,1565,0.19,Nearest,Arizona
1876,August,2018,Honolulu,HI,Passenger,1,2,3,526,529,0.57,Nearest,Hawaii
1878,August,2018,New London,CT,Passenger,0,1,1,254,255,0.39,Furthest,Connecticut
1879,August,2018,Middlesex,MA,Passenger,0,1,1,139,140,0.71,Furthest,Massachusetts
1884,August,2018,District of Columbia,DC,Passenger,0,3,3,192,195,1.54,Furthest,District of Columbia
1886,August,2018,Washtenaw,MI,Passenger,1,0,1,38,39,2.56,Furthest,Michigan
1888,August,2018,Latah,ID,Passenger,0,1,1,75,76,1.32,Nearest,Idaho
1890,August,2018,Tulsa,OK,Passenger,1,1,2,47,49,4.08,Mid-Distance,Oklahoma
1891,August,2018,Howard,MD,Passenger,0,1,1,86,87,1.15,Furthest,Maryland
1893,August,2018,Marion,IN,Passenger,1,0,1,119,120,0.83,Furthest,Indiana
1894,August,2018,Dakota,MN,Passenger,0,2,2,35,37,5.41,Mid-Distance,Minnesota
1895,August,2018,Camden,NJ,Passenger,0,1,1,32,33,3.03,Furthest,New Jersey
1896,August,2018,Ada,ID,Passenger,0,2,2,314,316,0.63,Nearest,Idaho
1900,August,2018,Fairfax,VA,Passenger,2,2,4,814,818,0.49,Furthest,Virginia
1901,August,2018,Houston,GA,Passenger,1,0,1,54,55,1.82,Furthest,Georgia
1902,August,2018,Lee,AL,Passenger,1,0,1,37,38,2.63,Furthest,Alabama
1904,August,2018,Sumter,FL,Passenger,0,1,1,10,11,9.09,Furthest,Florida
1907,August,2018,St. Clair,IL,Passenger,0,1,1,156,157,0.64,Mid-Distance,Illinois
1909,August,2018,Fresno,CA,Passenger,1,0,1,195,196,0.51,Nearest,California
1911,August,2018,Polk,FL,Passenger,1,0,1,64,65,1.54,Furthest,Florida
1912,August,2018,Volusia,FL,Passenger,0,1,1,34,35,2.86,Furthest,Florida
1915,August,2018,Hamilton,IN,Passenger,1,0,1,46,47,2.13,Furthest,Indiana
1916,August,2018,Cook,IL,Passenger,1,0,1,252,253,0.4,Mid-Distance,Illinois
1919,August,2018,Charles,MD,Passenger,0,1,1,82,83,1.2,Furthest,Maryland
1920,August,2018,San Diego,CA,Passenger,7,2,9,2568,2577,0.35,Nearest,California
1921,August,2018,Tuolumne,CA,Passenger,0,1,1,12,13,7.69,Nearest,California
1922,August,2018,Utah,UT,Passenger,0,1,1,137,138,0.72,Nearest,Utah
1923,August,2018,Franklin,MA,Passenger,0,1,1,1,2,50.0,Furthest,Massachusetts
1924,August,2018,Nueces,TX,Passenger,1,1,2,88,90,2.22,Mid-Distance,Texas
1925,August,2018,Sedgwick,KS,Passenger,0,1,1,100,101,0.99,Mid-Distance,Kansas
1927,August,2018,Dale,AL,Passenger,0,1,1,57,58,1.72,Furthest,Alabama
1929,August,2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.5,Furthest,Georgia
1930,August,2018,Multnomah,OR,Passenger,3,5,8,777,785,1.02,Nearest,Oregon
1933,August,2018,Frederick,MD,Passenger,0,1,1,85,86,1.16,Furthest,Maryland
1934,August,2018,Pinal,AZ,Passenger,2,0,2,203,205,0.98,Nearest,Arizona
1936,August,2018,Charleston,SC,Passenger,1,0,1,128,129,0.78,Furthest,South Carolina
1937,August,2018,Queens,NY,Passenger,1,0,1,61,62,1.61,Furthest,New York
1938,August,2018,Norfolk,MA,Passenger,1,0,1,36,37,2.7,Furthest,Massachusetts
1940,August,2018,Santa Fe,NM,Passenger,0,1,1,45,46,2.17,Mid-Distance,New Mexico
1942,August,2018,Alameda,CA,Passenger,0,1,1,340,341,0.29,Nearest,California
1944,August,2018,Nantucket,MA,Passenger,1,0,1,4,5,20.0,Furthest,Massachusetts
1945,August,2018,El Paso,CO,Passenger,3,1,4,756,760,0.53,Mid-Distance,Colorado
1946,August,2018,Anne Arundel,MD,Passenger,0,1,1,452,453,0.22,Furthest,Maryland
1947,August,2018,Hardin,KY,Passenger,0,1,1,120,121,0.83,Furthest,Kentucky
1949,August,2018,Montgomery,PA,Passenger,2,0,2,36,38,5.26,Furthest,Pennsylvania
1950,August,2018,Deschutes,OR,Passenger,2,0,2,163,165,1.21,Nearest,Oregon
1951,August,2018,Brevard,FL,Passenger,0,1,1,92,93,1.08,Furthest,Florida
1952,August,2018,Monterey,CA,Passenger,0,1,1,186,187,0.53,Nearest,California
1954,August,2018,Garfield,OK,Passenger,1,0,1,16,17,5.88,Mid-Distance,Oklahoma
1955,August,2018,Montgomery,TX,Passenger,2,0,2,61,63,3.17,Mid-Distance,Texas
1956,August,2018,Pima,AZ,Passenger,1,1,2,413,415,0.48,Nearest,Arizona
1957,August,2018,Broward,FL,Passenger,1,1,2,134,136,1.47,Furthest,Florida
1958,August,2018,Contra Costa,CA,Passenger,0,1,1,440,441,0.23,Nearest,California
1960,August,2018,Jefferson,CO,Passenger,0,1,1,65,66,1.52,Mid-Distance,Colorado
1961,August,2018,Morris,NJ,Passenger,1,0,1,16,17,5.88,Furthest,New Jersey
1962,August,2018,Flathead,MT,Passenger,1,0,1,53,54,1.85,Nearest,Montana
1965,August,2018,Nassau,NY,Passenger,2,0,2,36,38,5.26,Furthest,New York
1966,August,2018,Shelby,TN,Passenger,0,1,1,101,102,0.98,Furthest,Tennessee
1968,August,2018,San Francisco,CA,Passenger,1,1,2,121,123,1.63,Nearest,California
1969,August,2018,Montgomery,MD,Passenger,1,0,1,283,284,0.35,Furthest,Maryland
1970,August,2018,Kootenai,ID,Passenger,0,1,1,220,221,0.45,Nearest,Idaho
1971,August,2018,Saratoga,NY,Passenger,1,0,1,63,64,1.56,Furthest,New York
1973,August,2018,Santa Clara,CA,Passenger,8,0,8,376,384,2.08,Nearest,California
1975,August,2018,Beaufort,SC,Passenger,1,0,1,38,39,2.56,Furthest,South Carolina
1980,August,2019,Lake,FL,Passenger,1,0,1,20,21,4.76,Furthest,Florida
1981,August,2019,Fulton,GA,Passenger,0,2,2,102,104,1.92,Furthest,Georgia
1982,August,2019,Multnomah,OR,Passenger,5,6,11,744,755,1.46,Nearest,Oregon
1983,August,2019,Portsmouth,VA,Passenger,0,1,1,79,80,1.25,Furthest,Virginia
1984,August,2019,Carson City,NV,Passenger,1,0,1,11,12,8.33,Nearest,Nevada
1985,August,2019,Cascade,MT,Passenger,0,1,1,60,61,1.64,Nearest,Montana
1987,August,2019,Brevard,FL,Passenger,0,1,1,84,85,1.18,Furthest,Florida
1988,August,2019,Clark,NV,Passenger,4,2,6,691,697,0.86,Nearest,Nevada
1989,August,2019,Montgomery,PA,Passenger,2,0,2,37,39,5.13,Furthest,Pennsylvania
1990,August,2019,Norfolk,MA,Passenger,1,0,1,38,39,2.56,Furthest,Massachusetts
1991,August,2019,New Haven,CT,Passenger,0,2,2,48,50,4.0,Furthest,Connecticut
1992,August,2019,Randolph,NC,Passenger,1,0,1,6,7,14.29,Furthest,North Carolina
1995,August,2019,Volusia,FL,Passenger,0,1,1,38,39,2.56,Furthest,Florida
1996,August,2019,Williamson,TX,Passenger,0,2,2,145,147,1.36,Mid-Distance,Texas
1999,August,2019,Monroe,IL,Passenger,1,0,1,5,6,16.67,Mid-Distance,Illinois
2002,August,2019,Alexandria,VA,Passenger,1,0,1,147,148,0.68,Furthest,Virginia
2003,August,2019,Collin,TX,Passenger,1,1,2,129,131,1.53,Mid-Distance,Texas
2005,August,2019,Powhatan,VA,Passenger,1,0,1,0,1,100.0,Furthest,Virginia
2007,August,2019,Solano,CA,Passenger,1,0,1,208,209,0.48,Nearest,California
2008,August,2019,Fresno,CA,Passenger,1,0,1,193,194,0.52,Nearest,California
2009,August,2019,Houston,GA,Passenger,1,0,1,55,56,1.79,Furthest,Georgia
2010,August,2019,Dale,AL,Passenger,0,1,1,56,57,1.75,Furthest,Alabama
2011,August,2019,Charleston,SC,Passenger,1,0,1,114,115,0.87,Furthest,South Carolina
2012,August,2019,Riverside,CA,Passenger,3,2,5,653,658,0.76,Nearest,California
2013,August,2019,Charles,MD,Passenger,0,1,1,87,88,1.14,Furthest,Maryland
2015,August,2019,Palm Beach,FL,Passenger,0,1,1,86,87,1.15,Furthest,Florida
2016,August,2019,Juneau,AK,Passenger,0,2,2,31,33,6.06,Nearest,Alaska
2018,August,2019,Cumberland,NC,Passenger,0,2,2,492,494,0.4,Furthest,North Carolina
